uniqueID,sentenceType,p_m1_given_w,p_m2_given_w
147,nonpun,0.912203780301,0.0877962196985
148,nonpun,0.999420665042,0.000579334957752
149,nonpun,0.112059975557,0.887940024443
150,nonpun,0.804600726916,0.195399273084
151,nonpun,0.440255811992,0.559744188008
152,nonpun,0.999274683029,0.000725316970921
153,nonpun,0.781470663401,0.218529336599
154,nonpun,0.68904058452,0.31095941548
155,nonpun,0.790824929848,0.209175070152
156,nonpun,0.0124083809871,0.987591619013
157,nonpun,0.470323182367,0.529676817633
158,nonpun,0.981106489281,0.0188935107188
159,nonpun,0.311205056311,0.688794943689
160,nonpun,0.574052937228,0.425947062772
161,nonpun,0.0544592775127,0.945540722487
162,nonpun,0.994314488991,0.00568551100935
163,nonpun,0.257298159259,0.742701840741
164,nonpun,0.246436396315,0.753563603685
165,nonpun,0.410545976879,0.589454023121
166,nonpun,0.829253146573,0.170746853427
167,nonpun,0.0930048200094,0.906995179991
168,nonpun,0.878029943451,0.121970056549
169,nonpun,0.995531632731,0.00446836726939
170,nonpun,0.930643016224,0.0693569837762
171,nonpun,0.999933724381,6.62756188068e-05
172,nonpun,0.985958358277,0.0140416417228
173,nonpun,0.999953096303,4.69036973948e-05
174,nonpun,0.999951191634,4.88083663242e-05
175,nonpun,0.999775234788,0.000224765211706
176,nonpun,0.876248586028,0.123751413972
177,nonpun,0.999763713894,0.000236286105545
178,nonpun,0.52095472765,0.47904527235
179,nonpun,0.999978778276,2.12217241049e-05
180,nonpun,0.855545658441,0.144454341559
181,nonpun,0.0458134361677,0.954186563832
182,nonpun,0.999560530899,0.000439469100546
183,nonpun,0.998425396029,0.00157460397149
184,nonpun,0.999934503637,6.54963627939e-05
185,nonpun,0.99958152143,0.000418478569863
186,nonpun,0.996621270535,0.0033787294654
187,nonpun,0.999973738047,2.62619531355e-05
188,nonpun,0.962946720262,0.037053279738
189,nonpun,0.952959606331,0.0470403936694
190,nonpun,0.943465269661,0.0565347303391
191,nonpun,0.967416568989,0.0325834310106
192,nonpun,0.736550818561,0.263449181439
193,nonpun,0.982889585469,0.0171104145311
194,nonpun,0.995909092199,0.0040909078008
195,nonpun,0.998682734364,0.00131726563574
196,nonpun,0.995144257792,0.00485574220763
197,nonpun,0.468317613533,0.531682386467
198,nonpun,0.996554471898,0.00344552810199
199,nonpun,0.994179741048,0.00582025895159
200,nonpun,0.96421861146,0.0357813885398
201,nonpun,0.957855375986,0.0421446240142
202,nonpun,0.994175865085,0.00582413491475
203,nonpun,0.999971824469,2.8175531391e-05
204,nonpun,0.999848145778,0.000151854222245
205,nonpun,0.99944103495,0.000558965049729
206,nonpun,0.965996044262,0.0340039557378
207,nonpun,0.999859356231,0.000140643768966
208,nonpun,0.999999349588,6.50412047461e-07
209,nonpun,0.999338220621,0.000661779378849
210,nonpun,0.871480434015,0.128519565985
211,nonpun,0.99984695517,0.000153044829871
212,nonpun,0.999200179938,0.000799820061637
213,nonpun,0.948179890403,0.0518201095972
214,nonpun,0.998827082006,0.00117291799404
215,nonpun,0.994387778841,0.00561222115871
216,nonpun,0.99674885345,0.00325114654954
217,nonpun,0.167273166438,0.832726833562
218,nonpun,0.938528678178,0.0614713218217
219,nonpun,0.999572544198,0.000427455802366
220,nonpun,0.959554113435,0.0404458865646
221,nonpun,0.999999783326,2.16674002516e-07
222,nonpun,0.998156791769,0.00184320823062
223,nonpun,0.992578954847,0.00742104515275
224,nonpun,0.999208487893,0.000791512106681
225,nonpun,0.999999998733,1.26718605239e-09
226,nonpun,0.999124478624,0.000875521375752
227,nonpun,0.982938813471,0.0170611865287
228,nonpun,0.998003276442,0.00199672355837
229,nonpun,0.99846234659,0.00153765341024
230,nonpun,0.999976427347,2.35726528802e-05
231,nonpun,0.997293819524,0.00270618047566
232,nonpun,0.999951714965,4.82850348785e-05
233,nonpun,0.997443017293,0.00255698270714
234,nonpun,0.962896720879,0.0371032791209
235,nonpun,0.994788680614,0.00521131938615
