uniqueID,sentenceType,p_m1_given_w,p_m2_given_w
92,depunned,0.999961245522,3.87544783997e-05
93,depunned,0.938156302008,0.0618436979922
94,depunned,0.968687146667,0.0313128533328
95,depunned,0.997853330984,0.00214666901589
96,depunned,0.997866563591,0.00213343640941
97,depunned,0.901485484151,0.0985145158492
98,depunned,0.362072419064,0.637927580936
99,depunned,0.343178754568,0.656821245432
100,depunned,0.987441186186,0.0125588138136
101,depunned,0.979695609568,0.0203043904319
102,depunned,0.991572495573,0.00842750442678
103,depunned,0.989617800451,0.0103821995489
104,depunned,0.180331780512,0.819668219488
105,depunned,0.985686836001,0.0143131639989
106,nonpun,0.999332462969,0.000667537031136
107,nonpun,0.999897778194,0.000102221805501
108,nonpun,0.980851272729,0.0191487272708
109,nonpun,0.808546126755,0.191453873245
110,nonpun,0.994829344565,0.00517065543506
111,nonpun,0.999990980233,9.01976724502e-06
112,nonpun,0.971104348939,0.0288956510614
113,nonpun,0.999875481511,0.00012451848918
114,nonpun,0.837438516536,0.162561483464
115,nonpun,0.998868106788,0.00113189321221
116,nonpun,0.999999842169,1.57830516737e-07
117,nonpun,0.973319546972,0.026680453028
118,nonpun,0.902681864978,0.0973181350223
119,nonpun,0.973340907395,0.0266590926051
120,nonpun,0.999087164199,0.000912835800659
121,nonpun,0.994763537948,0.00523646205167
122,nonpun,0.0814585827666,0.918541417233
123,nonpun,0.999544623703,0.000455376297498
124,nonpun,0.998167258701,0.00183274129925
125,nonpun,0.99974745143,0.000252548570327
126,nonpun,0.999676463837,0.000323536162895
127,nonpun,0.999843513576,0.000156486423643
128,nonpun,0.99901764657,0.000982353429536
129,nonpun,0.995157654295,0.00484234570468
130,nonpun,0.60813491563,0.39186508437
131,nonpun,0.995993852095,0.00400614790475
132,nonpun,0.999939988713,6.00112868002e-05
133,nonpun,0.992837871575,0.00716212842489
134,nonpun,0.998097984371,0.0019020156293
135,nonpun,0.996235974877,0.0037640251233
136,nonpun,0.999996491299,3.50870146887e-06
137,nonpun,0.999571888245,0.000428111754551
138,nonpun,0.727354664716,0.272645335284
139,nonpun,0.985430517577,0.014569482423
140,nonpun,0.980573284582,0.0194267154183
141,nonpun,0.99990748557,9.25144304682e-05
142,nonpun,0.986142618367,0.0138573816332
143,nonpun,0.989880215153,0.010119784847
144,nonpun,0.998841155275,0.00115884472482
145,nonpun,0.999936688882,6.33111184981e-05
146,nonpun,0.605180670491,0.394819329509
147,nonpun,0.995231031956,0.00476896804433
148,nonpun,0.999971140724,2.88592759376e-05
149,nonpun,0.717101663665,0.282898336335
150,nonpun,0.988053531231,0.0119464687687
151,nonpun,0.940468696264,0.0595313037361
152,nonpun,0.999963863689,3.61363109662e-05
153,nonpun,0.986268786768,0.0137312132322
154,nonpun,0.978025171452,0.0219748285481
155,nonpun,0.987002365518,0.0129976344824
156,nonpun,0.20150779487,0.79849220513
157,nonpun,0.946906861608,0.0530931383917
158,nonpun,0.999042151369,0.000957848630513
159,nonpun,0.900743080051,0.0992569199487
160,nonpun,0.96437410536,0.0356258946401
161,nonpun,0.536359770077,0.463640229923
162,nonpun,0.999715397525,0.000284602474854
163,nonpun,0.874345649717,0.125654350283
164,nonpun,0.867873997418,0.132126002582
165,nonpun,0.933285647269,0.0667143527308
166,nonpun,0.989852648955,0.010147351045
167,nonpun,0.673160417077,0.326839582923
168,nonpun,0.993131416645,0.00686858335543
169,nonpun,0.999776584493,0.000223415506715
170,nonpun,0.996303291595,0.00369670840475
171,nonpun,0.999996700123,3.29987657752e-06
172,nonpun,0.999291454014,0.00070854598638
173,nonpun,0.999997664698,2.33530166979e-06
174,nonpun,0.999997569862,2.43013817688e-06
175,nonpun,0.999988807209,1.11927914602e-05
176,nonpun,0.993017733863,0.00698226613667
177,nonpun,0.999988233366,1.17666343608e-05
178,nonpun,0.956222390987,0.0437776090133
179,nonpun,0.999998943411,1.05658873517e-06
180,nonpun,0.991663794367,0.00833620563274
181,nonpun,0.490930545449,0.509069454551
182,nonpun,0.999978110981,2.18890187728e-05
183,nonpun,0.999921487613,7.85123865248e-05
184,nonpun,0.999996738925,3.26107484686e-06
185,nonpun,0.999979156891,2.08431093004e-05
186,nonpun,0.999831241163,0.000168758837235
187,nonpun,0.999998692462,1.30753828513e-06
188,nonpun,0.998087903778,0.00191209622205
189,nonpun,0.997548414792,0.00245158520834
190,nonpun,0.997025511921,0.0029744880789
191,nonpun,0.998325935449,0.00167406455057
192,nonpun,0.982503752678,0.0174962473224
193,nonpun,0.999134043435,0.000865956565047
194,nonpun,0.999795530874,0.000204469125599
195,nonpun,0.999934335014,6.56649860015e-05
196,nonpun,0.999757126214,0.000242873786256
197,nonpun,0.946500562949,0.0534994370506
198,nonpun,0.999827893784,0.00017210621641
199,nonpun,0.999708614868,0.000291385131534
200,nonpun,0.998155848527,0.00184415147348
201,nonpun,0.997814209766,0.00218579023447
202,nonpun,0.999708419743,0.000291580257405
203,nonpun,0.999998597185,1.40281466488e-06
204,nonpun,0.999992438532,7.5614676181e-06
205,nonpun,0.99997215598,2.78440201025e-05
206,nonpun,0.998250515128,0.00174948487212
207,nonpun,0.999992996823,7.00317685628e-06
208,nonpun,0.999999967618,3.23821290874e-08
209,nonpun,0.999967031213,3.29687869851e-05
210,nonpun,0.992711282443,0.00728871755656
211,nonpun,0.999992379238,7.62076165874e-06
212,nonpun,0.999960149017,3.98509828124e-05
213,nonpun,0.997286411172,0.00271358882843
214,nonpun,0.999941538695,5.84613047603e-05
215,nonpun,0.999719085901,0.000280914098668
216,nonpun,0.999837633348,0.000162366651829
217,nonpun,0.80137693686,0.19862306314
218,nonpun,0.996749668488,0.00325033151209
219,nonpun,0.999978709581,2.12904188719e-05
220,nonpun,0.997905834483,0.00209416551688
221,nonpun,0.999999989212,1.07875655978e-08
222,nonpun,0.999908071058,9.19289422478e-05
223,nonpun,0.999627904056,0.00037209594412
224,nonpun,0.999960563272,3.94367279311e-05
225,nonpun,0.999999999937,6.3089478701e-11
226,nonpun,0.999956374064,4.3625936393e-05
227,nonpun,0.999136575916,0.000863424084234
228,nonpun,0.999900400015,9.95999846128e-05
229,nonpun,0.999923332726,7.66672738739e-05
230,nonpun,0.99999882636,1.17363956896e-06
231,nonpun,0.999864919856,0.000135080143881
232,nonpun,0.999997595919,2.40408063442e-06
233,nonpun,0.999872385264,0.000127614735576
234,nonpun,0.998085229321,0.00191477067925
235,nonpun,0.9997392525,0.000260747500484
