uniqueID,sentenceType,isOrig,p_m1_given_w,p_m2_given_w
1,pun,0,0.10213728493,0.89786271507
2,pun,0,0.807964461322,0.192035538678
3,pun,0,0.0494675375918,0.950532462408
4,pun,0,4.16420538239e-05,0.999958357946
5,pun,0,0.301311739216,0.698688260784
6,pun,0,0.99165230446,0.00834769554029
7,pun,0,0.00179295447108,0.998207045529
8,pun,0,0.946353231676,0.0536467683239
9,pun,0,0.00922972602561,0.990770273974
10,pun,0,0.940154917062,0.0598450829377
11,pun,0,0.999982635392,1.73646077345e-05
12,pun,0,0.125694467549,0.874305532451
13,pun,0,0.0716859264703,0.92831407353
14,pun,0,0.0191323056793,0.980867694321
15,pun,0,0.640455963854,0.359544036146
16,pun,0,0.27200132754,0.72799867246
17,pun,0,6.76340193935e-05,0.999932365981
18,pun,0,0.427612783003,0.572387216997
19,pun,0,0.96581158681,0.0341884131902
20,pun,0,0.952125855009,0.0478741449909
21,pun,0,0.963170379953,0.0368296200467
22,pun,0,0.997419823943,0.00258017605654
23,pun,0,0.994638237219,0.00536176278136
24,pun,0,0.881506968181,0.118493031819
25,pun,0,0.961272947864,0.0387270521362
26,pun,0,0.278936476222,0.721063523778
27,pun,0,0.999718639818,0.000281360182045
28,pun,0,0.521982225988,0.478017774012
29,pun,0,0.867391859465,0.132608140535
30,pun,0,0.942514346236,0.0574856537639
31,pun,0,0.973094648345,0.026905351655
32,pun,0,0.841447033178,0.158552966822
33,pun,0,0.0359361476548,0.964063852345
34,pun,0,0.0924969436435,0.907503056356
35,pun,0,0.719314225621,0.280685774379
36,pun,0,0.726574003639,0.273425996361
37,pun,0,0.984570751233,0.0154292487673
38,pun,0,0.277383859594,0.722616140406
39,pun,0,0.377052182396,0.622947817604
40,pun,0,0.96869910125,0.0313008987504
41,pun,0,0.887314356711,0.112685643289
42,pun,0,0.573626131072,0.426373868928
43,pun,0,0.970243580886,0.0297564191141
44,pun,0,0.914479163997,0.0855208360029
45,pun,0,0.961650618321,0.0383493816788
46,pun,0,0.630671603134,0.369328396866
47,pun,0,0.998940900765,0.00105909923469
48,pun,0,0.667109401601,0.332890598399
49,pun,0,0.168994764486,0.831005235514
50,pun,0,0.587563416719,0.412436583281
51,pun,0,0.0138834796453,0.986116520355
52,pun,0,0.74878549984,0.25121450016
53,pun,0,0.945218389012,0.0547816109883
54,pun,0,0.749917588064,0.250082411936
55,pun,0,0.354978617865,0.645021382135
56,pun,0,0.544787518186,0.455212481814
57,pun,0,0.969348123575,0.0306518764254
58,pun,0,0.234286098252,0.765713901748
59,pun,0,0.774526160698,0.225473839302
60,pun,0,0.0896014188892,0.910398581111
61,pun,0,0.84825014729,0.15174985271
62,pun,0,0.29445372228,0.70554627772
63,pun,0,0.980765760954,0.0192342390465
64,pun,0,0.900426833611,0.099573166389
65,pun,0,0.484775259057,0.515224740943
66,depunned,0,0.072579878875,0.927420121125
67,depunned,0,0.571353598788,0.428646401212
68,depunned,0,0.000871220060865,0.999128779939
69,depunned,0,2.88185764814e-06,0.999997118142
70,depunned,0,0.0468762544265,0.953123745573
71,depunned,0,0.998357842499,0.00164215750145
72,depunned,0,0.00311756746241,0.996882432538
73,depunned,0,0.992317479194,0.00768252080575
74,depunned,0,0.00436966928481,0.995630330715
75,depunned,0,0.777063639421,0.222936360579
76,depunned,0,0.99976770076,0.000232299239977
77,depunned,0,0.0173754966658,0.982624503334
78,depunned,0,0.00837053952439,0.991629460476
79,depunned,0,0.00324486206305,0.996755137937
80,depunned,0,0.0755768986813,0.924423101319
81,depunned,0,0.290027430014,0.709972569986
82,depunned,0,6.76340193935e-05,0.999932365981
83,depunned,0,0.132260798404,0.867739201596
84,depunned,0,0.823514052534,0.176485947466
85,depunned,0,0.617472609493,0.382527390507
86,depunned,0,0.793312616904,0.206687383096
87,depunned,0,0.994521360309,0.00547863969082
88,depunned,0,0.979496962898,0.020503037102
89,depunned,0,0.217884747788,0.782115252212
90,depunned,0,0.272370960646,0.727629039354
91,depunned,0,0.0516137985449,0.948386201455
92,depunned,0,0.998704265877,0.00129573412272
93,depunned,0,0.320058872136,0.679941127864
94,depunned,0,0.653504823879,0.346495176121
95,depunned,0,0.964880798436,0.0351192015644
96,depunned,0,0.822385272173,0.177614727827
97,depunned,0,0.0861940781895,0.91380592181
98,depunned,0,0.00895912028365,0.991040879716
99,depunned,0,0.00914208809186,0.990857911908
100,depunned,0,0.5917516614,0.4082483386
101,depunned,0,0.287042129128,0.712957870872
102,depunned,0,0.840689341372,0.159310658628
103,depunned,0,0.861759133805,0.138240866195
104,depunned,0,0.0810541733394,0.918945826661
105,depunned,0,0.69278244107,0.30721755893
106,nonpun,0,0.997244583856,0.00275541614428
107,nonpun,0,0.999750636626,0.000249363373907
108,nonpun,0,0.95301805164,0.0469819483605
109,nonpun,0,0.380881282551,0.619118717449
110,nonpun,0,0.951448538729,0.048551461271
111,nonpun,0,0.999940881738,5.91182617544e-05
112,nonpun,0,0.838889767476,0.161110232524
113,nonpun,0,0.999736561448,0.000263438551944
114,nonpun,0,0.358875890468,0.641124109532
115,nonpun,0,0.975621708357,0.0243782916426
116,nonpun,0,0.999999015386,9.84614133355e-07
117,nonpun,0,0.835711994314,0.164288005686
118,nonpun,0,0.404566553522,0.595433446478
119,nonpun,0,0.726329350752,0.273670649248
120,nonpun,0,0.99054852198,0.00945147801998
121,nonpun,0,0.97010391735,0.0298960826497
122,nonpun,0,0.00213982329515,0.997860176705
123,nonpun,0,0.997605290973,0.00239470902724
124,nonpun,0,0.996159124295,0.00384087570489
125,nonpun,0,0.99897953153,0.00102046846975
126,nonpun,0,0.998714700095,0.00128529990471
127,nonpun,0,0.998674655087,0.00132534491274
128,nonpun,0,0.99756980291,0.00243019708972
129,nonpun,0,0.930413731661,0.0695862683386
130,nonpun,0,0.417706441235,0.582293558765
131,nonpun,0,0.988583483506,0.0114165164944
132,nonpun,0,0.99950371798,0.000496282020445
133,nonpun,0,0.854131023223,0.145868976777
134,nonpun,0,0.973631893862,0.0263681061383
135,nonpun,0,0.975095699151,0.0249043008485
136,nonpun,0,0.999940591269,5.9408730718e-05
137,nonpun,0,0.993964990631,0.00603500936942
138,nonpun,0,0.374701048459,0.625298951541
139,nonpun,0,0.956879402959,0.0431205970408
140,nonpun,0,0.715291721699,0.284708278301
141,nonpun,0,0.999525938249,0.000474061751184
142,nonpun,0,0.974884030965,0.025115969035
143,nonpun,0,0.767604138879,0.232395861121
144,nonpun,0,0.998133826135,0.00186617386504
145,nonpun,0,0.999872141215,0.000127858784598
146,nonpun,0,0.293930800404,0.706069199596
147,nonpun,0,0.913425577691,0.0865744223093
148,nonpun,0,0.99964572267,0.000354277330118
149,nonpun,0,0.452047822479,0.547952177521
150,nonpun,0,0.981729260591,0.0182707394092
151,nonpun,0,0.736474491662,0.263525508338
152,nonpun,0,0.999883280215,0.000116719784641
