uniqueID,sentenceType,isOrig,KL
1,pun,0,0.033496061194
2,pun,0,0.0332487385302
3,pun,0,0.0342009475294
4,pun,0,0.0349276740199
5,pun,0,0.0337589565325
6,pun,0,0.0335702391215
7,pun,0,0.0341481463723
8,pun,0,0.0333074943106
9,pun,0,0.0333579202397
10,pun,0,0.033474524658
11,pun,0,0.0338389146254
12,pun,0,0.0336067293324
13,pun,0,0.0333309818286
14,pun,0,0.0338548429183
15,pun,0,0.0335424683351
16,pun,0,0.0333116263926
17,pun,0,0.0337339361293
18,pun,0,0.0337066164295
19,pun,0,0.0338459059525
20,pun,0,0.0335866785575
21,pun,0,0.0334185165718
22,pun,0,0.0337247667914
23,pun,0,0.0342509575788
24,pun,0,0.0340296264982
25,pun,0,0.0337477860608
26,pun,0,0.0338068476415
27,pun,0,0.0338670877634
28,pun,0,0.033456199496
29,pun,0,0.0335205868083
30,pun,0,0.0338469567121
31,pun,0,0.0340581943441
32,pun,0,0.0349482506562
33,pun,0,0.0344213012379
34,pun,0,0.0337899462086
35,pun,0,0.0333496673715
36,pun,0,0.0332379971479
37,pun,0,0.0336630004722
38,pun,0,0.0339722758515
39,pun,0,0.0346699357502
40,pun,0,0.0336916224764
41,pun,0,0.0348437720016
42,pun,0,0.0343383191056
43,pun,0,0.0342432121813
44,pun,0,0.0341946338929
45,pun,0,0.033973877834
46,pun,0,0.0347488678891
47,pun,0,0.0339414993217
48,pun,0,0.0332478978657
49,pun,0,0.0340679394295
50,pun,0,0.0332749703395
51,pun,0,0.0345073087357
52,pun,0,0.033527490738
53,pun,0,0.0340065665558
54,pun,0,0.0339099181948
55,pun,0,0.0332609370832
56,pun,0,0.0340276831941
57,pun,0,0.0337824366538
58,pun,0,0.0335062965242
59,pun,0,0.0336694393145
60,pun,0,0.0340587495089
61,pun,0,0.0338824156693
62,pun,0,0.0336203969429
63,pun,0,0.0338869432276
64,pun,0,0.0338094261897
65,pun,0,0.0340342629866
66,depunned,0,0.0334915479275
67,depunned,0,0.0333143487825
68,depunned,0,0.0335099071322
69,depunned,0,0.0342580870715
70,depunned,0,0.0336379226773
71,depunned,0,0.0334308939134
72,depunned,0,0.0341069243864
73,depunned,0,0.0332746914147
74,depunned,0,0.0333078450658
75,depunned,0,0.033301512507
76,depunned,0,0.0333398439433
77,depunned,0,0.033369045932
78,depunned,0,0.0333332883846
79,depunned,0,0.0338085339234
80,depunned,0,0.0333173172862
81,depunned,0,0.0332751555304
82,depunned,0,0.0337339361293
83,depunned,0,0.0336655843252
84,depunned,0,0.0332685429135
85,depunned,0,0.0332838150346
86,depunned,0,0.0332403211248
87,depunned,0,0.03349183985
88,depunned,0,0.0338432793206
89,depunned,0,0.033271676846
90,depunned,0,0.0332456581857
91,depunned,0,0.0334328065225
92,depunned,0,0.0334060524305
93,depunned,0,0.0334583140533
94,depunned,0,0.0333146834164
95,depunned,0,0.0344640828972
96,depunned,0,0.0337961430907
97,depunned,0,0.0345294508272
98,depunned,0,0.033731859488
99,depunned,0,0.0333733751922
100,depunned,0,0.0333292086552
101,depunned,0,0.0335051881348
102,depunned,0,0.0332566934669
103,depunned,0,0.0334746982037
104,depunned,0,0.0342402355088
105,depunned,0,0.0333712520068
106,nonpun,0,0.033784642396
107,nonpun,0,0.0345907459593
108,nonpun,0,0.0347845331183
109,nonpun,0,0.0340752760631
110,nonpun,0,0.0335778872056
111,nonpun,0,0.034173077624
112,nonpun,0,0.0333685925904
113,nonpun,0,0.0340583473029
114,nonpun,0,0.0333952649641
115,nonpun,0,0.0334308912933
116,nonpun,0,0.0339106813856
117,nonpun,0,0.0333727382959
118,nonpun,0,0.0332539125411
119,nonpun,0,0.0333315679374
120,nonpun,0,0.0339416915029
121,nonpun,0,0.0337295392778
122,nonpun,0,0.0333040067922
123,nonpun,0,0.0339092704382
124,nonpun,0,0.0339100459472
125,nonpun,0,0.0338819114383
