uniqueID,sentenceType,isOrig,p_m1_given_w,p_m2_given_w, entropy
1,pun,0,0.211825840938,0.788174159062,0.516365747653
2,pun,0,0.99974603401,0.000253965990102,0.0023563429836
3,pun,0,0.0670600024542,0.932939997546,0.245966821522
4,pun,0,8.68539103833e-06,0.999991314609,0.000109903755179
5,pun,0,0.991570959972,0.00842904002816,0.0486511207806
6,pun,0,0.999298995407,0.000701004592975,0.00579215246995
7,pun,0,0.583602727613,0.416397272387,0.679102472993
8,pun,0,0.999999991045,8.9553516535e-09,1.74907103173e-07
9,pun,0,0.967957418281,0.0320425817186,0.141772222561
10,pun,0,0.999859838662,0.000140161338124,0.0013837633162
11,pun,0,0.999999998104,1.89580617864e-09,3.99704602185e-08
12,pun,0,0.0207417106423,0.979258289358,0.100911850627
13,pun,0,0.7054517962,0.2945482038,0.606173992011
14,pun,0,0.0299362060391,0.970063793961,0.134520344102
15,pun,0,0.999900495028,9.95049717486e-05,0.00101646848043
16,pun,0,0.91811851151,0.0818814884902,0.283340740824
17,pun,0,0.134657043956,0.865342956044,0.395144631099
18,pun,0,0.994956689503,0.0050433104969,0.0317081336261
19,pun,0,0.757589609462,0.242410390538,0.553842445655
20,pun,0,0.999913349638,8.66503622572e-05,0.000897141980567
21,pun,0,0.999730662069,0.000269337930835,0.00248313655362
22,pun,0,0.99999988841,1.11590406434e-07,1.89797769452e-06
23,pun,0,0.543103572198,0.456896427802,0.689426728472
24,pun,0,0.969270043275,0.030729956725,0.137270485618
25,pun,0,0.840235594899,0.159764405101,0.439279002752
26,pun,0,0.816453308413,0.183546691587,0.476729108012
27,pun,0,0.999982168081,1.7831919306e-05,0.000212815247293
28,pun,0,0.991388085536,0.00861191446367,0.0495210078619
29,pun,0,0.999994171062,5.82893758073e-06,7.60832155543e-05
30,pun,0,0.0428303066881,0.957169693312,0.176836987041
31,pun,0,0.999999238638,7.61362001392e-07,1.14875490452e-05
32,pun,0,0.999999528153,4.7184725458e-07,7.34506232423e-06
33,pun,0,0.14526363604,0.85473636396,0.414404637498
34,pun,0,0.000876739590982,0.999123260409,0.00704798861983
35,pun,0,0.080045394882,0.919954605118,0.278880227827
36,pun,0,0.953838442351,0.0461615576493,0.187054181519
37,pun,0,0.999981859269,1.81407305503e-05,0.000216189285939
38,pun,0,0.0672649475584,0.932735052442,0.246506056017
39,pun,0,0.109046489918,0.890953510082,0.344517138975
40,pun,0,0.858671804543,0.141328195457,0.407367238243
41,pun,0,0.997434445406,0.00256555459377,0.0178672834735
42,pun,0,0.999989055001,1.09449991011e-05,0.000135965591402
43,pun,0,0.694770758806,0.305229241194,0.615230133573
44,pun,0,0.81722302599,0.18277697401,0.475578325123
45,pun,0,0.999990251807,9.74819310832e-06,0.000122226975874
46,pun,0,0.999974092169,2.59078307487e-05,0.000299519196399
47,pun,0,0.999997571345,2.42865510806e-06,3.38267253281e-05
48,pun,0,0.955816981762,0.0441830182379,0.181017406728
49,pun,0,0.230931279155,0.769068720845,0.540399170286
50,pun,0,0.996279326953,0.00372067304748,0.0245266322754
51,pun,0,0.998371417341,0.00162858265887,0.0120828300418
52,pun,0,0.321996903469,0.678003096531,0.628365514407
53,pun,0,0.995262471839,0.00473752816063,0.0300826749166
54,pun,0,0.874336612715,0.125663387285,0.378059044543
55,pun,0,1.96045954469e-07,0.999999803954,3.22395937995e-06
56,pun,0,0.902450571936,0.097549428064,0.319664908412
57,pun,0,0.999781270603,0.000218729397483,0.00206208579754
58,pun,0,0.117254633137,0.882745366863,0.361419114961
59,pun,0,0.999958083763,4.1916237115e-05,0.000464424208355
60,pun,0,0.999211540666,0.00078845933401,0.00642202918179
61,pun,0,0.730905705807,0.269094294193,0.582355922286
62,pun,0,0.670722924,0.329277076,0.633665489437
63,pun,0,0.999992595524,7.40447624606e-06,9.48766798683e-05
64,pun,0,0.22425001219,0.77574998781,0.532234669718
65,pun,0,0.997654821637,0.00234517836299,0.0165434048437
66,depunned,0,0.156042432626,0.843957567374,0.433048668429
67,depunned,0,0.999198796866,0.000801203134301,0.00651297653998
68,depunned,0,0.0012029294877,0.998797070512,0.00928949515917
69,depunned,0,6.0105807627e-07,0.999999398942,9.21095895229e-06
70,depunned,0,0.930631685138,0.0693683148617,0.252001900425
71,depunned,0,1.0,2.97841723074e-14,9.5737604509e-13
72,depunned,0,0.709322691797,0.290677308203,0.602757020062
73,depunned,0,0.999999998777,1.22305350219e-09,2.63224537348e-08
74,depunned,0,0.934348375903,0.0656516240971,0.242242952654
75,depunned,0,0.999368592008,0.00063140799224,0.00528314382129
76,depunned,0,0.999999974633,2.53670574554e-08,4.69032185414e-07
77,depunned,0,0.00259844815463,0.997401551845,0.0180632176487
78,depunned,0,0.207483793463,0.792516206537,0.510603746643
79,depunned,0,0.00512408420574,0.994875915794,0.0321343466266
80,depunned,0,0.997836453313,0.00216354668659,0.0154367408872
81,depunned,0,0.924581945406,0.0754180545939,0.267433486719
82,depunned,0,0.134657043956,0.865342956044,0.395144631099
83,depunned,0,0.975757780208,0.0242422197923,0.114118777786
84,depunned,0,0.340462709191,0.659537290809,0.641341913267
85,depunned,0,0.99893344627,0.00106655372965,0.00836475604583
86,depunned,0,0.998167712958,0.00183228704171,0.0133780290772
87,depunned,0,0.999999762363,2.37637012377e-07,3.86220062111e-06
88,depunned,0,0.234373784677,0.765626215323,0.544507463068
89,depunned,0,0.541526787521,0.458473212479,0.689694256334
90,depunned,0,0.0734839503042,0.926516049696,0.262559014375
91,depunned,0,0.384917128785,0.615082871215,0.666420070946
92,depunned,0,0.999917801427,8.21985731767e-05,0.000855385602421
93,depunned,0,0.980246483651,0.0197535163492,0.0970782870771
94,depunned,0,0.999979784862,2.02151379097e-05,0.000238721952863
95,depunned,0,0.0037684568501,0.99623154315,0.0247934429343
96,depunned,0,0.999994052848,5.9471515788e-06,7.75068191535e-05
