uniqueID,sentenceType,isOrig,KL,minKL
1,pun,0,7.34643342666e-30,2.17417601213e-30
2,pun,0,5.18035007432e-30,-3.91165910869e-31
3,pun,0,1.35203549868e-29,-8.01288870559e-31
4,pun,0,1.98859305184e-29,8.99871105457e-30
5,pun,0,9.64909151611e-30,3.24570680052e-30
6,pun,0,7.99619279081e-30,5.02334893776e-31
7,pun,0,1.30583928653e-29,4.30392867611e-30
8,pun,0,5.69490652624e-30,7.48197489033e-32
9,pun,0,6.1365496054e-30,-2.48420767427e-31
10,pun,0,7.1582815454e-30,-1.08469431344e-30
11,pun,0,1.03496825943e-29,-1.43780485017e-30
12,pun,0,8.31561904109e-30,3.42334635219e-31
13,pun,0,5.90056647155e-30,-1.86429592041e-32
14,pun,0,1.04890696661e-29,4.40024494503e-30
15,pun,0,7.75287642439e-30,-7.09418724121e-31
16,pun,0,5.7311022913e-30,2.17824528168e-31
17,pun,0,9.42992164366e-30,4.49645009651e-30
18,pun,0,9.19070563867e-30,2.92542633895e-30
19,pun,0,1.04110322589e-29,-9.66003751984e-31
20,pun,0,8.14045644216e-30,-1.397108871e-30
21,pun,0,6.66726647903e-30,-1.22665037119e-30
22,pun,0,9.34982370406e-30,-2.08448996588e-30
23,pun,0,1.39584677415e-29,3.14692117414e-31
24,pun,0,1.20209472584e-29,-1.38938380017e-30
25,pun,0,9.55119152799e-30,-1.67102369849e-30
26,pun,0,1.00684671324e-29,9.33145867675e-31
27,pun,0,1.05961680345e-29,-1.4604492149e-30
28,pun,0,6.99733958451e-30,-8.01521167378e-31
29,pun,0,7.56129139392e-30,-1.58281467807e-30
30,pun,0,1.04199413231e-29,-1.13645205413e-30
31,pun,0,1.22696980896e-29,3.24168113831e-30
32,pun,0,2.00671547166e-29,7.18982101369e-30
33,pun,0,1.54508352471e-29,3.20699828996e-31
34,pun,0,9.92060739051e-30,2.58728569666e-31
35,pun,0,6.06422450874e-30,-7.4410888485e-32
36,pun,0,5.08628382574e-30,-8.55459972722e-31
37,pun,0,8.80863756253e-30,-1.34411042309e-30
38,pun,0,1.15174457684e-29,5.018707729e-30
39,pun,0,1.76280098382e-29,4.12903868793e-30
40,pun,0,9.05912333839e-30,3.88264637195e-31
41,pun,0,1.91512521539e-29,-2.10224968544e-30
42,pun,0,1.47250927038e-29,-3.25668225318e-31
