uniqueID,sentenceType,isOrig,maxPm1,maxPm2,numWordsM1,numWordsM2,numWords
1,pun,0,1.14568036436e+117,2.35775192672e+114,4,4,4
2,pun,0,1.03274482741e+121,1.45100960112e+114,4,4,4
3,pun,0,2.10698608913e+209,1.6212246629e+207,7,7,7
4,pun,0,1.11932648834e+180,7.1277920141e+181,6,6,6
5,pun,0,1.73114318884e+154,8.13914328718e+148,5,5,5
6,pun,0,2.74672068455e+188,1.06569099591e+182,6,6,6
7,pun,0,1.6407560336e+125,6.47479404612e+121,4,4,4
8,pun,0,3.27878012001e+127,1.62400112948e+116,4,4,4
9,pun,0,7.75181687569e+180,1.41927364544e+176,6,6,6
10,pun,0,1.71102163435e+183,1.32658779456e+176,6,6,6
11,pun,0,1.04839925716e+157,1.09928936251e+145,5,5,5
12,pun,0,5.67741607032e+181,1.48250031267e+180,6,6,6
13,pun,0,5.04824801036e+205,1.16579208822e+202,7,7,7
14,pun,0,1.88076334743e+116,3.37076964782e+114,4,4,4
15,pun,0,9.27750616102e+181,5.10635065316e+174,6,6,6
16,pun,0,3.09367660552e+183,1.52599560888e+179,6,6,6
17,pun,0,1.02140447651e+247,3.63034859477e+244,8,8,8
18,pun,0,5.52394480353e+123,1.5486463261e+118,4,4,4
19,pun,0,2.16424561988e+219,3.83014446215e+215,7,7,7
20,pun,0,1.24889248302e+277,5.98583103261e+269,9,9,9
21,pun,0,6.01832121115e+93,8.96770381807e+86,3,3,3
22,pun,0,2.67548802226e+129,1.65128221961e+119,4,4,4
23,pun,0,2.3082513021e+215,1.07401309905e+212,7,7,7
24,pun,0,1.14675061415e+90,2.01084004467e+85,3,3,3
25,pun,0,6.04976894936e+217,6.3622264856e+213,7,7,7
26,pun,0,8.03642053946e+121,9.99238705897e+117,4,4,4
27,pun,0,5.69325059339e+241,5.61510032704e+233,8,8,8
28,pun,0,1.62555920496e+156,7.80998482015e+150,5,5,5
29,pun,0,1.38776643286e+179,4.47403833052e+170,6,6,6
30,pun,0,4.83134119334e+157,5.97168442837e+155,5,5,5
31,pun,0,3.98169242478e+241,1.67668169579e+232,8,8,8
32,pun,0,3.76802282179e+187,9.83346434992e+177,6,6,6
33,pun,0,2.32518732384e+177,7.56701513767e+174,6,6,6
34,pun,0,1.32932605704e+186,8.37859802107e+185,6,6,6
35,pun,0,5.22080142597e+183,3.31862825974e+181,6,6,6
36,pun,0,1.51135991904e+64,4.04543213162e+59,2,2,2
37,pun,0,8.1646790134e+154,8.19206052682e+146,5,5,5
38,pun,0,8.81619252138e+266,6.76148269977e+264,9,9,9
39,pun,0,2.69176181126e+188,1.21638586719e+186,6,6,6
40,pun,0,2.21846744122e+208,2.01951022388e+204,7,7,7
41,pun,0,3.08682136966e+150,4.39136749076e+144,5,5,5
42,pun,0,3.75769491441e+128,2.27474849495e+120,4,4,4
43,pun,0,1.59096699878e+263,3.86578024327e+259,9,9,9
44,pun,0,4.03838561314e+97,4.99551261511e+93,3,3,3
45,pun,0,1.31785506591e+196,7.10538137932e+187,6,6,6
46,pun,0,1.63812393037e+160,2.34736401962e+152,5,5,5
47,pun,0,1.78822152588e+220,2.4020365098e+211,7,7,7
48,pun,0,1.32611494783e+92,3.39041760144e+87,3,3,3
49,pun,0,5.9638289592e+130,1.09849719527e+128,4,4,4
50,pun,0,1.31741528464e+192,2.72116247329e+186,6,6,6
51,pun,0,1.65622008128e+216,1.4942631929e+210,7,7,7
52,pun,0,5.95649680128e+148,6.93684963499e+145,5,5,5
53,pun,0,1.82427600759e+125,4.80281776255e+119,4,4,4
54,pun,0,7.23327867746e+153,5.74985218986e+149,5,5,5
55,pun,0,2.50494796322e+88,7.0669517187e+91,3,3,3
56,pun,0,1.99101045417e+193,1.19032684734e+189,6,6,6
57,pun,0,4.67628276366e+222,5.65840866017e+215,7,7,7
58,pun,0,5.77046490362e+128,2.40274467981e+126,4,4,4
59,pun,0,1.45916571556e+150,3.38295713938e+142,5,5,5
60,pun,0,1.31244312737e+130,5.72787769645e+123,4,4,4
61,pun,0,1.68864063264e+126,3.43852160858e+122,4,4,4
62,pun,0,1.25133020935e+155,3.39767364655e+151,5,5,5
63,pun,0,2.16735665275e+188,8.87604159763e+179,6,6,6
64,pun,0,1.23310025412e+125,2.35927776702e+122,4,4,4
65,pun,0,1.31167950912e+294,1.70535458296e+288,9,9,9
66,depunned,0,3.67367728886e+116,1.09893065581e+114,4,4,4
67,depunned,0,1.96720851327e+121,8.72433870921e+114,4,4,4
68,depunned,0,1.74724892463e+209,8.02385841035e+208,7,7,7
69,depunned,0,2.7529349094e+179,2.53320671557e+182,6,6,6
70,depunned,0,3.12046794e+152,1.28645446996e+148,5,5,5
71,depunned,0,1.05659606619e+193,1.7405476245e+176,6,6,6
72,depunned,0,2.08642225292e+119,4.72890803392e+115,4,4,4
73,depunned,0,7.17464336146e+133,4.85330024936e+121,4,4,4
74,depunned,0,3.73346309191e+182,1.4509080398e+178,6,6,6
75,depunned,0,2.85933130576e+186,9.99171972747e+179,6,6,6
76,depunned,0,4.77830686796e+154,6.70402347669e+143,5,5,5
77,depunned,0,4.71377020514e+181,1.00072736618e+181,6,6,6
78,depunned,0,4.72573955963e+179,9.98355331795e+176,6,6,6
