uniqueID,sentenceType,isOrig,maxPm1,maxPm2,numWordsM1,numWordsM2
1,pun,0,1.30820639467e+27,3.2628847023e+27,4,4
2,pun,0,1.17924984081e+31,2.00804714725e+27,4,4
3,pun,0,1.72624399425e+54,1.6098096843e+55,7,7
4,pun,0,4.75468104497e+46,3.66953004323e+51,6,6
5,pun,0,3.81260395484e+42,2.1724921625e+40,5,5
6,pun,0,1.16675348173e+55,5.48639062219e+51,6,6
7,pun,0,1.87351341791e+35,8.96044499176e+34,4,4
8,pun,0,3.74390733504e+37,2.2474495225e+29,4,4
9,pun,0,3.29282091927e+47,7.30670489711e+45,6,6
10,pun,0,7.26808685147e+49,6.829539579e+45,6,6
11,pun,0,2.30895467219e+45,2.93421241045e+36,5,5
12,pun,0,2.41165583547e+48,7.63220843941e+49,6,6
13,pun,0,4.13600633356e+50,1.15758379232e+50,7,7
14,pun,0,2.14756813028e+26,4.66479640805e+27,4,4
15,pun,0,3.94090403005e+48,2.62885155683e+44,6,6
16,pun,0,1.31413360345e+50,7.85613093301e+48,6,6
17,pun,0,1.61403955646e+70,6.95273325418e+70,8,8
18,pun,0,6.30757071573e+33,2.14316627184e+31,4,4
19,pun,0,1.77315646395e+64,3.80317656677e+63,7,7
20,pun,0,3.80642584643e+78,2.21109599022e+74,9,9
21,pun,0,3.56297074369e+25,6.43441355535e+21,3,3
22,pun,0,3.05503231833e+39,2.28520372838e+32,4,4
23,pun,0,1.89113965584e+60,1.06645101538e+60,7,7
24,pun,0,6.78900102733e+21,1.44279703072e+20,3,3
25,pun,0,4.95654782407e+62,6.31743030103e+61,7,7
26,pun,0,9.17646585128e+31,1.38284297447e+31,4,4
27,pun,0,8.9965649005e+64,1.07538694288e+60,8,8
28,pun,0,3.58006980221e+44,2.08463350655e+42,5,5
29,pun,0,5.8949616773e+45,2.30332451283e+40,6,6
30,pun,0,1.06403621952e+46,1.59395616465e+47,5,5
31,pun,0,6.29193353177e+64,3.21112980715e+58,8,8
32,pun,0,1.60058274993e+54,5.06246433534e+47,6,6
33,pun,0,9.87694315275e+43,3.89565090148e+44,6,6
34,pun,0,5.64671833629e+52,4.31347001956e+55,6,6
35,pun,0,2.21769482258e+50,1.70849627449e+51,6,6
36,pun,0,4.63904824171e+17,1.50493148855e+16,2,2
37,pun,0,1.79815787031e+43,2.18661678033e+38,5,5
38,pun,0,2.68703539631e+68,2.49761264626e+69,9,9
39,pun,0,1.14340802214e+55,6.26219799203e+55,6,6
40,pun,0,1.81758015233e+53,2.00529093242e+52,7,7
41,pun,0,6.79829804821e+38,1.17213951392e+36,5,5
42,pun,0,4.29076090434e+38,3.14801654136e+33,4,4
43,pun,0,4.84901461683e+64,1.42797401871e+64,9,9
44,pun,0,2.39080788256e+29,3.58432824486e+28,3,3
45,pun,0,5.59799179882e+62,3.65799259973e+57,6,6
46,pun,0,3.60774187584e+48,6.26556107348e+43,5,5
47,pun,0,1.46508165638e+65,2.38512386592e+59,7,7
48,pun,0,7.85087501333e+23,2.43265716795e+22,3,3
49,pun,0,6.80985676624e+40,1.52020645316e+41,4,4
50,pun,0,5.59612369355e+58,1.40090892502e+56,6,6
51,pun,0,1.35693348106e+61,1.48374214497e+58,7,7
52,pun,0,1.31183621367e+37,1.85157711724e+37,5,5
53,pun,0,2.08306750558e+35,6.64660282014e+32,4,4
54,pun,0,1.59302980077e+42,1.5347449206e+41,5,5
55,pun,0,1.48298104975e+20,5.07060568194e+26,3,3
56,pun,0,8.45742485809e+59,6.1280409402e+58,6,6
57,pun,0,3.83125692088e+67,5.61856802902e+63,7,7
58,pun,0,6.58906211715e+38,3.32515001703e+39,4,4
59,pun,0,3.21361110612e+38,9.02975609603e+33,5,5
60,pun,0,1.49862609615e+40,7.92679004969e+36,4,4
61,pun,0,1.92819091838e+36,4.75855811122e+35,4,4
62,pun,0,2.75588208748e+43,9.06903725298e+42,5,5
63,pun,0,9.20650918378e+54,4.56956393271e+49,6,6
64,pun,0,1.4080276558e+35,3.26499630739e+35,4,4
65,pun,0,3.9977907255e+95,6.29938041978e+92,9,9
66,depunned,0,4.19482455209e+26,1.5208063177e+27,4,4
67,depunned,0,2.2462763933e+31,1.20735820377e+28,4,4
68,depunned,0,1.43151299297e+54,7.96736274124e+56,7,7
69,depunned,0,1.16939316349e+46,1.30414553765e+52,6,6
70,depunned,0,6.87239997576e+40,3.43379168395e+39,5,5
71,depunned,0,4.48821442219e+59,8.96068766756e+45,6,6
72,depunned,0,2.38240177467e+29,6.5443194034e+28,4,4
73,depunned,0,8.19243710284e+43,6.71646535831e+34,4,4
74,depunned,0,1.58590244939e+49,7.46956509321e+47,6,6
75,depunned,0,1.21458828165e+53,5.14393737232e+49,6,6
76,depunned,0,1.05235614129e+43,1.78943138687e+35,5,5
77,depunned,0,2.00231782936e+48,5.15194484916e+50,6,6
78,depunned,0,2.00740217816e+46,5.13973314119e+46,6,6
79,depunned,0,7.89338782581e+24,1.02730241298e+27,4,4
80,depunned,0,8.07749797485e+44,1.17399425185e+42,6,6
81,depunned,0,1.90504125944e+53,1.04163726924e+52,6,6
82,depunned,0,1.61403955646e+70,6.95273325418e+70,8,8
83,depunned,0,5.44430219232e+30,9.06681578599e+28,4,4
84,depunned,0,3.19691014962e+63,4.15128397482e+63,7,7
85,depunned,0,2.65444416174e+83,1.89977420091e+80,9,9
86,depunned,0,1.26159155866e+25,1.55235474667e+22,3,3
87,depunned,0,4.34962971763e+39,6.92865092197e+32,4,4
88,depunned,0,3.5084412347e+60,7.68252843222e+60,7,7
89,depunned,0,2.77729366014e+19,1.5761517603e+19,3,3
90,depunned,0,3.19499203189e+36,2.70030262548e+37,5,5
91,depunned,0,6.81245465915e+30,7.29713242064e+30,4,4
92,depunned,0,2.52346045361e+64,1.3905246408e+60,8,8
93,depunned,0,8.75790443192e+43,1.18301848896e+42,5,5
94,depunned,0,1.29473418399e+44,1.75447954665e+39,6,6
95,depunned,0,2.54727052074e+42,4.51392166933e+44,5,5
96,depunned,0,1.07761473307e+62,4.29593120776e+56,8,8
97,depunned,0,1.39783627577e+53,2.48753443128e+48,6,6
98,depunned,0,1.84478791062e+43,3.00023893747e+44,6,6
99,depunned,0,9.50023075527e+51,8.01696668496e+55,6,6
100,depunned,0,2.4301775216e+48,3.31004150849e+49,6,6
101,depunned,0,4.08103875199e+15,1.05741411922e+11,2,2
102,depunned,0,4.4892440728e+38,6.60130071277e+34,5,5
103,depunned,0,5.83410695936e+67,6.48726945556e+62,9,9
104,depunned,0,1.2683901446e+54,4.76697350056e+55,6,6
105,depunned,0,4.76907244109e+57,7.22102733619e+57,7,7
106,nonpun,0,1.27542559807e+45,2.07896997435e+37,6,6
107,nonpun,0,1.18395856166e+63,6.17018762076e+53,7,7
108,nonpun,0,1.6697968356e+70,1.36748198042e+66,8,8
109,nonpun,0,6.82969436495e+29,2.12797310932e+26,4,4
110,nonpun,0,3.41790571314e+29,1.03318774457e+25,4,4
