uniqueID,sentenceType,isOrig,maxPm1,maxPm2,numWordsM1,numWordsM2,numWords
80,depunned,0,4.23943060327e-33,1.53155887418e-36,2,2,6
81,depunned,0,6.05813768034e-25,3.64470245136e-26,1,1,6
82,depunned,0,1.49065188841e-33,7.37586135739e-34,1,3,8
83,depunned,0,1.22315204484e-21,1.36437036503e-23,1,2,4
84,depunned,0,3.90018307581e-28,1.57631267465e-27,2,2,7
85,depunned,0,8.96100402266e-33,5.76840873386e-36,1,1,9
86,depunned,0,1.23187912125e-14,3.26764796157e-17,1,0,3
87,depunned,0,1.7997827601e-13,8.89166431275e-20,3,2,4
88,depunned,0,1.85895192294e-31,2.44784347924e-30,5,3,7
89,depunned,0,2.78916531762e-20,1.49035398292e-20,1,1,3
90,depunned,0,6.82001867081e-29,7.35248784198e-28,1,0,5
91,depunned,0,1.65901384759e-21,1.10896211856e-21,1,2,4
92,depunned,0,2.85893350749e-40,1.36909189644e-43,4,1,8
93,depunned,0,1.84454617726e-21,1.69695147857e-23,2,1,5
94,depunned,0,4.80341268961e-34,1.84524151592e-38,2,0,6
95,depunned,0,2.66136454337e-23,8.90300115238e-21,2,2,5
96,depunned,0,9.51828593282e-42,9.64923718816e-48,2,3,8
97,depunned,0,1.35423657775e-25,2.71758452697e-30,3,3,6
98,depunned,0,3.08060742307e-35,7.77567065214e-34,3,2,6
99,depunned,0,6.51752377625e-26,1.81008302075e-22,1,2,6
100,depunned,0,3.71885255362e-30,2.01823608803e-28,1,2,6
101,depunned,0,2.18368754666e-11,9.25925811554e-16,1,1,2
102,depunned,0,9.27230934881e-27,4.7261906609e-30,2,0,5
103,depunned,0,7.81016774912e-49,1.9155882631e-53,1,2,9
104,depunned,0,2.74137547397e-24,3.14343378278e-22,3,2,6
105,depunned,0,5.42980141069e-33,3.44497378404e-33,1,1,7
106,nonpun,0,3.48163590803e-34,8.42415545053e-41,6,1,6
107,nonpun,0,1.1353313671e-28,1.13617775153e-36,3,0,7
108,nonpun,0,6.06678052487e-35,2.32651287322e-38,7,1,8
109,nonpun,0,2.129111506e-23,1.53452872369e-25,4,0,4
110,nonpun,0,1.24599842786e-23,6.05245617646e-27,3,0,4
111,nonpun,0,6.42062929178e-31,5.30470793357e-39,6,2,6
112,nonpun,0,1.88335721611e-18,2.37552207922e-27,5,0,6
113,nonpun,0,3.30951873376e-19,2.53607931234e-28,4,0,5
114,nonpun,0,2.14131887475e-19,4.47278645485e-26,5,3,5
115,nonpun,0,3.88450030055e-23,4.84261581081e-29,4,2,6
116,nonpun,0,3.7366502413e-13,3.20904888539e-26,5,0,5
117,nonpun,0,1.16828596392e-19,1.75353995672e-24,4,0,4
118,nonpun,0,9.01352150782e-25,2.77453514706e-27,1,0,4
119,nonpun,0,1.69069596949e-29,4.76100256386e-35,3,0,5
120,nonpun,0,8.72663476383e-15,4.3109471803e-23,4,1,4
121,nonpun,0,1.16544988293e-07,1.3672169165e-13,3,0,3
122,nonpun,0,1.06437818446e-13,4.04941861797e-18,1,2,4
123,nonpun,0,3.20276423304e-20,2.37365569446e-29,4,0,4
124,nonpun,0,7.6932084233e-09,1.84539653025e-20,3,0,3
125,nonpun,0,1.13386368319e-21,2.08579998945e-31,5,1,5
126,nonpun,0,8.14323388366e-31,6.2503406579e-38,5,0,6
127,nonpun,0,4.78226289558e-12,9.26748862338e-24,5,1,5
128,nonpun,0,3.44096108287e-17,4.65346199082e-24,3,0,4
129,nonpun,0,4.09153476038e-27,7.29145814642e-32,2,0,7
130,nonpun,0,2.86337029743e-13,2.98923399536e-16,2,1,5
131,nonpun,0,2.60105906555e-15,1.40252623449e-24,4,0,5
132,nonpun,0,2.93504747229e-20,5.61896654338e-31,3,0,5
133,nonpun,0,2.05095651295e-23,6.31184869826e-35,3,0,5
134,nonpun,0,1.37724521869e-26,4.68588367694e-32,4,1,6
135,nonpun,0,7.65216247829e-26,2.21141596454e-32,5,1,6
136,nonpun,0,1.4364048597e-34,3.13395225055e-42,5,0,6
137,nonpun,0,7.59282712311e-16,3.30749925483e-26,4,0,5
138,nonpun,0,5.91055619984e-28,1.95421760306e-29,5,1,7
139,nonpun,0,2.59183168974e-19,3.43453025181e-22,5,2,6
140,nonpun,0,2.81857122724e-15,1.89376004481e-19,2,1,3
141,nonpun,0,1.47849498142e-18,3.27572308237e-27,5,0,5
142,nonpun,0,4.57939858195e-05,5.19252405891e-12,2,0,2
143,nonpun,0,1.60309555417e-28,1.46142124787e-27,1,1,6
144,nonpun,0,2.60052070209e-24,1.44204049269e-32,5,0,7
145,nonpun,0,7.51646408077e-16,5.14700857584e-26,4,0,4
146,nonpun,0,7.85630880792e-19,9.43040346198e-24,3,0,4
147,nonpun,0,1.00755245007e-09,4.69544992868e-14,2,0,3
148,nonpun,0,4.90976568142e-21,2.8370431784e-28,3,0,4
149,nonpun,0,6.36947036663e-08,6.07638894579e-13,2,0,2
150,nonpun,0,5.78918108822e-18,1.36913251424e-23,2,1,4
151,nonpun,0,5.77814968144e-11,5.17824e-19,2,0,2
152,nonpun,0,1.94478135363e-10,4.85181498365e-20,3,0,3
153,nonpun,0,4.84933828488e-11,1.22794379015e-13,2,0,2
154,nonpun,0,6.3368994574e-24,2.98272213434e-32,4,1,6
155,nonpun,0,6.38104807977e-21,9.60390116854e-23,3,1,3
156,nonpun,0,7.69737184247e-22,5.89299643496e-23,2,1,5
157,nonpun,0,1.46830628017e-07,3.47395655562e-12,2,0,2
158,nonpun,0,1.69224350676e-13,2.03452029736e-20,3,2,3
159,nonpun,0,4.51637949335e-09,1.00858252155e-15,3,1,3
160,nonpun,0,2.15132699415e-15,1.73708810565e-19,2,1,3
161,nonpun,0,3.41516366618e-05,2.19218795071e-08,2,1,2
162,nonpun,0,2.91211473967e-13,1.86547400787e-20,4,0,4
163,nonpun,0,8.42330713455e-14,1.47695764078e-16,3,0,3
164,nonpun,0,8.55518603381e-18,8.34015885952e-23,3,0,4
165,nonpun,0,5.22963267555e-13,1.256742e-20,3,0,3
166,nonpun,0,4.68308244886e-15,1.61373531051e-21,2,1,3
167,nonpun,0,2.52138622291e-14,2.25971560188e-16,2,0,3
168,nonpun,0,2.20320029559e-13,9.89904317197e-18,3,0,3
169,nonpun,0,6.99860294013e-16,3.43752034756e-23,3,0,4
170,nonpun,0,5.32865674472e-12,2.497072914e-22,2,0,3
171,nonpun,0,2.89092221752e-18,6.1750909811e-28,6,0,6
172,nonpun,0,1.52431395798e-10,3.3582796024e-22,3,0,4
173,nonpun,0,3.91529107845e-12,8.28976426117e-23,2,0,4
174,nonpun,0,1.12002867175e-14,1.78266553334e-29,1,0,5
175,nonpun,0,1.3439949765e-22,4.1105884993e-38,4,0,6
176,nonpun,0,9.33475483673e-14,6.67876310739e-20,3,1,4
177,nonpun,0,3.40372132345e-09,9.73577931342e-25,4,1,4
178,nonpun,0,5.02442151498e-12,3.74460492e-14,2,0,2
179,nonpun,0,8.2267599277e-25,6.19315871898e-35,4,0,5
180,nonpun,0,3.2654492434e-13,9.43146820386e-19,3,2,3
181,nonpun,0,9.00945763965e-30,6.02457205985e-35,4,0,6
182,nonpun,0,2.00022511154e-09,1.03215666953e-19,4,0,4
183,nonpun,0,1.20260991223e-09,4.60640813856e-23,3,0,3
184,nonpun,0,1.86077188159e-13,8.02199618769e-29,4,0,4
185,nonpun,0,3.07939280232e-15,4.16081842583e-27,4,0,5
186,nonpun,0,3.2526917195e-12,4.88797814736e-24,4,0,4
187,nonpun,0,1.97617742027e-05,2.82570183201e-20,3,0,3
188,nonpun,0,5.2490115428e-21,3.38017320994e-32,2,0,5
189,nonpun,0,3.34187872263e-18,6.58475601838e-24,2,0,4
190,nonpun,0,3.79345087126e-07,1.47814739707e-15,1,0,4
191,nonpun,0,1.76476538933e-10,1.45505712196e-20,3,0,3
192,nonpun,0,2.53415748359e-20,7.18706808182e-25,1,1,5
193,nonpun,0,4.61347407669e-10,2.46264912249e-16,3,0,3
194,nonpun,0,2.86627650127e-12,2.33972278837e-21,4,0,4
195,nonpun,0,7.05018509204e-12,6.0653755086e-22,4,0,5
196,nonpun,0,3.49651957853e-09,2.6352935467e-20,2,0,3
197,nonpun,0,1.44572275774e-24,1.55209861241e-30,1,0,5
198,nonpun,0,1.136825196e-17,8.20061208303e-28,2,0,5
199,nonpun,0,6.47688129693e-09,2.29284726345e-21,3,1,3
200,nonpun,0,1.76066372899e-12,2.40722668288e-20,2,1,3
201,nonpun,0,7.05688623296e-25,6.78170487161e-33,5,0,6
202,nonpun,0,8.99176274916e-12,1.04340504791e-23,3,1,4
203,nonpun,0,3.37473841131e-06,1.59140051158e-19,3,0,3
204,nonpun,0,1.77526107504e-15,5.05599621613e-28,5,0,6
205,nonpun,0,3.52341658901e-22,8.8317471392e-34,5,0,6
206,nonpun,0,2.77944400586e-17,8.2749706434e-25,1,0,5
207,nonpun,0,1.49036198084e-14,1.24999736144e-24,5,0,5
208,nonpun,0,1.43880999251e-14,2.90412578567e-31,4,0,4
209,nonpun,0,8.75232968924e-16,2.10738052073e-26,1,0,4
210,nonpun,0,2.4682679774e-25,1.46866507648e-35,2,0,6
211,nonpun,0,7.76076561997e-07,1.982784375e-20,1,0,2
212,nonpun,0,8.31504892975e-11,2.43970309981e-25,3,0,6
213,nonpun,0,7.43577772796e-19,9.65265388747e-31,4,2,4
214,nonpun,0,3.69351873358e-05,7.67816290582e-16,2,0,3
215,nonpun,0,1.37114096019e-10,2.82787194466e-20,4,0,4
216,nonpun,0,7.22955789101e-21,4.58241735839e-28,3,0,6
217,nonpun,0,3.32875030327e-10,6.16206871194e-17,2,0,3
218,nonpun,0,0.000193400362238,4.145103e-17,2,0,2
219,nonpun,0,3.51464651832e-05,1.06331398821e-18,1,0,3
220,nonpun,0,2.28602039404e-08,2.36227957613e-21,3,1,3
221,nonpun,0,1.49869223496e-20,6.9784374007e-34,5,0,6
222,nonpun,0,1.34068998708e-11,1.19190862617e-18,4,0,4
223,nonpun,0,7.38705685316e-14,2.7822435984e-25,3,0,5
224,nonpun,0,5.7652139049e-20,2.7495074685e-34,2,0,6
225,nonpun,0,1.00803390257e-13,1.55428245063e-33,3,1,4
226,nonpun,0,3.75731591299e-14,6.56009173926e-24,5,2,5
227,nonpun,0,4.06146823394e-11,6.6375578107e-20,4,0,4
228,nonpun,0,2.51824070374e-06,5.3888274e-18,2,0,2
229,nonpun,0,1.1588070411e-10,9.42696864352e-19,1,0,3
230,nonpun,0,7.39162915856e-09,1.02949087971e-20,5,0,5
231,nonpun,0,2.83837308359e-15,3.50529524243e-25,4,0,5
232,nonpun,0,2.00399772099e-25,2.84754477801e-37,5,0,7
233,nonpun,0,5.09095399075e-12,3.394335728e-23,3,0,3
234,nonpun,0,6.29698831611e-16,1.62846656766e-27,4,1,4
235,nonpun,0,1.60124453167e-15,1.09475879557e-22,5,0,5
