uniqueID,sentenceType,isOrig,KL,minKL
1,pun,0,0.000212009075707,0.000104403255993
2,pun,0,9.25959475805e-05,3.44310891187e-05
3,pun,0,0.000469250819463,0.000199893115426
4,pun,0,0.000796507003847,0.000376408205462
5,pun,0,0.00029386188255,0.000129548105693
6,pun,0,0.000210573425399,8.46477651384e-05
7,pun,0,0.000285040501067,0.000124045858076
8,pun,0,0.000138658143694,6.26501197225e-05
9,pun,0,0.000206665985453,9.97948418149e-05
10,pun,0,0.000111134931053,4.2992353471e-05
11,pun,0,0.00027465177343,0.000101769314195
12,pun,0,0.000335038678301,0.000154447735098
13,pun,0,0.000245282128867,0.000113861965333
14,pun,0,0.000312724685855,0.000139427108811
15,pun,0,0.000277941962818,0.000109186080401
16,pun,0,0.000134906595989,5.89798537695e-05
17,pun,0,0.000340008268591,0.000154621364458
18,pun,0,0.000255912819658,0.000115995252853
19,pun,0,0.000273182340332,9.68885238295e-05
20,pun,0,0.000164466810089,6.35348693211e-05
21,pun,0,0.000177740904905,6.39586021772e-05
22,pun,0,0.000196579434687,6.98015438675e-05
23,pun,0,0.000425645893884,0.000152587250164
24,pun,0,0.000217305720713,7.23204242254e-05
25,pun,0,0.000343312539583,0.000123477546226
26,pun,0,0.000375911189006,0.000180992558215
27,pun,0,0.00040972095216,0.000153579280411
28,pun,0,0.000191115061287,8.17486114059e-05
29,pun,0,0.00018354058673,7.06380617124e-05
30,pun,0,0.000270322725242,0.000109507283693
31,pun,0,0.000503500422131,0.000238931959905
32,pun,0,0.000612189259994,0.000305020117887
33,pun,0,0.000534695326565,0.000225364015613
34,pun,0,0.000331019842771,0.000153400865453
35,pun,0,0.000202263098516,8.9040013401e-05
36,pun,0,7.87995346018e-05,2.71099737178e-05
37,pun,0,0.000308298638579,0.000105871261921
38,pun,0,0.000446855664443,0.000180947904188
39,pun,0,0.000783970796748,0.000360324711392
40,pun,0,0.000424910041777,0.000177454140775
41,pun,0,0.000684804762491,0.000220650645737
42,pun,0,0.000414472839533,0.000162037915873
43,pun,0,0.000550502401368,0.000231743288279
44,pun,0,0.000393516162971,0.000130128507614
45,pun,0,0.000308051703587,0.000101595141146
46,pun,0,0.000589140648013,0.000256331428005
47,pun,0,0.000260492619055,0.00011214105958
48,pun,0,0.000107891470309,4.31579329961e-05
49,pun,0,0.00031380617534,0.000100905852657
50,pun,0,0.00010230546592,3.85294457743e-05
51,pun,0,0.000662223006402,0.000302209823515
52,pun,0,0.00021354931183,8.82621840453e-05
53,pun,0,0.000213513222579,8.59058878048e-05
54,pun,0,0.000282434924205,9.60974303887e-05
55,pun,0,0.000113023472021,4.64183795455e-05
56,pun,0,0.000272617789296,0.000102969146142
57,pun,0,0.000346969924088,0.000143410843341
58,pun,0,0.000181632596817,7.01405559225e-05
59,pun,0,0.000305985155679,0.000107655438961
60,pun,0,0.000379344567413,0.000169568626739
61,pun,0,0.000275453100222,0.000100388638653
62,pun,0,0.000291914702616,0.000128326487725
63,pun,0,0.000272820869822,0.000101240453264
64,pun,0,0.000296927186252,0.000133540185152
65,pun,0,0.00050960039408,0.000254200234093
66,depunned,0,0.000206207707523,0.000101337966544
67,depunned,0,0.000173050982663,8.27193019829e-05
68,depunned,0,0.000345295301547,0.000170479080544
69,depunned,0,0.000577093348885,0.000224135971546
70,depunned,0,0.000196559806403,9.69596392379e-05
71,depunned,0,0.000200605219158,7.75350438417e-05
72,depunned,0,0.000274435102432,0.000119439692258
73,depunned,0,0.000107298790245,3.94355035648e-05
74,depunned,0,0.000200067355211,9.68984058026e-05
75,depunned,0,0.000118070510459,4.78792105658e-05
76,depunned,0,0.000178932975886,7.35089311937e-05
77,depunned,0,0.000229735886543,0.000111637609325
78,depunned,0,0.000222880678681,0.000108789404469
79,depunned,0,0.000323664266985,0.000139488037021
80,depunned,0,0.000218851841444,0.00010765117928
81,depunned,0,0.000123649285371,5.19962755541e-05
82,depunned,0,0.000340008268591,0.000154621364458
83,depunned,0,0.000266646380518,0.000117810329398
84,depunned,0,0.000132086112583,5.39584595491e-05
85,depunned,0,0.000158374661669,7.01192869817e-05
86,depunned,0,8.79917831671e-05,3.1871857704e-05
87,depunned,0,0.000126863664282,4.7116225261e-05
88,depunned,0,0.000311307706483,0.000116882454405
89,depunned,0,0.000130862037575,5.67325331367e-05
90,depunned,0,9.96611405166e-05,3.80433550486e-05
91,depunned,0,0.000268815222886,0.000125011649372
92,depunned,0,0.000276957287965,0.000113625585506
93,depunned,0,0.000198750854315,8.6593382531e-05
94,depunned,0,0.000135228543708,5.24479651744e-05
95,depunned,0,0.000146779292052,6.52096485262e-05
96,depunned,0,0.000448145040536,0.000202087601753
97,depunned,0,0.000498329798565,0.000200290756001
98,depunned,0,0.00041495914898,0.000193977524443
99,depunned,0,0.000244036081513,0.00011860319271
100,depunned,0,0.00018069072462,7.95378843707e-05
101,depunned,0,0.000179954110488,8.79113998507e-05
102,depunned,0,0.000116851501141,4.42965613477e-05
103,depunned,0,0.000249722508539,0.000120585903739
104,depunned,0,0.000635943808148,0.000311912940754
105,depunned,0,0.000217722152638,0.000106365897258
106,nonpun,0,0.000353225571769,0.00013419334429
107,nonpun,0,0.000359846930991,0.000127180391795
108,nonpun,0,0.000473334934388,0.000169187778548
109,nonpun,0,0.000509259291898,0.00017532011541
110,nonpun,0,0.000301422206389,0.000107766524944
111,nonpun,0,0.00032283498941,0.000121115447462
112,nonpun,0,0.000205624562458,8.18605045318e-05
113,nonpun,0,0.0003899672902,0.000132882545704
114,nonpun,0,0.000117876272192,4.44374934026e-05
115,nonpun,0,9.57722738631e-05,3.47650941986e-05
116,nonpun,0,0.000384715321769,0.00014296589251
117,nonpun,0,0.000235901131836,9.25737954329e-05
118,nonpun,0,0.000118940391467,4.53061307403e-05
119,nonpun,0,0.000199818343984,7.89860479868e-05
120,nonpun,0,0.000321184988574,0.000112448558702
121,nonpun,0,0.000225848562678,8.18613167319e-05
122,nonpun,0,0.000157805529707,7.14402087592e-05
123,nonpun,0,0.000373179129548,0.000133764968125
124,nonpun,0,0.000335203594366,0.000115274367545
125,nonpun,0,0.000290394815961,0.000110874539037
126,nonpun,0,0.000354333548647,0.000135523927196
127,nonpun,0,0.000238311096635,9.30756368274e-05
128,nonpun,0,0.000303578977568,0.00010746924985
129,nonpun,0,0.000201894244642,8.00013283044e-05
130,nonpun,0,0.000356937040418,0.00014548048519
131,nonpun,0,0.000327964153245,0.000120973048744
132,nonpun,0,0.000301607409404,0.000107182822835
133,nonpun,0,0.000199566746507,7.58495280548e-05
134,nonpun,0,0.000234820697996,8.87391402596e-05
135,nonpun,0,0.000235887242891,9.02749676146e-05
136,nonpun,0,0.000234886991534,9.21530611735e-05
137,nonpun,0,0.000440953399509,0.000150177993505
138,nonpun,0,0.000421130735584,0.000163458759909
139,nonpun,0,0.000449007991316,0.000171391770686
140,nonpun,0,7.86620911603e-05,2.70428798455e-05
141,nonpun,0,0.000557557341931,0.000190503737146
142,nonpun,0,0.000264053079386,8.58405793821e-05
143,nonpun,0,0.000254881738281,0.000122693596251
144,nonpun,0,0.000754492559563,0.000252258658492
145,nonpun,0,0.000478329520288,0.000159323449358
146,nonpun,0,0.000448103130866,0.000151722424104
147,nonpun,0,0.000289910584827,8.93275132321e-05
148,nonpun,0,0.000406642987541,0.000141274409418
149,nonpun,0,0.000240479207656,8.39868462877e-05
150,nonpun,0,0.000301909899733,9.8457818322e-05
151,nonpun,0,0.00017147268051,6.38813835042e-05
152,nonpun,0,0.000217523672901,7.94534492694e-05
153,nonpun,0,0.000219822688874,7.51534779316e-05
154,nonpun,0,0.000427990580697,0.000140223281814
155,nonpun,0,0.000180949324176,6.58551265736e-05
156,nonpun,0,0.000215839294292,7.87866942186e-05
157,nonpun,0,0.000116990278353,4.24879744816e-05
158,nonpun,0,0.000146072941259,5.5257107487e-05
159,nonpun,0,0.00024660777514,8.55218095537e-05
160,nonpun,0,9.31416779418e-05,3.53039859051e-05
161,nonpun,0,8.30668204891e-05,2.9092013232e-05
162,nonpun,0,0.000349718742112,0.000124291004723
163,nonpun,0,0.000198084031649,7.26724417611e-05
164,nonpun,0,0.000256442886253,9.86047175467e-05
165,nonpun,0,0.000293076657595,0.000101191642571
166,nonpun,0,0.000166227761852,6.34912146126e-05
167,nonpun,0,0.00021702424385,7.76930093659e-05
168,nonpun,0,0.000250974107633,9.0525382293e-05
169,nonpun,0,0.000265861656944,9.24031146448e-05
170,nonpun,0,0.000199992135344,6.9113941485e-05
171,nonpun,0,0.000571481874974,0.000195665198979
172,nonpun,0,0.000421297744603,0.000138664740466
173,nonpun,0,0.000135165234015,5.23992517165e-05
174,nonpun,0,7.95788472003e-05,2.75062434206e-05
175,nonpun,0,0.000469443817631,0.000165075696052
176,nonpun,0,0.000121868115313,4.57148869902e-05
177,nonpun,0,0.000297003771993,0.000108440350013
178,nonpun,0,0.000126340280238,4.67487161213e-05
179,nonpun,0,0.00041252891803,0.000151290214341
180,nonpun,0,8.78151626979e-05,3.12912293924e-05
181,nonpun,0,0.000298263901734,0.000119335801379
182,nonpun,0,0.000365397429784,0.000127873146534
183,nonpun,0,0.000162204300178,6.2617121074e-05
184,nonpun,0,0.00045798301023,0.00016096596161
185,nonpun,0,0.000295500062383,0.000112554134152
186,nonpun,0,0.000220408870258,8.50733358957e-05
187,nonpun,0,0.000414347415406,0.00013878675695
188,nonpun,0,0.000254849767815,8.90638032204e-05
189,nonpun,0,0.00012304423021,4.71003801111e-05
190,nonpun,0,0.000112493420966,4.2104596142e-05
191,nonpun,0,0.00027790630696,9.98373445062e-05
192,nonpun,0,0.000116359056342,4.68872271716e-05
193,nonpun,0,0.000329233882549,0.000110769154246
194,nonpun,0,0.000180828879375,6.93328577306e-05
195,nonpun,0,0.000416467085036,0.000150216046842
196,nonpun,0,0.000141319243315,5.21937188607e-05
197,nonpun,0,9.07151541736e-05,3.27892424331e-05
198,nonpun,0,0.00012828171329,4.81107352033e-05
199,nonpun,0,0.000142607104173,5.40194348833e-05
200,nonpun,0,7.91145017814e-05,2.7271999762e-05
201,nonpun,0,0.000470958438696,0.000173939169203
202,nonpun,0,0.000109810195933,4.10208189751e-05
203,nonpun,0,0.00026304835746,9.64426815512e-05
204,nonpun,0,0.000299370687912,0.00012035248972
205,nonpun,0,0.000368545536833,0.000139640261221
206,nonpun,0,8.36165288924e-05,2.94854722543e-05
207,nonpun,0,0.000640836862013,0.000222052591386
208,nonpun,0,0.000510459938208,0.000175726220547
209,nonpun,0,0.000101821054232,3.77605990659e-05
210,nonpun,0,0.00027236608388,0.000111719804472
211,nonpun,0,8.49219784293e-05,3.00156892988e-05
212,nonpun,0,0.000219745300266,8.71732382038e-05
213,nonpun,0,0.000207899084899,7.6384773731e-05
214,nonpun,0,0.000110137066001,4.12035831717e-05
215,nonpun,0,0.000280777825199,0.000103752266251
216,nonpun,0,0.000249135898587,9.39988207401e-05
217,nonpun,0,0.000116344952676,4.38340868448e-05
218,nonpun,0,0.000219429325083,7.70522328226e-05
219,nonpun,0,9.0091514556e-05,3.24594970787e-05
220,nonpun,0,0.000136291656358,5.11056559402e-05
221,nonpun,0,0.000570630813387,0.000200752551538
222,nonpun,0,0.000273101631149,0.000104398644813
223,nonpun,0,0.00028633293602,0.000104501404827
224,nonpun,0,0.000103763733936,3.92771003806e-05
225,nonpun,0,0.000189745388688,7.0907303796e-05
226,nonpun,0,0.000229865652224,0.000101923841566
227,nonpun,0,0.000180951156871,7.00646265666e-05
228,nonpun,0,0.000155573969348,5.70641537332e-05
229,nonpun,0,9.90452125033e-05,3.65451429829e-05
230,nonpun,0,0.000428191966397,0.000151851872123
231,nonpun,0,0.000269145345426,0.000104574605332
232,nonpun,0,0.000418848374842,0.00016220138455
233,nonpun,0,0.000444457650161,0.000143297916539
234,nonpun,0,0.000211028407634,7.91329795697e-05
235,nonpun,0,0.000355073778337,0.000129705782618
