uniqueID,sentenceType,isOrig,maxPm1,maxPm2,numWordsM1,numWordsM2
1,pun,m1,1.48263070487e-24,1.49185693254e-26,2,1
2,pun,m1,3.66604341455e-19,8.98183918453e-22,3,2
3,pun,m1,3.60535631345e-37,5.87484117681e-44,1,1
4,pun,m1,6.97998621331e-38,2.16314203485e-44,6,2
5,pun,m1,3.24859749368e-26,9.90342124068e-27,4,2
6,pun,m1,1.44133664171e-32,3.39402963993e-29,1,3
7,pun,m1,5.49030573047e-30,2.53844339622e-31,3,2
8,pun,m1,1.83886476924e-15,8.7552741675e-14,1,0
9,pun,m1,7.91042186541e-44,2.88189370961e-46,3,2
10,pun,m1,5.52784233491e-37,1.51016834309e-46,3,2
11,pun,m1,3.93348612751e-38,3.12465564713e-40,2,3
12,pun,m1,1.1682297781e-17,2.40525559412e-20,1,1
13,pun,m1,1.70512152446e-26,1.86409255009e-26,2,3
14,pun,m1,5.71885676115e-32,3.13265037379e-33,2,2
15,pun,m1,2.07565584318e-15,4.40536278469e-22,2,0
16,pun,m1,5.19742590425e-19,3.5835884547e-20,3,2
17,pun,m1,1.29030626607e-27,8.84496163674e-28,3,2
18,pun,m1,1.23451967972e-14,5.76342856006e-17,2,1
19,pun,m1,3.63465226261e-56,2.56474329743e-60,4,3
20,pun,m1,2.88625523195e-21,2.60918928393e-21,2,2
21,pun,m1,2.62014551488e-37,2.21703966138e-41,2,2
22,pun,m1,3.57065558938e-58,1.2928492386e-65,6,2
23,pun,m1,4.24436884315e-18,1.06475796665e-19,3,0
24,pun,m1,1.00424745206e-26,2.14932539498e-31,1,2
25,pun,m1,1.89557916494e-19,7.94986255057e-24,3,3
26,pun,m1,5.6007656559e-37,3.90893982409e-37,5,2
27,pun,m1,9.60899408715e-34,1.22546993192e-37,3,3
28,pun,m1,1.16855414461e-31,2.45494924681e-35,3,2
29,pun,m1,6.47028054202e-20,4.07706559857e-28,2,0
30,pun,m1,3.00154573314e-28,4.51491889734e-27,1,1
31,pun,m1,4.03385278402e-24,1.46170952596e-24,3,3
32,pun,m1,1.05776999514e-17,1.31582714502e-23,4,2
33,pun,m1,2.54682004431e-32,3.69392940258e-33,4,4
34,pun,m1,4.99732289048e-26,3.48612641829e-29,3,3
35,pun,m1,4.17190628694e-30,5.77790900219e-31,4,3
36,pun,m1,6.07195496359e-45,8.41179015103e-52,4,3
37,pun,m1,4.80874966422e-45,2.13089813155e-51,4,3
38,pun,m1,2.58544547011e-13,1.16688173228e-17,3,2
39,pun,m1,1.86768416038e-21,4.21628133426e-27,5,3
40,pun,m1,8.36621120594e-29,2.018490868e-30,3,3
