uniqueID,sentenceType,isOrig,maxPm1,maxPm2,numWordsM1,numWordsM2
1,pun,m1,6.73113298647e-29,1.49185693254e-26,2,1
2,pun,m1,1.66438113527e-23,8.98183918453e-22,3,2
3,pun,m1,1.63682923399e-41,5.87484117681e-44,1,1
4,pun,m1,3.16890883827e-42,2.16314203485e-44,6,2
5,pun,m1,1.4748609804e-30,9.90342124068e-27,4,2
6,pun,m1,6.54365822976e-37,3.39402963993e-29,1,3
7,pun,m1,2.49259494538e-34,2.53844339622e-31,3,2
8,pun,m1,8.34843313663e-20,8.7552741675e-14,1,0
9,pun,m1,3.59132597081e-48,2.88189370961e-46,3,2
10,pun,m1,2.50963653743e-41,1.51016834309e-46,3,2
11,pun,m1,1.78579993911e-42,3.12465564713e-40,2,3
12,pun,m1,5.30375498722e-22,2.40525559412e-20,1,1
13,pun,m1,7.7412397447e-31,1.86409255009e-26,2,3
14,pun,m1,2.59635695278e-36,3.13265037379e-33,2,2
15,pun,m1,9.42346294916e-20,4.40536278469e-22,2,0
16,pun,m1,2.35962770998e-23,3.5835884547e-20,3,2
17,pun,m1,5.85798138515e-32,8.84496163674e-28,3,2
18,pun,m1,5.60471067496e-19,5.76342856006e-17,2,1
19,pun,m1,1.65012957433e-60,2.56474329743e-60,4,3
20,pun,m1,1.31035784807e-25,2.60918928393e-21,2,2
21,pun,m1,1.18954422343e-41,2.21703966138e-41,2,2
22,pun,m1,1.62107512964e-62,1.2928492386e-65,6,2
23,pun,m1,1.92694047365e-22,1.06475796665e-19,3,0
24,pun,m1,4.55927637878e-31,2.14932539498e-31,1,2
25,pun,m1,8.60591609475e-24,7.94986255057e-24,3,3
26,pun,m1,2.54274367394e-41,3.90893982409e-37,5,2
27,pun,m1,4.36247656645e-38,1.22546993192e-37,3,3
28,pun,m1,5.3052276089e-36,2.45494924681e-35,3,2
29,pun,m1,2.93750282151e-24,4.07706559857e-28,2,0
30,pun,m1,1.36269965464e-32,4.51491889734e-27,1,1
31,pun,m1,1.83136633067e-28,1.46170952596e-24,3,3
32,pun,m1,4.80226834841e-22,1.31582714502e-23,4,2
33,pun,m1,1.15625451129e-36,3.69392940258e-33,4,4
34,pun,m1,2.26878108228e-30,3.48612641829e-29,3,3
35,pun,m1,1.89404252403e-34,5.77790900219e-31,4,3
36,pun,m1,2.75666328868e-49,8.41179015103e-52,4,3
37,pun,m1,2.18316897001e-49,2.13089813155e-51,4,3
38,pun,m1,1.17379042748e-17,1.16688173228e-17,3,2
39,pun,m1,8.47927296998e-26,4.21628133426e-27,5,3
40,pun,m1,3.79825401128e-33,2.018490868e-30,3,3
41,pun,m1,8.55374197955e-38,2.38547340833e-37,3,3
42,pun,m1,3.13295779288e-24,1.96539080456e-29,3,1
43,pun,m1,8.39160580499e-23,1.2699386965e-22,2,1
44,pun,m1,7.73199196634e-31,1.09039069276e-32,2,2
45,pun,m1,1.78551099925e-49,1.59443138123e-43,1,5
46,pun,m1,2.72871154072e-18,7.81026738813e-17,2,0
47,pun,m1,1.21564867725e-21,2.14781434548e-25,2,1
48,pun,m1,4.28813637351e-37,1.84655972632e-38,2,0
49,pun,m1,1.16128069353e-28,2.49722202735e-23,3,2
50,pun,m1,4.23851179812e-19,1.85906964719e-24,3,1
51,pun,m1,2.27448180171e-30,1.77376636445e-24,2,1
52,pun,m1,3.514169169e-34,5.82086568164e-29,2,1
53,pun,m1,1.07426536717e-36,7.31131289929e-31,2,1
54,pun,m1,3.82986984003e-18,1.97645428265e-12,2,1
55,pun,m1,1.41614488525e-23,3.90667801853e-18,2,1
56,pun,m1,3.19679176571e-33,5.84663104554e-33,2,3
57,pun,m1,2.97228580165e-35,2.26391473975e-34,4,4
58,pun,m1,2.80221894279e-35,5.34018178868e-28,4,4
59,pun,m1,5.81965614618e-51,1.33333948234e-39,3,5
60,pun,m1,2.59894585463e-39,3.37490288795e-32,3,1
61,pun,m1,4.66979135496e-26,1.5939757587e-27,4,1
62,pun,m1,1.76344456949e-46,4.35047110136e-43,4,4
63,pun,m1,6.54723198923e-35,5.52825796029e-34,3,2
64,pun,m1,3.86291625081e-22,1.68990748871e-17,2,2
65,pun,m1,1.11867556868e-44,4.81659288353e-44,5,3
66,pun,m1,1.99547860392e-49,3.9436937217e-57,3,3
67,pun,m1,9.47816999989e-23,5.18962945629e-17,2,2
68,pun,m1,4.35704261575e-53,1.0512295615e-50,2,1
69,pun,m1,1.37990277477e-47,1.72695573822e-50,1,2
70,pun,m1,3.50902536267e-24,2.21516367531e-23,2,1
71,pun,m1,2.69953412945e-15,6.93617330055e-18,1,1
72,pun,m1,6.87502538835e-23,2.10815287369e-20,2,1
73,pun,m1,1.1186499557e-33,6.13326029668e-29,3,3
74,pun,m1,2.49989676193e-39,1.22861646089e-36,3,1
75,pun,m1,8.7070285154e-12,5.11054550514e-08,2,1
76,pun,m1,1.42377712379e-33,2.38781702527e-35,3,2
77,pun,m1,2.13611615518e-22,4.81430595973e-21,2,1
78,pun,m1,9.91351309518e-26,2.19109795989e-25,2,0
79,pun,m1,1.59577164682e-34,7.12193394961e-30,4,2
80,pun,m1,1.93444866561e-36,3.90722163056e-31,4,4
161,nonpun,m1,4.62513505651e-23,2.25643302283e-26,1,5
162,nonpun,m1,6.14054831848e-19,9.17365420021e-21,3,1
163,nonpun,m1,7.14340583698e-27,3.40114473337e-30,4,1
164,nonpun,m1,2.84901974214e-33,1.28860897895e-35,4,2
165,nonpun,m1,1.37361703435e-17,7.08204934875e-23,2,0
166,nonpun,m1,2.81241546903e-23,1.62125074289e-21,4,0
167,nonpun,m1,5.55511490631e-37,1.67301097702e-36,4,0
168,nonpun,m1,6.54701720309e-32,2.82174189555e-29,3,3
169,nonpun,m1,3.7159195843e-19,8.30022702988e-17,3,0
170,nonpun,m1,5.16121602095e-19,2.18748837353e-23,1,1
171,nonpun,m1,2.27889779592e-17,2.84818358467e-19,2,0
172,nonpun,m1,5.37091837494e-29,9.20281866946e-29,5,3
173,nonpun,m1,2.2794646656e-17,4.59824424027e-18,3,1
174,nonpun,m1,3.76753623814e-24,1.03078761486e-24,1,1
175,nonpun,m1,4.63462503987e-17,1.1874377356e-22,2,1
176,nonpun,m1,6.53978384651e-17,1.15684149018e-17,3,0
177,nonpun,m1,4.50157314298e-19,3.29741679638e-22,3,1
178,nonpun,m1,1.21683237204e-21,6.12660743294e-22,3,3
179,nonpun,m1,3.83727751365e-20,1.68370236627e-19,2,0
180,nonpun,m1,1.40319608539e-14,7.15970429572e-13,2,0
181,nonpun,m1,3.83448358913e-15,1.51928559598e-19,3,0
182,nonpun,m1,2.38810749676e-15,6.93582104405e-19,2,1
183,nonpun,m1,2.08816868773e-20,2.68097115841e-21,2,2
184,nonpun,m1,1.5250610875e-31,5.87509702286e-39,3,2
185,nonpun,m1,1.11430715264e-17,1.05905990034e-22,4,1
186,nonpun,m1,9.09649812148e-31,2.24243185393e-29,4,2
187,nonpun,m1,5.26994426035e-21,6.87121661769e-25,2,0
188,nonpun,m1,4.14357258357e-24,7.72559125532e-25,4,0
189,nonpun,m1,3.54443933495e-19,4.421077724e-24,2,0
190,nonpun,m1,6.6724502279e-26,5.43413737045e-25,4,0
191,nonpun,m1,2.68106976127e-20,3.61375818294e-19,2,3
192,nonpun,m1,3.61338349081e-23,1.30108980253e-24,3,2
193,nonpun,m1,3.59461700204e-31,1.64032708138e-30,2,2
194,nonpun,m1,1.91732695016e-23,5.12703200302e-30,4,0
195,nonpun,m1,8.34521724591e-23,4.22536445886e-20,3,2
196,nonpun,m1,2.41538316545e-22,7.68936359636e-26,3,0
197,nonpun,m1,3.35899143136e-21,1.28219698039e-25,4,1
198,nonpun,m1,2.28330791543e-25,1.82240684585e-26,2,2
199,nonpun,m1,5.05074186443e-17,4.52540033742e-20,3,1
200,nonpun,m1,3.19102956067e-42,4.25502844855e-45,2,3
201,nonpun,m1,1.76892895541e-19,2.96516747487e-23,3,1
202,nonpun,m1,1.5196118768e-34,6.26117777816e-41,4,3
203,nonpun,m1,1.39812642563e-30,1.73764621054e-33,4,2
204,nonpun,m1,2.75997385815e-14,5.59547079038e-20,3,0
205,nonpun,m1,6.99018974467e-18,4.97197148751e-14,2,1
206,nonpun,m1,1.6603131846e-20,7.80472745186e-24,3,0
207,nonpun,m1,1.15977211663e-11,3.86503588965e-21,3,0
208,nonpun,m1,1.15519566533e-27,1.49926963498e-30,2,0
209,nonpun,m1,2.39267003904e-19,5.69643345048e-17,3,0
210,nonpun,m1,3.00390435059e-11,1.00487425414e-20,4,1
211,nonpun,m1,2.18897915122e-25,2.50158117036e-30,4,0
212,nonpun,m1,1.33144722304e-24,1.86020857872e-22,3,1
213,nonpun,m1,1.43597599656e-37,8.16202523444e-28,5,1
214,nonpun,m1,7.48115578355e-30,1.08803369174e-35,5,2
215,nonpun,m1,3.04666977653e-12,2.87038373375e-12,1,0
216,nonpun,m1,2.17726503013e-18,4.37559773091e-25,3,1
217,nonpun,m1,1.54148977277e-13,5.04427142107e-18,3,2
218,nonpun,m1,8.10507718356e-18,1.55868012421e-23,4,1
219,nonpun,m1,2.44331309811e-23,1.51184321968e-23,4,0
220,nonpun,m1,1.04526411856e-19,5.51908612769e-18,2,0
221,nonpun,m1,7.44261727953e-22,7.92260019668e-25,3,0
222,nonpun,m1,2.04872243606e-26,1.65823052266e-26,4,1
223,nonpun,m1,2.37372288035e-15,2.13088269617e-18,3,1
224,nonpun,m1,4.45393449819e-18,3.92637768687e-22,2,1
225,nonpun,m1,1.31634281282e-18,2.21901578776e-28,4,3
226,nonpun,m1,8.91128201428e-19,1.10298465027e-25,4,2
227,nonpun,m1,1.04956651337e-30,4.04543913109e-31,2,2
228,nonpun,m1,1.00419554577e-27,4.42512233036e-26,4,1
229,nonpun,m1,1.09525758172e-16,7.00585433317e-22,3,0
230,nonpun,m1,4.57050922171e-23,2.27966669061e-27,5,1
231,nonpun,m1,8.00400079272e-14,3.54360933574e-17,1,2
232,nonpun,m1,8.84680019467e-12,1.75126442482e-12,2,0
233,nonpun,m1,2.36284922055e-14,3.01254111521e-17,2,0
234,nonpun,m1,3.57103457503e-32,1.26951160935e-34,3,0
235,nonpun,m1,1.4389740912e-15,3.16452183226e-17,2,1
236,nonpun,m1,4.89991465973e-23,5.31661471638e-26,4,0
237,nonpun,m1,1.23592041267e-18,1.61441446825e-22,2,0
238,nonpun,m1,3.52344409314e-24,1.64818906997e-25,2,0
239,nonpun,m1,1.48562382222e-17,3.0536793373e-14,1,1
240,nonpun,m1,3.0841508374e-17,7.55719102249e-18,2,1
241,nonpun,m1,7.42475618495e-28,1.30900202733e-35,6,1
242,nonpun,m1,6.92080337695e-08,3.399417642e-15,2,0
243,nonpun,m1,1.21316733537e-28,7.62936801767e-30,3,2
244,nonpun,m1,1.56162178322e-20,9.04901273141e-25,2,1
245,nonpun,m1,2.78771291769e-24,2.97607798102e-29,3,0
246,nonpun,m1,4.04731404875e-17,1.62828660606e-27,4,0
247,nonpun,m1,1.06032674522e-12,4.12069960283e-23,4,1
248,nonpun,m1,8.26824915759e-20,2.08884012325e-29,4,2
249,nonpun,m1,1.20257620674e-17,4.99617278678e-27,3,2
250,nonpun,m1,7.50991930741e-24,4.35984212891e-24,2,0
251,nonpun,m1,2.64061945654e-19,6.44333257129e-25,1,0
252,nonpun,m1,3.81101215505e-12,8.08653639665e-22,4,0
253,nonpun,m1,2.27836304185e-11,7.50616903285e-21,3,2
254,nonpun,m1,5.09412093339e-26,1.88390675831e-37,4,2
255,nonpun,m1,5.29841486656e-07,7.8626016e-14,2,0
256,nonpun,m1,1.27123813697e-17,4.45688260579e-25,3,3
257,nonpun,m1,4.06783867e-13,4.21585624838e-22,4,1
258,nonpun,m1,7.19809403251e-21,8.18982062606e-27,5,3
259,nonpun,m1,6.716382311e-28,1.80995322661e-33,3,1
260,nonpun,m1,1.93580483699e-11,7.82097037733e-20,2,1
261,nonpun,m1,2.23106993424e-26,6.58045531974e-32,5,0
262,nonpun,m1,1.384943687e-26,1.0785091422e-30,1,1
263,nonpun,m1,1.86662459646e-28,1.32481318538e-38,7,0
264,nonpun,m1,2.24768374721e-24,3.94964953298e-29,3,0
265,nonpun,m1,1.0603170581e-15,2.27045333567e-20,2,1
266,nonpun,m1,1.36878689511e-13,6.91912206699e-24,3,1
267,nonpun,m1,4.27226375561e-20,8.45615629975e-23,2,0
268,nonpun,m1,6.5424589623e-25,9.58787591932e-30,4,2
269,nonpun,m1,1.21130079503e-14,2.45658757364e-18,3,1
270,nonpun,m1,3.60174326835e-16,3.71991207809e-25,3,1
271,nonpun,m1,5.99191034726e-09,2.06961852334e-15,2,0
272,nonpun,m1,2.25332541949e-35,2.17525824259e-43,7,4
273,nonpun,m1,1.57490291321e-22,1.53218348907e-23,2,0
274,nonpun,m1,4.43118074458e-22,2.23478862555e-26,2,2
275,nonpun,m1,3.78511519125e-13,8.47925777613e-22,1,1
276,nonpun,m1,1.17295636588e-21,5.85543844156e-22,4,2
277,nonpun,m1,3.19909202606e-13,1.00905529842e-16,2,0
278,nonpun,m1,4.60730493077e-23,1.91732546919e-26,3,2
279,nonpun,m1,2.50669683389e-23,1.02712401679e-29,3,1
280,nonpun,m1,1.33458559554e-17,2.97844908918e-21,2,1
281,nonpun,m1,1.03891068045e-26,1.69556197558e-34,4,1
282,nonpun,m1,1.24033266902e-17,3.23503841076e-18,2,0
283,nonpun,m1,2.64911846412e-17,7.85918341817e-24,1,1
284,nonpun,m1,1.84063185524e-28,6.12541980588e-32,4,0
285,nonpun,m1,1.75985225606e-07,2.07065207307e-17,3,0
286,nonpun,m1,3.10537924523e-12,6.11546492857e-22,3,0
287,nonpun,m1,3.79410687835e-17,1.35407879696e-14,3,0
288,nonpun,m1,1.57778775516e-13,9.07471379808e-18,2,0
289,nonpun,m1,1.61916531324e-16,1.0736154239e-26,4,0
290,nonpun,m1,1.32771108593e-24,7.63469088119e-26,3,0
291,nonpun,m1,1.47648969433e-07,3.50875361793e-19,1,0
292,nonpun,m1,7.593963974e-17,1.39061893253e-27,3,1
293,nonpun,m1,2.38502506955e-14,2.64784048106e-24,3,1
294,nonpun,m1,1.29772655687e-11,1.51710976547e-20,3,1
295,nonpun,m1,2.23918572e-16,9.72654009785e-21,2,1
296,nonpun,m1,1.396255423e-30,5.63385232171e-31,4,0
297,nonpun,m1,5.62627633293e-24,1.13579727291e-30,5,1
298,nonpun,m1,9.51865320097e-16,1.51492906058e-22,4,0
299,nonpun,m1,1.35509042155e-20,3.04354057088e-30,3,0
300,nonpun,m1,3.32487990472e-15,3.137913e-25,3,0
301,nonpun,m1,1.54673666034e-21,6.76800323017e-26,3,1
302,nonpun,m1,1.17766480436e-13,1.04360806984e-23,3,0
303,nonpun,m1,6.8020673524e-17,9.63051148719e-23,3,0
304,nonpun,m1,9.41198787903e-28,9.59463116506e-34,4,2
305,nonpun,m1,1.62181830986e-18,6.38558078877e-21,2,1
306,nonpun,m1,1.31445081958e-21,6.75579600805e-22,3,2
307,nonpun,m1,1.33567806505e-19,1.17864958271e-27,2,0
308,nonpun,m1,6.29468502222e-15,1.29327658928e-25,4,3
309,nonpun,m1,2.73823332752e-19,7.81034558793e-20,3,1
310,nonpun,m1,4.46604741612e-13,7.33994387688e-19,2,0
311,nonpun,m1,1.29995268742e-16,6.13007090451e-22,3,3
312,nonpun,m1,4.1374823228e-17,1.17598552165e-26,2,0
313,nonpun,m1,3.11291284714e-26,1.25733763492e-32,5,1
314,nonpun,m1,1.03909028083e-16,3.99721596195e-24,2,0
315,nonpun,m1,3.86244493066e-17,7.09568564369e-26,3,2
316,nonpun,m1,1.26711932517e-17,9.19932171772e-24,4,1
317,nonpun,m1,4.11384421643e-24,3.73555848381e-29,4,2
318,nonpun,m1,7.56378336008e-16,1.27947646554e-21,4,0
319,nonpun,m1,4.78150083007e-16,2.33207944127e-27,3,0
320,nonpun,m1,4.11290090877e-10,3.0829201031e-18,3,1
