uniqueID,sentenceType,isOrig,maxPm1,maxPm2,numWordsM1,numWordsM2
1,pun,0,3.54672898602e-30,3.35363206424e-25,3,2
2,pun,0,3.45960073828e-26,1.90686648289e-25,2,2
3,pun,0,1.43371198696e-41,2.26955908502e-36,4,2
4,pun,0,9.05740240281e-36,5.07572188309e-27,2,4
5,pun,0,6.85896491267e-28,6.17409422269e-25,3,2
6,pun,0,2.01177486827e-28,1.79653091518e-26,4,1
7,pun,0,4.32753791238e-22,6.87055387808e-18,2,3
8,pun,0,2.73024935736e-19,6.04744798507e-23,1,1
9,pun,0,3.71147712093e-35,6.97001584583e-33,2,2
10,pun,0,2.31930984268e-33,1.26302048592e-32,3,3
11,pun,0,9.17988627155e-25,5.5379012814e-29,3,0
12,pun,0,4.84277364022e-34,3.05145549895e-28,2,1
13,pun,0,9.58886723922e-45,7.38344708011e-41,2,2
14,pun,0,8.70039679659e-31,4.03710177701e-25,2,2
15,pun,0,4.35673680427e-34,6.28960271878e-34,3,1
16,pun,0,8.57526797506e-33,1.49522509703e-29,2,1
17,pun,0,6.7675491034e-38,7.37586135739e-34,1,3
18,pun,0,3.22316230687e-23,3.2250269749e-21,2,2
19,pun,0,9.03553400885e-32,1.30821981424e-27,3,2
20,pun,0,3.29149039265e-42,6.71369545669e-42,2,1
21,pun,0,7.29601822843e-19,1.39339215444e-17,2,0
22,pun,0,5.73903389999e-18,3.98161785564e-20,3,1
23,pun,0,4.54917594369e-36,4.19100474476e-31,5,3
24,pun,0,1.61657854635e-22,1.84424711565e-19,2,0
25,pun,0,3.20609696196e-33,4.44854105227e-29,4,1
26,pun,0,5.0379868444e-25,1.50065974759e-21,2,2
27,pun,0,4.62742565355e-44,1.03703344983e-43,4,1
28,pun,0,2.13953128135e-25,4.33554154444e-23,2,1
29,pun,0,6.05743139853e-37,1.24302858021e-37,3,0
30,pun,0,2.92829059125e-24,2.17090737949e-18,3,2
31,pun,0,1.42939024548e-43,7.08085878341e-46,3,3
32,pun,0,4.34799196008e-29,1.11631212982e-30,4,2
33,pun,0,7.48803126043e-39,9.69554183245e-34,3,2
34,pun,0,1.11501460056e-29,1.23180181248e-22,2,2
35,pun,0,7.75109430237e-33,6.90201732306e-27,2,2
36,pun,0,7.49808089919e-14,1.31779487766e-10,2,1
37,pun,0,8.2715865369e-27,2.08614657835e-26,3,0
38,pun,0,2.93304836559e-52,4.17615756704e-47,1,3
39,pun,0,6.35117613819e-28,3.23868935196e-22,4,2
40,pun,0,5.54091182854e-42,2.10797238004e-38,2,1
41,pun,0,1.76261232896e-31,1.12159397766e-28,4,0
42,pun,0,2.67084262325e-18,4.35431110433e-19,2,2
43,pun,0,4.51976817042e-57,3.16265775838e-52,4,3
44,pun,0,3.61602525498e-15,8.7326968866e-11,3,0
45,pun,0,3.66946677129e-20,1.25702744672e-20,2,2
46,pun,0,2.72702194751e-21,3.76159210431e-21,2,1
47,pun,0,9.53714307413e-31,2.29940180391e-31,3,1
48,pun,0,2.69627033593e-20,2.44075602946e-17,2,1
49,pun,0,3.26197939254e-16,4.10209706727e-11,2,0
50,pun,0,2.78601399031e-24,2.60526063664e-22,3,3
51,pun,0,2.03862284308e-34,2.7639827097e-33,3,4
52,pun,0,6.42639275931e-33,2.25343523127e-28,3,1
53,pun,0,6.72496933267e-22,1.1068338739e-19,3,1
54,pun,0,2.10980230263e-28,2.49790003362e-24,5,2
55,pun,0,4.00994723344e-24,4.15486069691e-13,2,2
56,pun,0,4.08634964622e-23,7.95434731906e-20,4,1
57,pun,0,3.32817353844e-28,4.1632226706e-27,3,1
58,pun,0,2.49184719283e-18,4.68248667057e-13,2,1
59,pun,0,1.46763662166e-31,9.7542055481e-31,3,0
60,pun,0,3.40768789662e-17,1.1321293972e-15,2,2
61,pun,0,1.07974696175e-20,1.11329055201e-16,2,1
62,pun,0,1.08815146173e-26,2.15156316791e-22,3,1
63,pun,0,5.25336228772e-28,1.97660181135e-28,4,0
64,pun,0,3.7542157934e-22,3.48076669247e-17,2,2
65,pun,0,1.97780714648e-25,1.6543038912e-24,3,3
66,depunned,0,1.20561084355e-30,1.19122224906e-25,2,2
67,depunned,0,1.34158546401e-25,1.14652232881e-24,1,2
68,depunned,0,2.05728385833e-41,1.14315605813e-34,3,3
69,depunned,0,4.57055050876e-36,1.60297914641e-26,1,4
70,depunned,0,2.21183216779e-29,4.68776791775e-26,2,3
71,depunned,0,7.73880439985e-24,2.93419727551e-32,4,1
72,depunned,0,1.09405234316e-27,8.61837273824e-24,1,2
73,depunned,0,3.63273406171e-13,2.37776041962e-17,2,0
74,depunned,0,2.94734712033e-33,1.05662523486e-30,1,1
75,depunned,0,5.30169047385e-30,9.51293744532e-29,2,3
76,depunned,0,9.42768325167e-27,3.42049321311e-30,2,0
77,depunned,0,9.03773500736e-34,2.0225889527e-27,1,1
78,depunned,0,7.15214262734e-36,8.48239150886e-32,1,3
79,depunned,0,6.82712489539e-32,7.87699336801e-26,1,3
80,depunned,0,1.92469851621e-37,1.53155887418e-36,2,2
81,depunned,0,2.75039025179e-29,3.64470245136e-26,1,1
82,depunned,0,6.7675491034e-38,7.37586135739e-34,1,3
83,depunned,0,5.55310169246e-26,1.36437036503e-23,1,2
84,depunned,0,1.77068037703e-32,1.57631267465e-27,2,2
85,depunned,0,4.0682895323e-37,5.76840873386e-36,1,1
86,depunned,0,5.59272255808e-19,3.26764796157e-17,1,0
87,depunned,0,8.17100108962e-18,8.89166431275e-20,3,2
88,depunned,0,8.43962867334e-36,2.44784347924e-30,5,3
89,depunned,0,1.26627909516e-24,1.49035398292e-20,1,1
90,depunned,0,3.09628368634e-33,7.35248784198e-28,1,0
91,depunned,0,7.53191121558e-26,1.10896211856e-21,1,2
92,depunned,0,1.29795380436e-44,1.36909189644e-43,4,1
93,depunned,0,8.37422668911e-26,1.69695147857e-23,2,1
94,depunned,0,2.18074598728e-38,1.84524151592e-38,2,0
95,depunned,0,1.20825763341e-27,8.90300115238e-21,2,2
96,depunned,0,4.32129512809e-46,9.64923718816e-48,2,3
97,depunned,0,6.14822455118e-30,2.71758452697e-30,3,3
98,depunned,0,1.39859360633e-39,7.77567065214e-34,3,2
99,depunned,0,2.95895121667e-30,1.81008302075e-22,1,2
100,depunned,0,1.68835644731e-34,2.01823608803e-28,1,2
101,depunned,0,9.91392612416e-16,9.25925811554e-16,1,1
102,depunned,0,4.20962193172e-31,4.7261906609e-30,2,0
103,depunned,0,3.54581067243e-53,1.9155882631e-53,1,2
104,depunned,0,1.24458253971e-28,3.14343378278e-22,3,2
105,depunned,0,2.4651260267e-37,3.44497378404e-33,1,1
106,nonpun,0,1.58066025683e-38,8.42415545053e-41,6,1
107,nonpun,0,5.15439643233e-33,1.13617775153e-36,3,0
108,nonpun,0,2.75431409714e-39,2.32651287322e-38,7,1
109,nonpun,0,9.66615128288e-28,1.53452872369e-25,4,0
110,nonpun,0,5.6568241109e-28,6.05245617646e-27,3,0
111,nonpun,0,2.91496118878e-35,5.30470793357e-39,6,2
112,nonpun,0,8.55042853289e-23,2.37552207922e-27,5,0
113,nonpun,0,1.5025191806e-23,2.53607931234e-28,4,0
114,nonpun,0,9.72157265127e-24,4.47278645485e-26,5,3
115,nonpun,0,1.76356040807e-27,4.84261581081e-29,4,2
116,nonpun,0,1.69643658502e-17,3.20904888539e-26,5,0
117,nonpun,0,5.30401007043e-24,1.75353995672e-24,4,0
118,nonpun,0,4.09213243368e-29,2.77453514706e-27,1,0
119,nonpun,0,7.67574782646e-34,4.76100256386e-35,3,0
120,nonpun,0,3.96188605341e-19,4.3109471803e-23,4,1
121,nonpun,0,5.29113428267e-12,1.3672169165e-13,3,0
122,nonpun,0,4.83226948154e-18,4.04941861797e-18,1,2
123,nonpun,0,1.45405271226e-24,2.37365569446e-29,4,0
124,nonpun,0,3.49271122066e-13,1.84539653025e-20,3,0
125,nonpun,0,5.14773315771e-26,2.08579998945e-31,5,1
126,nonpun,0,3.69702246358e-35,6.2503406579e-38,5,0
127,nonpun,0,2.17114399565e-16,9.26748862338e-24,5,1
128,nonpun,0,1.56219391478e-21,4.65346199082e-24,3,0
129,nonpun,0,1.85755390742e-31,7.29145814642e-32,2,0
130,nonpun,0,1.29996810388e-17,2.98923399536e-16,2,1
131,nonpun,0,1.18087898884e-19,1.40252623449e-24,4,0
132,nonpun,0,1.33250949091e-24,5.61896654338e-31,3,0
133,nonpun,0,9.31132816339e-28,6.31184869826e-35,3,0
134,nonpun,0,6.25268361943e-31,4.68588367694e-32,4,1
135,nonpun,0,3.47407639045e-30,2.21141596454e-32,5,1
136,nonpun,0,6.52126797409e-39,3.13395225055e-42,5,0
137,nonpun,0,3.44713818088e-20,3.30749925483e-26,4,0
138,nonpun,0,2.6833883633e-32,1.95421760306e-29,5,1
139,nonpun,0,1.1766897667e-23,3.43453025181e-22,5,2
140,nonpun,0,1.27962935747e-19,1.89376004481e-19,2,1
141,nonpun,0,6.71235683108e-23,3.27572308237e-27,5,0
142,nonpun,0,2.07904373975e-09,5.19252405891e-12,2,0
143,nonpun,0,7.27804255618e-33,1.46142124787e-27,1,1
144,nonpun,0,1.18063457221e-28,1.44204049269e-32,5,0
145,nonpun,0,3.41246941329e-20,5.14700857584e-26,4,0
146,nonpun,0,3.56675868072e-23,9.43040346198e-24,3,0
147,nonpun,0,4.57428104651e-14,4.69544992868e-14,2,0
148,nonpun,0,2.22903017087e-25,2.8370431784e-28,3,0
149,nonpun,0,2.89173507269e-12,6.07638894579e-13,2,0
150,nonpun,0,2.62828414787e-22,1.36913251424e-23,2,1
151,nonpun,0,2.62327589694e-15,5.17824e-19,2,0
152,nonpun,0,8.82929368583e-15,4.85181498365e-20,3,0
153,nonpun,0,2.20159617528e-15,1.22794379015e-13,2,0
154,nonpun,0,2.87694790278e-28,2.98272213434e-32,4,1
155,nonpun,0,2.89699134633e-25,9.60390116854e-23,3,1
156,nonpun,0,3.49460141004e-26,5.89299643496e-23,2,1
157,nonpun,0,6.66610019894e-12,3.47395655562e-12,2,0
158,nonpun,0,7.68277363478e-18,2.03452029736e-20,3,2
159,nonpun,0,2.05043311779e-13,1.00858252155e-15,3,1
160,nonpun,0,9.76700944306e-20,1.73708810565e-19,2,1
161,nonpun,0,1.55048190572e-09,2.19218795071e-08,2,1
162,nonpun,0,1.32209804641e-17,1.86547400787e-20,4,0
163,nonpun,0,3.82417552276e-18,1.47695764078e-16,3,0
164,nonpun,0,3.8840484504e-22,8.34015885952e-23,3,0
165,nonpun,0,2.37424956154e-17,1.256742e-20,3,0
166,nonpun,0,2.1261161425e-19,1.61373531051e-21,2,1
167,nonpun,0,1.14470757424e-18,2.25971560188e-16,2,0
168,nonpun,0,1.00025138672e-17,9.89904317197e-18,3,0
169,nonpun,0,3.17736081917e-20,3.43752034756e-23,3,0
170,nonpun,0,2.41920641939e-16,2.497072914e-22,2,0
