1,prophet,1
2,pi,1
3,knead,1
4,oar,1
5,tiers,1
6,poll,1
7,bored,1
8,greece,1
9,sine,1
10,principal,1
11,cd,1
12,hare,1
13,knotty,1
14,taut,1
15,marx,1
16,hi,1
17,daze,1
18,prose,1
19,plane,1
20,dam,1
21,hertz,1
22,role,1
23,collar,1
24,steal,1
25,dye,1
26,waist,1
27,feet,1
28,aloud,1
29,pail,1
30,manor,1
31,cache,1
32,reign,1
33,thyme,1
34,pore,1
35,gilt,1
36,heir,1
37,son,1
38,c's,1
39,watt,1
40,razor,1
41,knot,1
42,wood,1
43,grader,1
44,eye,1
45,cell,1
46,scent,1
47,course,1
48,deer,1
49,bee,1
50,brake,1
51,flour,1
52,fare,1
53,heel,1
54,hymn,1
55,no's,1
56,inn,1
57,idol,1
58,maid,1
59,nun,1
60,mourning,1
61,meat,1
62,reel,1
63,pear,1
64,pray,1
65,root,1
66,prophet,1
67,pi,1
68,knead,1
69,oar,1
70,tiers,1
71,poll,1
72,bored,1
73,greece,1
74,sine,1
75,principal,1
76,cd,1
77,hare,1
78,knotty,1
79,taut,1
80,marx,1
81,hi,1
82,daze,1
83,prose,1
84,plane,1
85,dam,1
86,hertz,1
87,role,1
88,collar,1
89,steal,1
90,dye,1
91,waist,1
92,feet,1
93,aloud,1
94,pail,1
95,manor,1
96,cache,1
97,reign,1
98,thyme,1
99,pore,1
100,gilt,1
101,heir,1
102,son,1
103,c's,1
104,watt,1
105,razor,1
106,prophet,1
107,pi,1
108,knead,1
109,oar,1
110,tiers,1
111,poll,1
112,bored,1
113,greece,1
114,sine,1
115,principal,1
116,cd,1
117,hare,1
118,knotty,1
119,taut,1
120,marx,1
121,hi,1
122,daze,1
123,prose,1
124,plane,1
125,dam,1
126,hertz,1
127,role,1
128,collar,1
129,steal,1
130,dye,1
131,waist,1
132,feet,1
133,aloud,1
134,pail,1
135,manor,1
136,cache,1
137,reign,1
138,thyme,1
139,pore,1
140,gilt,1
141,heir,1
142,son,1
143,c's,1
144,watt,1
145,razor,1
146,knot,1
147,wood,1
148,grader,1
149,eye,1
150,cell,1
151,scent,1
152,course,1
153,deer,1
154,bee,1
155,brake,1
156,flour,1
157,fare,1
158,heel,1
159,hymn,1
160,no's,1
161,inn,1
162,idol,1
163,maid,1
164,nun,1
165,mourning,1
166,meat,1
167,reel,1
168,pear,1
169,pray,1
170,root,1
171,profit,1
172,pie,1
173,need,1
174,or,1
175,tears,1
176,pole,1
177,board,1
178,grease,1
179,sign,1
180,principle,1
181,seedy,1
182,hair,1
183,naughty,1
184,taught,1
185,marks,1
186,high,1
187,days,1
188,pros,1
189,plain,1
190,damn,1
191,hurts,1
192,roll,1
193,caller,1
194,steel,1
195,die,1
196,waste,1
197,feat,1
198,allowed,1
199,pale,1
200,manner,1
201,cash,1
202,rain,1
203,time,1
204,poor,1
205,guilt,1
206,err,1
207,sun,1
208,seas,1
209,what,1
210,raiser,1
211,not,1
212,would,1
213,grater,1
214,i,1
215,sell,1
216,cent,1
217,coarse,1
218,dear,1
219,be,1
220,break,1
221,flower,1
222,fair,1
223,heal,1
224,him,1
225,knows,1
226,in,1
227,idle,1
228,made,1
229,none,1
230,morning,1
231,meet,1
232,real,1
233,pair,1
234,prey,1
235,route,1
236,profit,1
237,pie,1
238,need,1
239,or,1
240,tears,1
241,pole,1
242,board,1
243,grease,1
244,sign,1
245,principle,1
246,seedy,1
247,hair,1
248,naughty,1
249,taught,1
250,marks,1
251,high,1
252,days,1
253,pros,1
254,plain,1
255,damn,1
256,hurts,1
257,roll,1
258,caller,1
259,steel,1
260,die,1
261,waste,1
262,feat,1
263,allowed,1
264,pale,1
265,manner,1
266,cash,1
267,rain,1
268,time,1
269,poor,1
270,guilt,1
271,err,1
272,sun,1
273,seas,1
274,what,1
275,raiser,1
276,not,1
277,would,1
278,grater,1
279,i,1
280,sell,1
281,cent,1
282,coarse,1
283,dear,1
284,be,1
285,break,1
286,flower,1
287,fair,1
288,heal,1
289,him,1
290,knows,1
291,in,1
292,idle,1
293,made,1
294,none,1
295,morning,1
296,meet,1
297,real,1
298,pair,1
299,prey,1
300,route,1
301,profit,1
302,pie,1
303,need,1
304,or,1
305,tears,1
306,pole,1
307,board,1
308,grease,1
309,sign,1
310,principle,1
311,seedy,1
312,hair,1
313,naughty,1
314,taught,1
315,marks,1
316,high,1
317,days,1
318,pros,1
319,plain,1
320,damn,1
321,hurts,1
322,roll,1
323,caller,1
324,steel,1
325,die,1
326,waste,1
327,feat,1
328,allowed,1
329,pale,1
330,manner,1
331,cash,1
332,rain,1
333,time,1
334,poor,1
335,guilt,1
336,err,1
337,sun,1
338,seas,1
339,what,1
340,raiser,1
341,profit,1
342,pie,1
343,need,1
344,or,1
345,tears,1
346,pole,1
347,board,1
348,grease,1
349,sign,1
350,principle,1
351,seedy,1
352,hair,1
353,naughty,1
354,taught,1
355,marks,1
356,high,1
