uniquePairID,uniqueID,sentenceID,homophoneID,phoneticID,sentenceType,isOrig,homophone,word,dummy
405,252,17,17-b,17,pun,1,days,teacher,1
405,317,82,17-b,17,depunned,1,days,teacher,1
406,252,17,17-b,17,pun,1,days,time,1
406,317,82,17-b,17,depunned,1,days,time,1
407,252,17,17-b,17,pun,1,days,tough,1
407,317,82,17-b,17,depunned,1,days,tough,1
408,187,187,17-b,17,nonpun,0,days,week,1
409,122,122,17-a,17,nonpun,0,daze,bad,1
410,17,17,17-a,17,pun,0,daze,end,1
410,82,82,17-a,17,depunned,0,daze,end,1
411,17,17,17-a,17,pun,0,daze,having,1
411,82,82,17-a,17,depunned,0,daze,having,1
412,122,122,17-a,17,nonpun,0,daze,learning,1
413,17,17,17-a,17,pun,0,daze,longs,1
413,82,82,17-a,17,depunned,0,daze,longs,1
414,122,122,17-a,17,nonpun,0,daze,news,1
415,17,17,17-a,17,pun,0,daze,school,1
415,82,82,17-a,17,depunned,0,daze,school,1
416,422,187,17-a,17,nonpun,1,daze,seven,1
417,17,17,17-a,17,pun,0,daze,teacher,1
417,82,82,17-a,17,depunned,0,daze,teacher,1
418,17,17,17-a,17,pun,0,daze,time,1
418,82,82,17-a,17,depunned,0,daze,time,1
419,17,17,17-a,17,pun,0,daze,tough,1
419,82,82,17-a,17,depunned,0,daze,tough,1
420,422,187,17-a,17,nonpun,1,daze,week,1
421,253,18,18-b,18,pun,1,pros,authors,1
422,318,83,18-b,18,depunned,1,pros,bankers,1
423,188,188,18-b,18,nonpun,0,pros,cons,1
423,253,18,18-b,18,pun,1,pros,cons,1
423,318,83,18-b,18,depunned,1,pros,cons,1
424,358,123,18-b,18,nonpun,1,pros,essays,1
425,253,18,18-b,18,pun,1,pros,jail,1
425,318,83,18-b,18,depunned,1,pros,jail,1
426,188,188,18-b,18,nonpun,0,pros,networking,1
427,358,123,18-b,18,nonpun,1,pros,novels,1
428,188,188,18-b,18,nonpun,0,pros,sites,1
429,188,188,18-b,18,nonpun,0,pros,social,1
430,358,123,18-b,18,nonpun,1,pros,written,1
431,18,18,18-a,18,pun,0,prose,authors,1
432,83,83,18-a,18,depunned,0,prose,bankers,1
433,18,18,18-a,18,pun,0,prose,cons,1
433,83,83,18-a,18,depunned,0,prose,cons,1
433,423,188,18-a,18,nonpun,1,prose,cons,1
434,123,123,18-a,18,nonpun,0,prose,essays,1
435,18,18,18-a,18,pun,0,prose,jail,1
435,83,83,18-a,18,depunned,0,prose,jail,1
436,423,188,18-a,18,nonpun,1,prose,networking,1
437,123,123,18-a,18,nonpun,0,prose,novels,1
438,423,188,18-a,18,nonpun,1,prose,sites,1
439,423,188,18-a,18,nonpun,1,prose,social,1
440,123,123,18-a,18,nonpun,0,prose,written,1
441,359,124,19-b,19,nonpun,1,plain,airport,1
442,189,189,19-b,19,nonpun,0,plain,beautiful,1
443,319,84,19-b,19,depunned,1,plain,driving,1
444,254,19,19-b,19,pun,1,plain,eat,1
444,319,84,19-b,19,depunned,1,plain,eat,1
445,254,19,19-b,19,pun,1,plain,expect,1
445,319,84,19-b,19,depunned,1,plain,expect,1
446,254,19,19-b,19,pun,1,plain,fancy,1
446,319,84,19-b,19,depunned,1,plain,fancy,1
447,189,189,19-b,19,nonpun,0,plain,felt,1
448,254,19,19-b,19,pun,1,plain,flying,1
449,254,19,19-b,19,pun,1,plain,food,1
449,319,84,19-b,19,depunned,1,plain,food,1
450,359,124,19-b,19,nonpun,1,plain,landed,1
451,254,19,19-b,19,pun,1,plain,not,1
451,319,84,19-b,19,depunned,1,plain,not,1
452,189,189,19-b,19,nonpun,0,plain,sister,1
453,124,124,19-a,19,nonpun,0,plane,airport,1
454,424,189,19-a,19,nonpun,1,plane,beautiful,1
455,84,84,19-a,19,depunned,0,plane,driving,1
456,19,19,19-a,19,pun,0,plane,eat,1
456,84,84,19-a,19,depunned,0,plane,eat,1
457,19,19,19-a,19,pun,0,plane,expect,1
457,84,84,19-a,19,depunned,0,plane,expect,1
458,19,19,19-a,19,pun,0,plane,fancy,1
458,84,84,19-a,19,depunned,0,plane,fancy,1
459,424,189,19-a,19,nonpun,1,plane,felt,1
460,19,19,19-a,19,pun,0,plane,flying,1
461,19,19,19-a,19,pun,0,plane,food,1
461,84,84,19-a,19,depunned,0,plane,food,1
462,124,124,19-a,19,nonpun,0,plane,landed,1
463,19,19,19-a,19,pun,0,plane,not,1
463,84,84,19-a,19,depunned,0,plane,not,1
464,424,189,19-a,19,nonpun,1,plane,sister,1
465,20,20,20-a,20,pun,0,dam,beaver,1
465,125,125,20-a,20,nonpun,0,dam,beaver,1
466,20,20,20-a,20,pun,0,dam,best,1
466,85,85,20-a,20,depunned,0,dam,best,1
467,125,125,20-a,20,nonpun,0,dam,building,1
468,20,20,20-a,20,pun,0,dam,ever,1
468,85,85,20-a,20,depunned,0,dam,ever,1
469,425,190,20-a,20,nonpun,1,dam,give,1
470,85,85,20-a,20,depunned,0,dam,horror,1
471,125,125,20-a,20,nonpun,0,dam,logs,1
472,20,20,20-a,20,pun,0,dam,movie,1
472,20,20,20-a,20,pun,0,dam,movie,1
472,85,85,20-a,20,depunned,0,dam,movie,1
472,85,85,20-a,20,depunned,0,dam,movie,1
473,20,20,20-a,20,pun,0,dam,night,1
473,85,85,20-a,20,depunned,0,dam,night,1
474,425,190,20-a,20,nonpun,1,dam,not,1
475,20,20,20-a,20,pun,0,dam,saw,1
475,85,85,20-a,20,depunned,0,dam,saw,1
476,425,190,20-a,20,nonpun,1,dam,say,1
477,20,20,20-a,20,pun,0,dam,seen,1
477,85,85,20-a,20,depunned,0,dam,seen,1
478,125,125,20-a,20,nonpun,0,dam,sticks,1
479,255,20,20-b,20,pun,1,damn,beaver,1
479,360,125,20-b,20,nonpun,1,damn,beaver,1
480,255,20,20-b,20,pun,1,damn,best,1
480,320,85,20-b,20,depunned,1,damn,best,1
481,360,125,20-b,20,nonpun,1,damn,building,1
482,255,20,20-b,20,pun,1,damn,ever,1
482,320,85,20-b,20,depunned,1,damn,ever,1
483,190,190,20-b,20,nonpun,0,damn,give,1
484,320,85,20-b,20,depunned,1,damn,horror,1
485,360,125,20-b,20,nonpun,1,damn,logs,1
486,255,20,20-b,20,pun,1,damn,movie,1
486,255,20,20-b,20,pun,1,damn,movie,1
486,320,85,20-b,20,depunned,1,damn,movie,1
486,320,85,20-b,20,depunned,1,damn,movie,1
487,255,20,20-b,20,pun,1,damn,night,1
487,320,85,20-b,20,depunned,1,damn,night,1
488,190,190,20-b,20,nonpun,0,damn,not,1
489,255,20,20-b,20,pun,1,damn,saw,1
489,320,85,20-b,20,depunned,1,damn,saw,1
490,190,190,20-b,20,nonpun,0,damn,say,1
491,255,20,20-b,20,pun,1,damn,seen,1
491,320,85,20-b,20,depunned,1,damn,seen,1
492,360,125,20-b,20,nonpun,1,damn,sticks,1
493,21,21,21-a,21,pun,0,hertz,computer,1
493,126,126,21-a,21,nonpun,0,hertz,computer,1
494,426,191,21-a,21,nonpun,1,hertz,fell,1
495,86,86,21-a,21,depunned,0,hertz,horse,1
496,426,191,21-a,21,nonpun,1,hertz,leg,1
497,126,126,21-a,21,nonpun,0,hertz,mega,1
498,126,126,21-a,21,nonpun,0,hertz,processing,1
499,21,21,21-a,21,pun,0,hertz,slow,1
499,86,86,21-a,21,depunned,0,hertz,slow,1
500,126,126,21-a,21,nonpun,0,hertz,speed,1
501,126,126,21-a,21,nonpun,0,hertz,thirty-three,1
502,256,21,21-b,21,pun,1,hurts,computer,1
502,361,126,21-b,21,nonpun,1,hurts,computer,1
503,191,191,21-b,21,nonpun,0,hurts,fell,1
504,321,86,21-b,21,depunned,1,hurts,horse,1
505,191,191,21-b,21,nonpun,0,hurts,leg,1
506,361,126,21-b,21,nonpun,1,hurts,mega,1
507,361,126,21-b,21,nonpun,1,hurts,processing,1
508,256,21,21-b,21,pun,1,hurts,slow,1
508,321,86,21-b,21,depunned,1,hurts,slow,1
509,361,126,21-b,21,nonpun,1,hurts,speed,1
510,361,126,21-b,21,nonpun,1,hurts,thirty-three,1
511,22,22,22-a,22,pun,0,role,actors,1
512,427,192,22-a,22,nonpun,1,role,bought,1
513,87,87,22-a,22,depunned,0,role,directors,1
514,427,192,22-a,22,nonpun,1,role,dress,1
515,22,22,22-a,22,pun,0,role,great,1
515,87,87,22-a,22,depunned,0,role,great,1
516,127,127,22-a,22,nonpun,0,role,leading,1
517,427,192,22-a,22,nonpun,1,role,make,1
518,22,22,22-a,22,pun,0,role,movie,1
518,87,87,22-a,22,depunned,0,role,movie,1
519,127,127,22-a,22,nonpun,0,role,plays,1
520,127,127,22-a,22,nonpun,0,role,show,1
521,427,192,22-a,22,nonpun,1,role,silk,1
522,127,127,22-a,22,nonpun,0,role,television,1
523,257,22,22-b,22,pun,1,roll,actors,1
524,192,192,22-b,22,nonpun,0,roll,bought,1
525,322,87,22-b,22,depunned,1,roll,directors,1
526,192,192,22-b,22,nonpun,0,roll,dress,1
527,257,22,22-b,22,pun,1,roll,great,1
527,322,87,22-b,22,depunned,1,roll,great,1
528,362,127,22-b,22,nonpun,1,roll,leading,1
529,192,192,22-b,22,nonpun,0,roll,make,1
530,257,22,22-b,22,pun,1,roll,movie,1
530,322,87,22-b,22,depunned,1,roll,movie,1
531,362,127,22-b,22,nonpun,1,roll,plays,1
532,362,127,22-b,22,nonpun,1,roll,show,1
533,192,192,22-b,22,nonpun,0,roll,silk,1
534,362,127,22-b,22,nonpun,1,roll,television,1
535,193,193,23-b,23,nonpun,0,caller,bank,1
536,363,128,23-b,23,nonpun,1,caller,dog,1
537,258,23,23-b,23,pun,1,caller,id,1
537,323,88,23-b,23,depunned,1,caller,id,1
538,258,23,23-b,23,pun,1,caller,man,1
538,323,88,23-b,23,depunned,1,caller,man,1
539,258,23,23-b,23,pun,1,caller,name,1
539,323,88,23-b,23,depunned,1,caller,name,1
540,258,23,23-b,23,pun,1,caller,neck,1
541,193,193,23-b,23,nonpun,0,caller,phone,1
542,323,88,23-b,23,depunned,1,caller,pocket,1
543,258,23,23-b,23,pun,1,caller,put,1
543,323,88,23-b,23,depunned,1,caller,put,1
544,363,128,23-b,23,nonpun,1,caller,puts,1
545,258,23,23-b,23,pun,1,caller,shirt,1
545,323,88,23-b,23,depunned,1,caller,shirt,1
546,363,128,23-b,23,nonpun,1,caller,walking,1
547,428,193,23-a,23,nonpun,1,collar,bank,1
548,128,128,23-a,23,nonpun,0,collar,dog,1
549,23,23,23-a,23,pun,0,collar,id,1
549,88,88,23-a,23,depunned,0,collar,id,1
550,23,23,23-a,23,pun,0,collar,man,1
550,88,88,23-a,23,depunned,0,collar,man,1
551,23,23,23-a,23,pun,0,collar,name,1
551,88,88,23-a,23,depunned,0,collar,name,1
552,23,23,23-a,23,pun,0,collar,neck,1
553,428,193,23-a,23,nonpun,1,collar,phone,1
554,88,88,23-a,23,depunned,0,collar,pocket,1
555,23,23,23-a,23,pun,0,collar,put,1
555,88,88,23-a,23,depunned,0,collar,put,1
556,128,128,23-a,23,nonpun,0,collar,puts,1
557,23,23,23-a,23,pun,0,collar,shirt,1
557,88,88,23-a,23,depunned,0,collar,shirt,1
558,128,128,23-a,23,nonpun,0,collar,walking,1
559,89,89,24-a,24,depunned,0,steal,bodybuilders,1
560,129,129,24-a,24,nonpun,0,steal,boy,1
561,129,129,24-a,24,nonpun,0,steal,candy,1
562,129,129,24-a,24,nonpun,0,steal,decided,1
563,129,129,24-a,24,nonpun,0,steal,friend's,1
564,429,194,24-a,24,nonpun,1,steal,made,1
565,24,24,24-a,24,pun,0,steal,muscles,1
565,89,89,24-a,24,depunned,0,steal,muscles,1
566,129,129,24-a,24,nonpun,0,steal,not,1
567,429,194,24-a,24,nonpun,1,steal,ship,1
568,24,24,24-a,24,pun,0,steal,thieves,1
569,129,129,24-a,24,nonpun,0,steal,wanted,1
570,429,194,24-a,24,nonpun,1,steal,wood,1
571,324,89,24-b,24,depunned,1,steel,bodybuilders,1
572,364,129,24-b,24,nonpun,1,steel,boy,1
573,364,129,24-b,24,nonpun,1,steel,candy,1
574,364,129,24-b,24,nonpun,1,steel,decided,1
575,364,129,24-b,24,nonpun,1,steel,friend's,1
576,194,194,24-b,24,nonpun,0,steel,made,1
577,259,24,24-b,24,pun,1,steel,muscles,1
577,324,89,24-b,24,depunned,1,steel,muscles,1
578,364,129,24-b,24,nonpun,1,steel,not,1
579,194,194,24-b,24,nonpun,0,steel,ship,1
580,259,24,24-b,24,pun,1,steel,thieves,1
581,364,129,24-b,24,nonpun,1,steel,wanted,1
582,194,194,24-b,24,nonpun,0,steel,wood,1
583,260,25,25-b,25,pun,1,die,actress,1
583,325,90,25-b,25,depunned,1,die,actress,1
584,195,195,25-b,25,nonpun,0,die,attack,1
585,260,25,25-b,25,pun,1,die,gray,1
586,260,25,25-b,25,pun,1,die,hair,1
586,365,130,25-b,25,nonpun,1,die,hair,1
587,195,195,25-b,25,nonpun,0,die,heart,1
588,365,130,25-b,25,nonpun,1,die,like,1
589,365,130,25-b,25,nonpun,1,die,not,1
590,365,130,25-b,25,nonpun,1,die,people,1
591,260,25,25-b,25,pun,1,die,saw,1
591,325,90,25-b,25,depunned,1,die,saw,1
592,195,195,25-b,25,nonpun,0,die,scared,1
593,260,25,25-b,25,pun,1,die,strands,1
594,260,25,25-b,25,pun,1,die,thought,1
594,325,90,25-b,25,depunned,1,die,thought,1
595,195,195,25-b,25,nonpun,0,die,very,1
596,325,90,25-b,25,depunned,1,die,wrinkle,1
597,25,25,25-a,25,pun,0,dye,actress,1
597,90,90,25-a,25,depunned,0,dye,actress,1
598,430,195,25-a,25,nonpun,1,dye,attack,1
599,25,25,25-a,25,pun,0,dye,gray,1
600,25,25,25-a,25,pun,0,dye,hair,1
600,130,130,25-a,25,nonpun,0,dye,hair,1
601,430,195,25-a,25,nonpun,1,dye,heart,1
602,130,130,25-a,25,nonpun,0,dye,like,1
603,130,130,25-a,25,nonpun,0,dye,not,1
604,130,130,25-a,25,nonpun,0,dye,people,1
605,25,25,25-a,25,pun,0,dye,saw,1
605,90,90,25-a,25,depunned,0,dye,saw,1
606,430,195,25-a,25,nonpun,1,dye,scared,1
607,25,25,25-a,25,pun,0,dye,strands,1
608,25,25,25-a,25,pun,0,dye,thought,1
608,90,90,25-a,25,depunned,0,dye,thought,1
609,430,195,25-a,25,nonpun,1,dye,very,1
610,90,90,25-a,25,depunned,0,dye,wrinkle,1
611,26,26,26-a,26,pun,0,waist,belt,1
611,131,131,26-a,26,nonpun,0,waist,belt,1
612,26,26,26-a,26,pun,0,waist,cardboard,1
612,91,91,26-a,26,depunned,0,waist,cardboard,1
613,431,196,26-a,26,nonpun,1,waist,dealing,1
614,91,91,26-a,26,depunned,0,waist,fort,1
615,131,131,26-a,26,nonpun,0,waist,look,1
616,26,26,26-a,26,pun,0,waist,paper,1
616,91,91,26-a,26,depunned,0,waist,paper,1
617,131,131,26-a,26,nonpun,0,waist,small,1
618,431,196,26-a,26,nonpun,1,waist,time,1
619,131,131,26-a,26,nonpun,0,waist,tiny,1
620,261,26,26-b,26,pun,1,waste,belt,1
620,366,131,26-b,26,nonpun,1,waste,belt,1
621,261,26,26-b,26,pun,1,waste,cardboard,1
621,326,91,26-b,26,depunned,1,waste,cardboard,1
622,196,196,26-b,26,nonpun,0,waste,dealing,1
623,326,91,26-b,26,depunned,1,waste,fort,1
624,366,131,26-b,26,nonpun,1,waste,look,1
625,261,26,26-b,26,pun,1,waste,paper,1
625,326,91,26-b,26,depunned,1,waste,paper,1
626,366,131,26-b,26,nonpun,1,waste,small,1
627,196,196,26-b,26,nonpun,0,waste,time,1
628,366,131,26-b,26,nonpun,1,waste,tiny,1
629,262,27,27-b,27,pun,1,feat,able,1
629,327,92,27-b,27,depunned,1,feat,able,1
630,262,27,27-b,27,pun,1,feat,being,1
630,327,92,27-b,27,depunned,1,feat,being,1
631,197,197,27-b,27,nonpun,0,feat,exam,1
632,262,27,27-b,27,pun,1,feat,fit,1
632,327,92,27-b,27,depunned,1,feat,fit,1
633,262,27,27-b,27,pun,1,feat,fourteen,1
633,327,92,27-b,27,depunned,1,feat,fourteen,1
634,367,132,27-b,27,nonpun,1,feat,hurting,1
635,367,132,27-b,27,nonpun,1,feat,new,1
636,327,92,27-b,27,depunned,1,feat,pants,1
637,197,197,27-b,27,nonpun,0,feat,passing,1
638,262,27,27-b,27,pun,1,feat,quite,1
638,327,92,27-b,27,depunned,1,feat,quite,1
639,197,197,27-b,27,nonpun,0,feat,real,1
640,262,27,27-b,27,pun,1,feat,shoes,1
640,367,132,27-b,27,nonpun,1,feat,shoes,1
641,262,27,27-b,27,pun,1,feat,size,1
641,327,92,27-b,27,depunned,1,feat,size,1
642,197,197,27-b,27,nonpun,0,feat,studying,1
643,367,132,27-b,27,nonpun,1,feat,these,1
644,27,27,27-a,27,pun,0,feet,able,1
644,92,92,27-a,27,depunned,0,feet,able,1
645,27,27,27-a,27,pun,0,feet,being,1
645,92,92,27-a,27,depunned,0,feet,being,1
646,432,197,27-a,27,nonpun,1,feet,exam,1
647,27,27,27-a,27,pun,0,feet,fit,1
647,92,92,27-a,27,depunned,0,feet,fit,1
648,27,27,27-a,27,pun,0,feet,fourteen,1
648,92,92,27-a,27,depunned,0,feet,fourteen,1
649,132,132,27-a,27,nonpun,0,feet,hurting,1
650,132,132,27-a,27,nonpun,0,feet,new,1
651,92,92,27-a,27,depunned,0,feet,pants,1
652,432,197,27-a,27,nonpun,1,feet,passing,1
653,27,27,27-a,27,pun,0,feet,quite,1
653,92,92,27-a,27,depunned,0,feet,quite,1
654,432,197,27-a,27,nonpun,1,feet,real,1
655,27,27,27-a,27,pun,0,feet,shoes,1
655,132,132,27-a,27,nonpun,0,feet,shoes,1
656,27,27,27-a,27,pun,0,feet,size,1
656,92,92,27-a,27,depunned,0,feet,size,1
657,432,197,27-a,27,nonpun,1,feet,studying,1
658,132,132,27-a,27,nonpun,0,feet,these,1
659,198,198,28-b,28,nonpun,0,allowed,car,1
660,368,133,28-b,28,nonpun,1,allowed,class,1
661,198,198,28-b,28,nonpun,0,allowed,family,1
662,328,93,28-b,28,depunned,1,allowed,intern,1
663,263,28,28-b,28,pun,1,allowed,mime,1
664,263,28,28-b,28,pun,1,allowed,not,1
664,328,93,28-b,28,depunned,1,allowed,not,1
665,368,133,28-b,28,nonpun,1,allowed,poem,1
666,368,133,28-b,28,nonpun,1,allowed,read,1
667,263,28,28-b,28,pun,1,allowed,say,1
667,328,93,28-b,28,depunned,1,allowed,say,1
668,198,198,28-b,28,nonpun,0,allowed,son,1
669,368,133,28-b,28,nonpun,1,allowed,student,1
670,198,198,28-b,28,nonpun,0,allowed,use,1
671,263,28,28-b,28,pun,1,allowed,wanted,1
671,328,93,28-b,28,depunned,1,allowed,wanted,1
672,433,198,28-a,28,nonpun,1,aloud,car,1
673,133,133,28-a,28,nonpun,0,aloud,class,1
674,433,198,28-a,28,nonpun,1,aloud,family,1
675,93,93,28-a,28,depunned,0,aloud,intern,1
676,28,28,28-a,28,pun,0,aloud,mime,1
677,28,28,28-a,28,pun,0,aloud,not,1
677,93,93,28-a,28,depunned,0,aloud,not,1
678,133,133,28-a,28,nonpun,0,aloud,poem,1
679,133,133,28-a,28,nonpun,0,aloud,read,1
680,28,28,28-a,28,pun,0,aloud,say,1
680,93,93,28-a,28,depunned,0,aloud,say,1
681,433,198,28-a,28,nonpun,1,aloud,son,1
682,133,133,28-a,28,nonpun,0,aloud,student,1
683,433,198,28-a,28,nonpun,1,aloud,use,1
684,28,28,28-a,28,pun,0,aloud,wanted,1
684,93,93,28-a,28,depunned,0,aloud,wanted,1
685,29,29,29-a,29,pun,0,pail,buckets,1
686,94,94,29-a,29,depunned,0,pail,burdens,1
687,29,29,29-a,29,pun,0,pail,carry,1
687,94,94,29-a,29,depunned,0,pail,carry,1
688,134,134,29-a,29,nonpun,0,pail,clean,1
689,29,29,29-a,29,pun,0,pail,feeling,1
689,94,94,29-a,29,depunned,0,pail,feeling,1
690,134,134,29-a,29,nonpun,0,pail,filled,1
691,134,134,29-a,29,nonpun,0,pail,floor,1
692,434,199,29-a,29,nonpun,1,pail,looks,1
693,434,199,29-a,29,nonpun,1,pail,sick,1
694,29,29,29-a,29,pun,0,pail,start,1
694,94,94,29-a,29,depunned,0,pail,start,1
695,29,29,29-a,29,pun,0,pail,those,1
695,94,94,29-a,29,depunned,0,pail,those,1
696,134,134,29-a,29,nonpun,0,pail,water,1
697,134,134,29-a,29,nonpun,0,pail,worker,1
698,264,29,29-b,29,pun,1,pale,buckets,1
699,329,94,29-b,29,depunned,1,pale,burdens,1
700,264,29,29-b,29,pun,1,pale,carry,1
700,329,94,29-b,29,depunned,1,pale,carry,1
701,369,134,29-b,29,nonpun,1,pale,clean,1
702,264,29,29-b,29,pun,1,pale,feeling,1
702,329,94,29-b,29,depunned,1,pale,feeling,1
703,369,134,29-b,29,nonpun,1,pale,filled,1
704,369,134,29-b,29,nonpun,1,pale,floor,1
705,199,199,29-b,29,nonpun,0,pale,looks,1
706,199,199,29-b,29,nonpun,0,pale,sick,1
707,264,29,29-b,29,pun,1,pale,start,1
707,329,94,29-b,29,depunned,1,pale,start,1
708,264,29,29-b,29,pun,1,pale,those,1
708,329,94,29-b,29,depunned,1,pale,those,1
709,369,134,29-b,29,nonpun,1,pale,water,1
710,369,134,29-b,29,nonpun,1,pale,worker,1
711,330,95,30-b,30,depunned,1,manner,anchor,1
712,265,30,30-b,30,pun,1,manner,castle,1
713,330,95,30-b,30,depunned,1,manner,family,1
714,200,200,30-b,30,nonpun,0,manner,food,1
715,265,30,30-b,30,pun,1,manner,home,1
716,370,135,30-b,30,nonpun,1,manner,huge,1
717,370,135,30-b,30,nonpun,1,manner,live,1
718,265,30,30-b,30,pun,1,manner,man's,1
718,330,95,30-b,30,depunned,1,manner,man's,1
719,330,95,30-b,30,depunned,1,manner,manor,1
720,200,200,30-b,30,nonpun,0,manner,party,1
721,370,135,30-b,30,nonpun,1,manner,people,1
722,265,30,30-b,30,pun,1,manner,speaking,1
722,330,95,30-b,30,depunned,1,manner,speaking,1
723,370,135,30-b,30,nonpun,1,manner,those,1
724,370,135,30-b,30,nonpun,1,manner,wealthy,1
725,95,95,30-a,30,depunned,0,manor,anchor,1
726,30,30,30-a,30,pun,0,manor,castle,1
727,95,95,30-a,30,depunned,0,manor,family,1
728,435,200,30-a,30,nonpun,1,manor,food,1
729,30,30,30-a,30,pun,0,manor,home,1
730,135,135,30-a,30,nonpun,0,manor,huge,1
731,135,135,30-a,30,nonpun,0,manor,live,1
732,30,30,30-a,30,pun,0,manor,man's,1
732,95,95,30-a,30,depunned,0,manor,man's,1
733,95,95,30-a,30,depunned,0,manor,manor,1
734,435,200,30-a,30,nonpun,1,manor,party,1
735,135,135,30-a,30,nonpun,0,manor,people,1
736,30,30,30-a,30,pun,0,manor,speaking,1
736,95,95,30-a,30,depunned,0,manor,speaking,1
737,135,135,30-a,30,nonpun,0,manor,those,1
738,135,135,30-a,30,nonpun,0,manor,wealthy,1
739,436,201,31-a,31,nonpun,1,cache,bought,1
740,31,31,31-a,31,pun,0,cache,chips,1
740,96,96,31-a,31,depunned,0,cache,chips,1
740,436,201,31-a,31,nonpun,1,cache,chips,1
741,96,96,31-a,31,depunned,0,cache,competitor,1
742,31,31,31-a,31,pun,0,cache,computer,1
743,136,136,31-a,31,nonpun,0,cache,copies,1
744,136,136,31-a,31,nonpun,0,cache,database,1
745,31,31,31-a,31,pun,0,cache,ended,1
745,96,96,31-a,31,depunned,0,cache,ended,1
746,31,31,31-a,31,pun,0,cache,online,1
746,96,96,31-a,31,depunned,0,cache,online,1
747,136,136,31-a,31,nonpun,0,cache,pages,1
748,31,31,31-a,31,pun,0,cache,poker,1
748,96,96,31-a,31,depunned,0,cache,poker,1
749,436,201,31-a,31,nonpun,1,cache,stocks,1
750,136,136,31-a,31,nonpun,0,cache,stored,1
751,31,31,31-a,31,pun,0,cache,suddenly,1
751,96,96,31-a,31,depunned,0,cache,suddenly,1
752,436,201,31-a,31,nonpun,1,cache,ten,1
753,31,31,31-a,31,pun,0,cache,tournament,1
753,96,96,31-a,31,depunned,0,cache,tournament,1
754,136,136,31-a,31,nonpun,0,cache,web,1
755,436,201,31-a,31,nonpun,1,cache,years,1
756,201,201,31-b,31,nonpun,0,cash,bought,1
757,201,201,31-b,31,nonpun,0,cash,chips,1
757,266,31,31-b,31,pun,1,cash,chips,1
757,331,96,31-b,31,depunned,1,cash,chips,1
758,331,96,31-b,31,depunned,1,cash,competitor,1
759,266,31,31-b,31,pun,1,cash,computer,1
760,371,136,31-b,31,nonpun,1,cash,copies,1
761,371,136,31-b,31,nonpun,1,cash,database,1
762,266,31,31-b,31,pun,1,cash,ended,1
762,331,96,31-b,31,depunned,1,cash,ended,1
763,266,31,31-b,31,pun,1,cash,online,1
763,331,96,31-b,31,depunned,1,cash,online,1
764,371,136,31-b,31,nonpun,1,cash,pages,1
765,266,31,31-b,31,pun,1,cash,poker,1
765,331,96,31-b,31,depunned,1,cash,poker,1
766,201,201,31-b,31,nonpun,0,cash,stocks,1
767,371,136,31-b,31,nonpun,1,cash,stored,1
768,266,31,31-b,31,pun,1,cash,suddenly,1
768,331,96,31-b,31,depunned,1,cash,suddenly,1
769,201,201,31-b,31,nonpun,0,cash,ten,1
770,266,31,31-b,31,pun,1,cash,tournament,1
770,331,96,31-b,31,depunned,1,cash,tournament,1
771,371,136,31-b,31,nonpun,1,cash,web,1
772,201,201,31-b,31,nonpun,0,cash,years,1
773,332,97,32-b,32,depunned,1,rain,autumn,1
774,267,32,32-b,32,pun,1,rain,britain,1
774,332,97,32-b,32,depunned,1,rain,britain,1
775,202,202,32-b,32,nonpun,0,rain,city,1
776,372,137,32-b,32,nonpun,1,rain,ended,1
777,202,202,32-b,32,nonpun,0,rain,fell,1
778,372,137,32-b,32,nonpun,1,rain,heir,1
779,372,137,32-b,32,nonpun,1,rain,king's,1
780,267,32,32-b,32,pun,1,rain,long,1
780,332,97,32-b,32,depunned,1,rain,long,1
781,202,202,32-b,32,nonpun,0,rain,night,1
782,267,32,32-b,32,pun,1,rain,place,1
782,332,97,32-b,32,depunned,1,rain,place,1
783,267,32,32-b,32,pun,1,rain,queen,1
784,372,137,32-b,32,nonpun,1,rain,took,1
785,267,32,32-b,32,pun,1,rain,wet,1
785,332,97,32-b,32,depunned,1,rain,wet,1
786,97,97,32-a,32,depunned,0,reign,autumn,1
787,32,32,32-a,32,pun,0,reign,britain,1
787,97,97,32-a,32,depunned,0,reign,britain,1
788,437,202,32-a,32,nonpun,1,reign,city,1
789,137,137,32-a,32,nonpun,0,reign,ended,1
790,437,202,32-a,32,nonpun,1,reign,fell,1
791,137,137,32-a,32,nonpun,0,reign,heir,1
792,137,137,32-a,32,nonpun,0,reign,king's,1
793,32,32,32-a,32,pun,0,reign,long,1
793,97,97,32-a,32,depunned,0,reign,long,1
794,437,202,32-a,32,nonpun,1,reign,night,1
795,32,32,32-a,32,pun,0,reign,place,1
795,97,97,32-a,32,depunned,0,reign,place,1
796,32,32,32-a,32,pun,0,reign,queen,1
797,137,137,32-a,32,nonpun,0,reign,took,1
798,32,32,32-a,32,pun,0,reign,wet,1
798,97,97,32-a,32,depunned,0,reign,wet,1
799,138,138,33-a,33,nonpun,0,thyme,chicken,1
800,138,138,33-a,33,nonpun,0,thyme,creamy,1
801,33,33,33-a,33,pun,0,thyme,extra,1
801,98,98,33-a,33,depunned,0,thyme,extra,1
802,138,138,33-a,33,nonpun,0,thyme,favorite,1
803,138,138,33-a,33,nonpun,0,thyme,flavored,1
804,33,33,33-a,33,pun,0,thyme,gardeners,1
804,98,98,33-a,33,depunned,0,thyme,gardeners,1
