uniqueID,sentenceType,sumKL,numContextCombos,aveKL
1,pun,3.98533451834e-05,49,8.13333575172e-07
2,pun,0.000590128950675,49,1.2043447973e-05
3,pun,0.0103369088634,3969,2.60441140424e-06
4,pun,0.00146055002063,961,1.51982312241e-06
5,pun,0.000100904913821,225,4.48466283649e-07
6,pun,0.0308962277894,961,3.21500809463e-05
7,pun,1.93513510853e-05,49,3.94925532353e-07
8,pun,8.63568731911e-05,49,1.76238516717e-06
9,pun,0.00113882903329,961,1.18504582028e-06
10,pun,0.097651395651,961,0.000101614355516
11,pun,0.197653499751,225,0.000878459998893
12,pun,0.0014552432824,961,1.51430102227e-06
13,pun,0.000105581535177,3969,2.66015457739e-08
14,pun,1.17398359615e-05,49,2.3958848901e-07
15,pun,0.00401981781049,961,4.18295297658e-06
16,pun,0.00653098544319,961,6.79603063808e-06
17,pun,0.00106061383571,16129,6.57581893305e-08
18,pun,0.000119226223678,49,2.43318823833e-06
19,pun,0.117393946222,3969,2.95777138377e-05
20,pun,0.305664325197,65025,4.70072011068e-06
21,pun,1.80750682039e-05,9,2.00834091154e-06
22,pun,0.0395190578441,49,0.000806511384573
23,pun,0.278293946563,3969,7.0116892558e-05
24,pun,0.000363035159084,9,4.03372398983e-05
25,pun,0.0480996288805,3969,1.21188281382e-05
26,pun,0.000608277076282,49,1.24138178833e-05
27,pun,1.8937457943,16129,0.000117412474072
28,pun,0.00094367067419,225,4.19409188529e-06
29,pun,0.00103151074786,961,1.07337226624e-06
30,pun,0.0118478972462,225,5.26573210944e-05
31,pun,0.297136962678,16129,1.84225285311e-05
32,pun,0.0259951310916,961,2.70500843825e-05
33,pun,0.00705054937725,961,7.33667989309e-06
34,pun,0.00174110073878,961,1.81175935357e-06
35,pun,9.71334645438e-05,961,1.01075405353e-07
36,pun,0.0,1,0.0
37,pun,0.0216201074444,225,9.60893664194e-05
38,pun,0.0778737094,65025,1.19759645367e-06
39,pun,0.0569689866028,961,5.92809433952e-05
40,pun,0.00760005926937,3969,1.91485494315e-06
41,pun,0.0312752411191,225,0.00013900107164
42,pun,0.0142966926402,49,0.000291769237556
43,pun,0.0365675891701,65025,5.62362001847e-07
44,pun,0.0069630678751,9,0.000773674208344
45,pun,0.230897840038,961,0.00024026830389
46,pun,0.0026242064346,225,1.16631397093e-05
47,pun,0.575412603987,3969,0.000144976720581
48,pun,2.84174208854e-05,9,3.15749120949e-06
49,pun,0.00186642215419,49,3.80902480446e-05
50,pun,0.00551478209181,961,5.7385869842e-06
51,pun,0.0025112673967,3969,6.32720432528e-07
52,pun,0.00434728837615,225,1.93212816718e-05
53,pun,0.00124840074712,49,2.54775662677e-05
54,pun,0.00648964015088,225,2.8842845115e-05
55,pun,4.33834340309e-06,9,4.82038155899e-07
56,pun,0.845646536452,961,0.00087996517841
57,pun,0.0253152393734,3969,6.37824121275e-06
58,pun,0.000379357043303,49,7.74198047558e-06
59,pun,0.00066248589811,225,2.94438176938e-06
60,pun,0.000167089240282,49,3.40998449556e-06
61,pun,0.00317262912713,49,6.47475332067e-05
62,pun,0.00227297200198,225,1.01020977866e-05
63,pun,0.0278659994907,961,2.89968777218e-05
64,pun,0.000896578621421,49,1.82975228861e-05
65,pun,1.45178412453,65025,2.23265532415e-05
66,depunned,3.63721100651e-05,49,7.42287960512e-07
67,depunned,6.42189459301e-05,49,1.31059073327e-06
