uniqueID,sentenceType,sumKL,numContextCombos,aveKL
68,depunned,0.000403500936928,3969,1.01663123439e-07
69,depunned,9.96747603614e-05,961,1.03719833883e-07
70,depunned,2.99765791699e-05,225,1.33229240755e-07
71,depunned,0.0378413930744,961,3.93770999734e-05
72,depunned,2.3005448374e-05,49,4.69498946408e-07
73,depunned,0.000381768905401,49,7.79120215104e-06
74,depunned,0.000171951757923,961,1.78930029057e-07
75,depunned,0.00425588789186,961,4.42860342545e-06
76,depunned,0.0213912269296,225,9.50721196872e-05
77,depunned,0.000236160358272,961,2.45744389461e-07
78,depunned,2.19728611861e-05,961,2.28645797982e-08
79,depunned,1.79836365843e-06,49,3.67012991516e-08
80,depunned,0.000834923175827,961,8.68806634576e-07
81,depunned,0.00654180127828,961,6.80728540924e-06
82,depunned,0.00106061383571,16129,6.57581893305e-08
83,depunned,1.51971768122e-05,49,3.10146465556e-07
84,depunned,0.00670309210728,3969,1.68886170503e-06
85,depunned,0.0381517382613,65025,5.86724156267e-07
86,depunned,1.5074226909e-06,9,1.674914101e-07
87,depunned,0.0267671292243,49,0.000546267943353
88,depunned,0.0740211528758,3969,1.86498243577e-05
89,depunned,3.3144194873e-06,9,3.68268831923e-07
90,depunned,0.000139002508267,225,6.1778892563e-07
91,depunned,2.5969262869e-05,49,5.2998495651e-07
92,depunned,0.258979101013,16129,1.60567363763e-05
93,depunned,0.000976107959663,225,4.3382575985e-06
94,depunned,0.00019904497748,961,2.07122765328e-07
95,depunned,0.0352026553285,961,3.66312750556e-05
96,depunned,0.0591869244846,16129,3.66959665724e-06
97,depunned,0.00342042028224,961,3.55923026247e-06
98,depunned,0.00125276976448,961,1.30361057698e-06
99,depunned,0.000140490290145,961,1.46191769141e-07
100,depunned,0.000100121971967,961,1.04185194555e-07
101,depunned,0.0,1,0.0
102,depunned,0.00206496554791,225,9.17762465738e-06
103,depunned,0.0794322035445,65025,1.22156406835e-06
104,depunned,0.0107833504121,961,1.12209681708e-05
105,depunned,0.00133570992438,3969,3.36535632246e-07
106,nonpun,0.0521089339234,961,5.4223656528e-05
107,nonpun,0.726421035061,3969,0.000183023692381
108,nonpun,0.735173256522,16129,4.5580833066e-05
109,nonpun,0.000476553729096,49,9.72558630808e-06
110,nonpun,6.54918174248e-05,49,1.33656770255e-06
111,nonpun,2.83391994436,961,0.00294892814189
112,nonpun,0.00171273674301,961,1.78224426953e-06
113,nonpun,0.0476836017666,225,0.000211927118963
114,nonpun,0.00537943642259,225,2.39086063226e-05
115,nonpun,0.0841282104942,961,8.75423626371e-05
116,nonpun,0.298973268063,225,0.00132877008028
117,nonpun,2.96448195807e-05,49,6.04996317974e-07
118,nonpun,5.96915476558e-07,49,1.21819485012e-08
119,nonpun,1.84399682809e-05,225,8.19554145817e-08
120,nonpun,0.00272093402635,49,5.55292658439e-05
121,nonpun,0.00302750746214,9,0.000336389718015
122,nonpun,3.85525509569e-06,49,7.86786754222e-08
123,nonpun,0.00200035159073,49,4.08235018516e-05
124,nonpun,0.00106959189196,9,0.000118843543551
125,nonpun,0.0330595738426,225,0.0001469314393
126,nonpun,0.0043379668478,961,4.5140133692e-06
127,nonpun,0.0620633036358,225,0.000275836905048
128,nonpun,0.00187375816156,49,3.82399624807e-05
129,nonpun,0.00336290968715,3969,8.47293949899e-07
130,nonpun,0.00165198790079,225,7.34216844795e-06
131,nonpun,0.00603643970102,225,2.68286208934e-05
132,nonpun,0.0341838345895,225,0.000151928153731
133,nonpun,0.00058597407697,225,2.60432923098e-06
134,nonpun,0.00158633880815,961,1.65071676186e-06
135,nonpun,0.0265749636321,961,2.76534481083e-05
136,nonpun,0.0247098400328,961,2.57126327085e-05
137,nonpun,0.00583665280615,225,2.59406791385e-05
138,nonpun,0.0067711837454,3969,1.70601757254e-06
139,nonpun,0.0176155156629,961,1.83304013142e-05
140,nonpun,6.36290500297e-07,9,7.06989444775e-08
141,nonpun,0.0079567781776,225,3.53634585671e-05
142,nonpun,0.0,1,0.0
143,nonpun,0.00209833452433,961,2.18349066007e-06
144,nonpun,2.1702224454,3969,0.000546793259109
145,nonpun,0.00352788074203,49,7.19975661639e-05
146,nonpun,0.000871111537124,49,1.77777864719e-05
147,nonpun,0.00328222925645,9,0.000364692139606
148,nonpun,0.000269532438921,49,5.50066201879e-06
149,nonpun,0.0,1,0.0
150,nonpun,0.021219149237,49,0.00043304386198
151,nonpun,0.0,1,0.0
152,nonpun,0.00537794588645,9,0.000597549542939
153,nonpun,0.0,1,0.0
154,nonpun,0.112934013653,961,0.000117517183822
155,nonpun,0.00050797120716,9,5.64412452401e-05
156,nonpun,3.12323859549e-05,225,1.38810604244e-07
157,nonpun,0.0,1,0.0
158,nonpun,0.000158531141715,9,1.76145713017e-05
159,nonpun,0.000195731292217,9,2.17479213574e-05
160,nonpun,1.56009793307e-05,9,1.73344214785e-06
161,nonpun,0.0,1,0.0
162,nonpun,0.00713430802237,49,0.000145598122905
163,nonpun,0.000136994380314,9,1.52215978127e-05
164,nonpun,0.000110754046819,49,2.26028666977e-06
165,nonpun,6.10324093051e-05,9,6.78137881168e-06
166,nonpun,6.06490984865e-05,9,6.73878872072e-06
167,nonpun,0.000220317179664,9,2.44796866294e-05
168,nonpun,0.000141914798623,9,1.57683109581e-05
169,nonpun,0.00170791699166,49,3.48554488093e-05
170,nonpun,0.00123464125733,9,0.000137182361925
171,nonpun,3.69734217453,961,0.00384739040013
172,nonpun,0.00847380572258,49,0.000172934810665
173,nonpun,0.000516397889698,49,1.05387324428e-05
174,nonpun,0.068378034671,225,0.000303902376315
175,nonpun,0.0958634205627,961,9.97538195241e-05
176,nonpun,0.00127286204143,49,2.59767763558e-05
177,nonpun,0.109451752461,49,0.0022337092339
178,nonpun,0.0,1,0.0
179,nonpun,0.110808267657,225,0.000492481189589
180,nonpun,7.19467436184e-05,9,7.99408262427e-06
181,nonpun,7.3628353534e-05,961,7.66163928553e-08
182,nonpun,0.0324160175947,49,0.000661551379484
183,nonpun,4.88900558354e-06,9,5.43222842615e-07
184,nonpun,0.00818526220604,49,0.00016704616747
185,nonpun,0.0101653604752,225,4.51793798896e-05
186,nonpun,0.00546091837967,49,0.000111447313871
187,nonpun,0.0206391191118,9,0.00229323545687
188,nonpun,0.00321007659578,225,1.42670070923e-05
189,nonpun,0.000339847563281,49,6.93566455676e-06
190,nonpun,5.20992141958e-05,49,1.0632492693e-06
191,nonpun,3.79193206245e-05,9,4.21325784717e-06
192,nonpun,0.000650941378969,225,2.89307279542e-06
193,nonpun,0.000195463689688,9,2.17181877431e-05
194,nonpun,0.00109675324327,49,2.23827192505e-05
195,nonpun,0.0271341997691,225,0.000120596443418
196,nonpun,0.000249027128241,9,2.76696809157e-05
197,nonpun,7.5542518599e-05,225,3.35744527107e-07
198,nonpun,0.00144409215864,225,6.41818737171e-06
199,nonpun,6.19650032815e-05,9,6.88500036462e-06
200,nonpun,1.30622126807e-05,9,1.45135696452e-06
201,nonpun,0.00295447440038,961,3.07437502641e-06
202,nonpun,0.000361951689044,49,7.38676916416e-06
203,nonpun,0.010961787393,9,0.001217976377
204,nonpun,0.0137586369192,961,1.43169999159e-05
205,nonpun,0.0260815574608,961,2.71400181694e-05
206,nonpun,9.02131152439e-05,225,4.00947178862e-07
207,nonpun,1.00469319385,225,0.00446530308379
208,nonpun,0.0049091233349,49,0.000100186190508
209,nonpun,0.00278926040576,49,5.69236817501e-05
210,nonpun,0.000293645999378,961,3.05562954608e-07
211,nonpun,0.0,1,0.0
212,nonpun,0.0890388609187,961,9.26523006438e-05
213,nonpun,0.000231322908748,49,4.72087568873e-06
214,nonpun,0.00227461810294,9,0.000252735344771
215,nonpun,0.0408851173116,49,0.000834390149216
216,nonpun,0.0166105413157,961,1.72846423681e-05
217,nonpun,8.81509822454e-06,9,9.79455358282e-07
218,nonpun,0.0,1,0.0
219,nonpun,0.00106906519169,9,0.000118785021299
220,nonpun,0.000497311540303,9,5.52568378114e-05
221,nonpun,1.86491836389,961,0.00194060183547
222,nonpun,0.00514950414537,49,0.000105091921334
223,nonpun,0.00272945416329,225,1.21309073924e-05
224,nonpun,0.034664795646,961,3.60715875609e-05
225,nonpun,0.00031880731519,49,6.50627173858e-06
226,nonpun,2.6851461179,225,0.0119339827462
227,nonpun,0.000315376436005,49,6.43625379602e-06
228,nonpun,0.0,1,0.0
229,nonpun,5.32866717219e-05,9,5.92074130243e-06
230,nonpun,0.52392629586,225,0.00232856131493
231,nonpun,0.00737141316067,225,3.27618362696e-05
232,nonpun,1.13981585172,3969,0.000287179604867
233,nonpun,0.00414921597994,9,0.000461023997771
234,nonpun,0.000606132698332,49,1.2370055068e-05
235,nonpun,0.0331694149259,225,0.000147419621893
