uniqueID,sentenceType,sumKL,sumSupport,sumBalance,numContextCombos
1,pun,3.98533451834e-05,0.004822433597,196455.599774,0
2,pun,0.000590128950675,0.0015688847583,975525.328644,0
3,pun,0.0103369088634,0.644873130339,2128722.4746,0
4,pun,0.00146055002063,12.3952090012,31705.3568851,0
5,pun,0.000100904913821,0.00523638388531,2981800.37869,0
6,pun,0.0308962277894,0.0448170316227,5603027.78177,0
7,pun,1.93513510853e-05,0.152265671526,9875.5089334,0
8,pun,8.63568731911e-05,0.000470626422998,1191923.6422,0
9,pun,0.00113882903329,0.187498428022,624643.486071,0
10,pun,0.097651395651,0.0714920500129,6597714.45079,0
11,pun,0.197653499751,0.101619317804,222364.157985,0
12,pun,0.0014552432824,0.0249607863758,5161940.1384,0
13,pun,0.000105581535177,0.006458853409,72541514.8629,0
14,pun,1.17398359615e-05,0.00249054001931,339647.604287,0
15,pun,0.00401981781049,0.0106587487339,12903758.3044,0
16,pun,0.00653098544319,0.206284472539,827679.313171,0
17,pun,0.00106061383571,6.51279479028,4307910.00939,0
18,pun,0.000119226223678,0.000893360933393,975617.502704,0
19,pun,0.117393946222,0.0943829250773,38581960.588,0
20,pun,0.305664325197,0.16331574329,813690624.407,0
21,pun,1.80750682039e-05,4.27212111482e-05,381503.216501,0
22,pun,0.0395190578441,0.0227478464797,152243.425748,0
23,pun,0.278293946563,0.126782167322,30477734.3378,0
24,pun,0.000363035159084,0.000549718890761,175036.683926,0
25,pun,0.0480996288805,0.0560169845278,44171494.2528,0
26,pun,0.000608277076282,0.00362439845781,255699.640718,0
27,pun,1.8937457943,0.998244344637,31897525.6906,0
28,pun,0.00094367067419,0.00581489081741,1893717.16844,0
29,pun,0.00103151074786,0.00181950000589,25209896.4258,0
30,pun,0.0118478972462,0.0106069075685,2640803.90568,0
31,pun,0.297136962678,0.125051485779,157294718.698,0
32,pun,0.0259951310916,0.0512812659247,7773406.24701,0
33,pun,0.00705054937725,0.586192937288,258546.025544,0
34,pun,0.00174110073878,0.0260172927565,4871639.69403,0
35,pun,9.71334645438e-05,0.00207608472239,24610820.9164,0
36,pun,0.0,9.02283425408e-06,38461.2150504,0
37,pun,0.0216201074444,0.020781192857,2005422.51915,0
38,pun,0.0778737094,0.251685240276,724183032.322,0
39,pun,0.0569689866028,0.747896348806,541654.119208,0
40,pun,0.00760005926937,0.00493939095042,88022169.1895,0
41,pun,0.0312752411191,0.137239524359,130128.99339,0
42,pun,0.0142966926402,0.0294182763338,57975.0739946,0
43,pun,0.0365675891701,0.0330157347852,1033404748.91,0
44,pun,0.0069630678751,0.0184901146731,7730.60090403,0
45,pun,0.230897840038,0.163561749574,4323161.84698,0
46,pun,0.0026242064346,0.00756870831518,2738324.35877,0
47,pun,0.575412603987,0.42750361442,5469668.70879,0
48,pun,2.84174208854e-05,0.000236707472772,171487.037366,0
49,pun,0.00186642215419,0.0509407884715,12390.7006439,0
50,pun,0.00551478209181,0.0351622392431,5645371.44402,0
51,pun,0.0025112673967,0.229097039342,9031886.75514,0
52,pun,0.00434728837615,0.00958870057893,1827192.9954,0
53,pun,0.00124840074712,0.000976419341847,1045174.41851,0
54,pun,0.00648964015088,0.043675113328,329358.638802,0
55,pun,4.33834340309e-06,0.000275498580201,92755.2950124,0
56,pun,0.845646536452,4.2109571719,31229.7463278,0
57,pun,0.0253152393734,0.0203533129646,67592579.2153,0
58,pun,0.000379357043303,0.00864757316388,68785.3611308,0
59,pun,0.00066248589811,0.0043788407112,2398611.48827,0
60,pun,0.000167089240282,0.00884594590814,145791.21397,0
61,pun,0.00317262912713,0.00399720899291,501050.882355,0
62,pun,0.00227297200198,0.046905990802,266708.41472,0
63,pun,0.0278659994907,0.0174272928809,13567760.9777,0
64,pun,0.000896578621421,0.00115403095318,1001449.73861,0
65,pun,1.45178412453,1.81223451394,289875651.491,0
66,depunned,3.63721100651e-05,0.00538852359253,162976.511167,0
67,depunned,6.42189459301e-05,0.000752916142309,1168621.14756,0
68,depunned,0.000403500936928,0.801493777141,1825198.28564,0
69,depunned,9.96747603614e-05,12.8319768603,29216.7135189,0
70,depunned,2.99765791699e-05,0.00668602862884,2154603.73019,0
71,depunned,0.0378413930744,0.0439317313327,3874980.36255,0
72,depunned,2.3005448374e-05,0.0715050143458,28635.0547436,0
73,depunned,0.000381768905401,0.000750515333329,737701.354182,0
74,depunned,0.000171951757923,0.111942909666,969771.003995,0
75,depunned,0.00425588789186,0.0238734196872,13103419.4724,0
76,depunned,0.0213912269296,0.0214056168856,566580.14977,0
77,depunned,0.000236160358272,0.0245473382263,4922579.88386,0
78,depunned,2.19728611861e-05,0.00379955381016,15450506.8468,0
79,depunned,1.79836365843e-06,0.00267278720959,310307.954912,0
