uniqueID,sentenceType,sumKL,numContextCombos,aveKL
1,pun,8.16924000209e-05,49,1.66719183716e-06
2,pun,0.00116792399798,49,2.38351836322e-05
3,pun,0.0397831557334,3969,1.00234708323e-05
4,pun,0.00393500629009,961,4.09469957345e-06
5,pun,0.000253029715878,225,1.12457651501e-06
6,pun,0.0997630240969,961,0.000103811679601
7,pun,3.87630339474e-05,49,7.91082325458e-07
8,pun,0.000192458467209,49,3.92772382059e-06
9,pun,0.00316376585172,961,3.29216009544e-06
10,pun,0.289540283728,961,0.000301290617823
11,pun,0.491961353541,225,0.00218649490463
12,pun,0.00397094478116,961,4.13209654647e-06
13,pun,0.000360674695,3969,9.08729390274e-08
14,pun,2.30237432743e-05,49,4.69872311721e-07
15,pun,0.0115427693565,961,1.20112064063e-05
16,pun,0.0193224218837,961,2.01065784429e-05
17,pun,0.00429312755721,16129,2.66174440896e-07
18,pun,0.00023312948208,49,4.75774453225e-06
19,pun,0.408370359009,3969,0.000102889987153
20,pun,1.4154638286,65025,2.17679942883e-05
21,pun,3.05040562872e-05,9,3.38933958747e-06
22,pun,0.0878236548156,49,0.00179231948603
23,pun,1.1126450236,3969,0.000280333843185
24,pun,0.000611478413642,9,6.79420459603e-05
25,pun,0.17950213573,3969,4.52260357093e-05
26,pun,0.00118002699489,49,2.40821835693e-05
27,pun,8.53595793134,16129,0.000529230450204
28,pun,0.00218765302157,225,9.72290231809e-06
29,pun,0.0029963567529,961,3.11795707898e-06
30,pun,0.0305808457246,225,0.000135914869887
31,pun,1.25107420114,16129,7.75667556043e-05
32,pun,0.0843645721448,961,8.77883164878e-05
33,pun,0.0210617168182,961,2.19164587078e-05
34,pun,0.00469586859623,961,4.88643974634e-06
35,pun,0.000284699798202,961,2.96253692197e-07
36,pun,0.0,1,0.0
37,pun,0.0511304126665,225,0.000227246278518
38,pun,0.365858216701,65025,5.62642394004e-06
39,pun,0.180282352066,961,0.000187598701421
40,pun,0.0247581117012,3969,6.23787142888e-06
41,pun,0.0884891350934,225,0.00039328504486
42,pun,0.0275782926023,49,0.000562822298006
43,pun,0.190966740752,65025,2.93682031145e-06
44,pun,0.0135981289884,9,0.00151090322093
45,pun,0.645737556359,961,0.000671943346888
46,pun,0.0060374517423,225,2.68331188547e-05
47,pun,1.97729243921,3969,0.000498184036081
48,pun,4.84020783855e-05,9,5.3780087095e-06
49,pun,0.00362670062008,49,7.4014298369e-05
50,pun,0.0163632853636,961,1.70273520953e-05
51,pun,0.00886584001869,3969,2.23377173562e-06
52,pun,0.0107376058109,225,4.77226924927e-05
53,pun,0.00250143746864,49,5.1049744258e-05
54,pun,0.0188205928344,225,8.3647079264e-05
55,pun,7.52833279441e-06,9,8.36481421602e-07
56,pun,2.70955651318,961,0.00281951770362
57,pun,0.0864460556438,3969,2.17803113237e-05
58,pun,0.000743896229267,49,1.51815556993e-05
59,pun,0.0015875291496,225,7.05568510931e-06
60,pun,0.00033430319951,49,6.82251427572e-06
61,pun,0.00614265911415,49,0.000125360390085
62,pun,0.00548291703289,225,2.43685201462e-05
63,pun,0.0867754602478,961,9.02970450029e-05
64,pun,0.0017774407554,49,3.62743011306e-05
65,pun,7.17826660193,65025,0.000110392412179
