uniqueID,sentenceType,sumKL,numContextCombos,aveKL
1,pun,0.00233193818796,49,4.75905752644e-05
2,pun,0.000572245109864,49,1.16784716299e-05
3,pun,0.10530099688,3969,2.65308634116e-05
4,pun,15.8504636719,961,0.0164937187012
5,pun,0.00554960874393,225,2.46649277508e-05
6,pun,0.0212524263073,961,2.21149077079e-05
7,pun,0.171000620214,49,0.00348980857581
8,pun,8.03876260125e-05,49,1.64056379617e-06
9,pun,0.0277230264142,961,2.88481024081e-05
10,pun,0.0628580661194,961,6.54090178141e-05
11,pun,0.0988282568325,225,0.000439236697033
12,pun,0.00956231560538,961,9.95038044265e-06
13,pun,0.00229748177924,3969,5.7885658333e-07
14,pun,0.00143071698421,49,2.91983058002e-05
15,pun,0.0039282161988,961,4.08763392175e-06
16,pun,0.0520916057173,961,5.42056250961e-05
17,pun,4.95993345451,16129,0.000307516489212
18,pun,0.000563254621129,49,1.14949922679e-05
19,pun,0.0656528058454,3969,1.65413972903e-05
20,pun,0.180205063417,65025,2.77131969883e-06
21,pun,9.61871354773e-06,9,1.06874594975e-06
22,pun,0.0200028457508,49,0.000408221341853
23,pun,0.152369939551,3969,3.83900074455e-05
24,pun,0.000186029875509,9,2.06699861676e-05
25,pun,0.0327395318241,3969,8.24881124316e-06
26,pun,0.00115387861238,49,2.35485431099e-05
27,pun,0.95084809527,16129,5.89526998122e-05
28,pun,0.00137729145233,225,6.12129534367e-06
29,pun,0.000883177188972,961,9.1901892713e-07
30,pun,0.00675006412747,225,3.0000285011e-05
31,pun,0.153767128379,16129,9.53358102665e-06
32,pun,0.0539963820344,961,5.61877024291e-05
33,pun,0.228865887867,961,0.00023815388956
34,pun,0.00940692177463,961,9.78868030659e-06
35,pun,0.000725215734348,961,7.54646966023e-07
36,pun,0.0,1,0.0
37,pun,0.0123676104248,225,5.49671574435e-05
38,pun,0.312836736644,65025,4.81102247819e-06
39,pun,0.76795804736,961,0.000799123878627
40,pun,0.00428025328236,3969,1.07842108399e-06
41,pun,0.0513957280041,225,0.000228425457796
42,pun,0.0105447725597,49,0.000215199439994
43,pun,0.034191129715,65025,5.25815143636e-07
44,pun,0.00439607515707,9,0.00048845279523
45,pun,0.127187245437,961,0.000132348850611
46,pun,0.0080066249913,225,3.55849999613e-05
47,pun,0.294617603971,3969,7.42296810206e-05
48,pun,1.89448851057e-05,9,2.10498723397e-06
49,pun,0.00622982988681,49,0.000127139385445
50,pun,0.00935466827397,961,9.73430621641e-06
51,pun,0.152360716191,3969,3.83876835956e-05
52,pun,0.00280083745319,225,1.24481664586e-05
53,pun,0.000812707363408,49,1.65858645594e-05
54,pun,0.0147036900041,225,6.53497333516e-05
55,pun,3.71816050768e-06,9,4.13128945297e-07
56,pun,0.665950565797,961,0.000692976655356
57,pun,0.0154669970006,3969,3.89695061744e-06
58,pun,0.000552897871029,49,1.1283630021e-05
59,pun,0.00143461066523,225,6.37604740101e-06
60,pun,0.00671080455994,49,0.000136955195101
61,pun,0.00199293480742,49,4.0672138927e-05
62,pun,0.0166999096069,225,7.42218204752e-05
63,pun,0.0153293371704,961,1.59514434656e-05
64,pun,0.000617277560937,49,1.25975012436e-05
65,pun,1.6043643697,65025,2.46730391342e-05
66,depunned,0.00235782014315,49,4.81187784316e-05
67,depunned,7.82239803505e-05,49,1.59640776226e-06
68,depunned,0.180649177872,3969,4.55150359969e-05
69,depunned,15.9262168443,961,0.0165725461439
70,depunned,0.00615973456548,225,2.73765980688e-05
71,depunned,0.0193765275865,961,2.01628799027e-05
72,depunned,0.0809058306475,49,0.00165113940097
73,depunned,0.000198414594357,49,4.04927743585e-06
74,depunned,0.00961416489957,961,1.00043339225e-05
75,depunned,0.00746450562888,961,7.76743561798e-06
76,depunned,0.0106971554446,225,4.75429130869e-05
77,depunned,0.00890317860018,961,9.26449386075e-06
78,depunned,0.000623135108645,961,6.48423630223e-07
79,depunned,0.00148121018023,49,3.02287791883e-05
80,depunned,0.00272428671011,961,2.8348456921e-06
81,depunned,0.0327121564967,961,3.40397049913e-05
82,depunned,4.95993345451,16129,0.000307516489212
83,depunned,0.000507992036998,49,1.03671844285e-05
84,depunned,0.0107814723237,3969,2.71642033855e-06
85,depunned,0.0507922054446,65025,7.81118115258e-07
86,depunned,1.31026888048e-06,9,1.45585431164e-07
87,depunned,0.0136470244744,49,0.00027851070356
88,depunned,0.0505657124419,3969,1.27401643845e-05
89,depunned,1.39469924698e-05,9,1.54966582998e-06
90,depunned,0.000513824091132,225,2.28366262725e-06
91,depunned,0.00108826524348,49,2.22094947649e-05
92,depunned,0.133499826527,16129,8.27700579869e-06
93,depunned,0.000992552040063,225,4.41134240028e-06
94,depunned,0.000448943665016,961,4.6716302291e-07
95,depunned,0.022006178152,961,2.28992488574e-05
96,depunned,0.0347609587027,16129,2.15518374993e-06
97,depunned,0.113735127197,961,0.000118350808738
98,depunned,0.229270203118,961,0.000238574613026
99,depunned,0.00904438353169,961,9.41142927335e-06
100,depunned,0.000801442726894,961,8.33967457746e-07
101,depunned,0.0,1,0.0
102,depunned,0.00244381076875,225,1.08613811944e-05
103,depunned,0.0898208022851,65025,1.381327217e-06
104,depunned,0.746973272125,961,0.000777287484001
105,depunned,0.00110714670237,3969,2.78948526673e-07
106,nonpun,0.0278192987747,961,2.89482817635e-05
107,nonpun,0.365393966597,3969,9.20619719316e-05
