uniqueID,sentenceType,sumKL,sumSupport,sumBalance,sumDominance,numContextCombos
1,pun,3.98533451834e-05,4.74338450462e-20,196455.599774,0.0044834649916,49
2,pun,0.000590128950675,-9.3173624198e-21,975525.328644,0.000522491660822,49
3,pun,0.0103369088634,-6.6339620429e-17,2128722.4746,0.638771013882,3969
4,pun,0.00146055002063,-5.89805981832e-17,31705.3568851,12.3939963605,961
5,pun,0.000100904913821,-3.18484388168e-19,2981800.37869,0.00477231786873,225
6,pun,0.0308962277894,-1.01643953671e-19,5603027.78177,0.0303134074452,961
7,pun,1.93513510853e-05,6.93889390391e-18,9875.5089334,0.151905526969,49
8,pun,8.63568731911e-05,9.74087889342e-21,1191923.6422,0.000261989245757,49
9,pun,0.00113882903329,4.48508180736e-17,624643.486071,0.186010852825,961
10,pun,0.097651395651,-7.9604156383e-18,6597714.45079,0.0413219827698,961
11,pun,0.197653499751,4.60785923306e-18,222364.157985,0.101564075538,225
12,pun,0.0014552432824,2.53262851229e-18,5161940.1384,0.0233250908418,961
13,pun,0.000105581535177,-6.87334149472e-19,72541514.8629,0.00621570956021,3969
14,pun,1.17398359615e-05,3.38813178902e-20,339647.604287,0.00245924868615,49
15,pun,0.00401981781049,3.16684443155e-19,12903758.3044,0.00645194719528,961
16,pun,0.00653098544319,1.61410598429e-17,827679.313171,0.168996306839,961
17,pun,0.00106061383571,-3.62595682951e-15,4307910.00939,6.51062171503,16129
18,pun,0.000119226223678,-3.81694221856e-20,975617.502704,0.000655039516578,49
19,pun,0.117393946222,2.14823437291e-18,38581960.588,0.0500632026032,3969
20,pun,0.305664325197,-3.19570774097e-17,813690624.407,0.0955233176117,65025
21,pun,1.80750682039e-05,-4.23516473627e-22,381503.216501,1.79728908731e-05,9
22,pun,0.0395190578441,1.08420217249e-19,152243.425748,0.0204135754635,49
23,pun,0.278293946563,6.36130213717e-17,30477734.3378,0.0996134254136,3969
24,pun,0.000363035159084,0.0,175036.683926,0.000151260138582,9
25,pun,0.0480996288805,-3.16014757731e-18,44171494.2528,0.0249892276174,3969
26,pun,0.000608277076282,-1.35525271561e-20,255699.640718,0.00291492706208,49
27,pun,1.8937457943,3.45920632362e-16,31897525.6906,0.974565305999,16129
28,pun,0.00094367067419,3.72694496792e-19,1893717.16844,0.00436347680575,225
29,pun,0.00103151074786,-3.22401915549e-19,25209896.4258,0.000970782642645,961
30,pun,0.0118478972462,-4.40457132572e-20,2640803.90568,0.00461212062085,225
31,pun,0.297136962678,1.58002349607e-16,157294718.698,0.112942658496,16129
32,pun,0.0259951310916,1.10453096322e-18,7773406.24701,0.0345978967661,961
33,pun,0.00705054937725,8.64380182014e-17,258546.025544,0.58138338791,961
34,pun,0.00174110073878,3.71339244076e-18,4871639.69403,0.0244877812704,961
35,pun,9.71334645438e-05,3.20813728773e-20,24610820.9164,0.00117954022264,961
36,pun,0.0,0.0,38461.2150504,4.24968954992e-06,1
37,pun,0.0216201074444,-3.1170812459e-19,2005422.51915,0.0109606719818,225
38,pun,0.0778737094,-1.80745660697e-16,724183032.322,0.160763776758,65025
39,pun,0.0569689866028,-1.65855827336e-16,541654.119208,0.704187739586,961
40,pun,0.00760005926937,-1.44812193734e-18,88022169.1895,0.00345864505712,3969
41,pun,0.0312752411191,1.27393755267e-18,130128.99339,0.119350314199,225
42,pun,0.0142966926402,-7.04731412116e-19,57975.0739946,0.0180885848207,49
43,pun,0.0365675891701,1.19587833806e-16,1033404748.91,0.0212771713623,65025
44,pun,0.0069630678751,-2.16840434497e-19,7730.60090403,0.00860977379671,9
45,pun,0.230897840038,-2.3317122972e-17,4323161.84698,0.0914439136219,961
46,pun,0.0026242064346,7.39459762953e-19,2738324.35877,0.00571438038414,225
47,pun,0.575412603987,5.38712954454e-19,5469668.70879,0.41523582025,3969
48,pun,2.84174208854e-05,4.23516473627e-22,171487.037366,0.000109419893201,9
49,pun,0.00186642215419,7.04731412116e-19,12390.7006439,0.0491121375042,49
50,pun,0.00551478209181,-9.45606406491e-19,5645371.44402,0.0231067930454,961
51,pun,0.0025112673967,5.52523826659e-17,9031886.75514,0.227458855589,3969
52,pun,0.00434728837615,-2.67662411332e-19,1827192.9954,0.00510254107681,225
53,pun,0.00124840074712,-1.86347248396e-20,1045174.41851,0.000547676029478,49
54,pun,0.00648964015088,8.41950749571e-19,329358.638802,0.0372754273667,225
55,pun,4.33834340309e-06,-1.69406589451e-21,92755.2950124,0.000222886439147,9
56,pun,0.845646536452,-2.71538434099e-16,31229.7463278,3.65262949977,961
57,pun,0.0253152393734,-7.06203131861e-18,67592579.2153,0.0111731729504,3969
58,pun,0.000379357043303,-1.62630325873e-19,68785.3611308,0.00805371320057,49
59,pun,0.00066248589811,-2.58345048913e-19,2398611.48827,0.00348541372537,225
60,pun,0.000167089240282,3.7947076037e-19,145791.21397,0.00853811982083,49
61,pun,0.00317262912713,8.80914265144e-20,501050.882355,0.00165979535035,49
62,pun,0.00227297200198,1.83636742965e-18,266708.41472,0.0432084404655,225
63,pun,0.0278659994907,2.47333620598e-19,13567760.9777,0.00894543410917,961
64,pun,0.000896578621421,0.0,1001449.73861,0.000542056674893,49
65,pun,1.45178412453,-1.4649255093e-15,289875651.491,0.999025367806,65025
66,depunned,3.63721100651e-05,3.53636255479e-19,162976.511167,0.00506835910719,49
67,depunned,6.42189459301e-05,4.319868031e-20,1168621.14756,0.000286825112436,49
68,depunned,0.000403500936928,-4.84909421644e-17,1825198.28564,0.800858712092,3969
69,depunned,9.96747603614e-05,-2.6575963652e-15,29216.7135189,12.8317378047,961
70,depunned,2.99765791699e-05,-1.32475952951e-18,2154603.73019,0.00646506050326,225
71,depunned,0.0378413930744,6.64073830647e-19,3874980.36255,0.0384310436577,961
72,depunned,2.3005448374e-05,6.50521303491e-19,28635.0547436,0.071282233961,49
73,depunned,0.000381768905401,-1.8211208366e-20,737701.354182,0.000635922851414,49
74,depunned,0.000171951757923,4.22510622002e-19,969771.003995,0.111427583428,961
75,depunned,0.00425588789186,1.95241094342e-19,13103419.4724,0.00765186933012,961
76,depunned,0.0213912269296,3.42201310691e-19,566580.14977,0.0213506745495,225
77,depunned,0.000236160358272,3.60963090472e-18,4922579.88386,0.0240461634387,961
78,depunned,2.19728611861e-05,7.4962415832e-20,15450506.8468,0.00374440176521,961
79,depunned,1.79836365843e-06,2.71050543121e-20,310307.954912,0.00266109233791,49
80,depunned,0.000834923175827,1.18499909321e-18,7483361.65587,0.0123205500587,961
81,depunned,0.00654180127828,1.8982008348e-17,1303731.29701,0.106084009434,961
82,depunned,0.00106061383571,-3.62595682951e-15,4307910.00939,6.51062171503,16129
83,depunned,1.51971768122e-05,-3.15519772852e-20,857075.060998,0.000715601834892,49
84,depunned,0.00670309210728,6.36005276358e-18,57684283.4333,0.0143318795095,3969
85,depunned,0.0381517382613,-1.89657356374e-17,931220666.096,0.0413674766742,65025
86,depunned,1.5074226909e-06,-1.06499503866e-23,447312.183656,6.27939642981e-06,9
87,depunned,0.0267671292243,-1.40946282423e-18,175277.258462,0.0156829836866,49
88,depunned,0.0740211528758,3.04021300593e-18,40392255.0641,0.0400164616793,3969
89,depunned,3.3144194873e-06,-1.69406589451e-21,54750.6927769,0.000421538158952,9
90,depunned,0.000139002508267,5.48453833347e-20,1987528.4114,0.00356861837182,225
91,depunned,2.5969262869e-05,-9.14795583035e-20,252604.073128,0.00282683418105,49
92,depunned,0.258979101013,-2.57629306072e-17,47332154.795,0.343179346561,16129
93,depunned,0.000976107959663,6.39509875177e-20,1462341.65734,0.00521103530629,225
94,depunned,0.00019904497748,-2.59549423884e-19,25940428.8759,0.000829932623289,961
95,depunned,0.0352026553285,1.82874413312e-18,10344589.5009,0.0131667911207,961
96,depunned,0.0591869244846,3.65269723614e-18,231237927.844,0.0315715831238,16129
97,depunned,0.00342042028224,-2.97749021619e-17,3807722.5139,0.0940591892693,961
98,depunned,0.00125276976448,6.29243835856e-17,263401.879709,0.575224857901,961
99,depunned,0.000140490290145,1.51534194264e-18,4260814.84587,0.0277805210807,961
100,depunned,0.000100121971967,1.11437772123e-20,24911328.4951,0.0011267440362,961
101,depunned,0.0,0.0,17845.9842068,1.65519423111e-05,1
102,depunned,0.00206496554791,3.11178728998e-19,2715894.28616,0.00358524826172,225
103,depunned,0.0794322035445,-3.65660748433e-17,846967927.75,0.0633666354909,65025
104,depunned,0.0107833504121,-2.72216060457e-16,498872.105047,0.668875935531,961
105,depunned,0.00133570992438,3.55831592824e-19,100722995.276,0.000948458265529,3969
106,nonpun,0.0521089339234,9.06664066741e-18,9937142.38832,0.0223857992681,961
107,nonpun,0.726421035061,-3.46504238063e-17,26242405.9623,0.199298734596,3969
108,nonpun,0.735173256522,-4.87281113896e-17,13111073.7134,1.19115691105,16129
109,nonpun,0.000476553729096,1.00288700955e-18,20814.9152913,0.0335516428454,49
110,nonpun,6.54918174248e-05,3.81164826264e-21,1817255.90433,7.26245043112e-05,49
111,nonpun,2.83391994436,9.97465998687e-18,781191.352466,0.740425731404,961
112,nonpun,0.00171273674301,1.59242194084e-18,3349866.95327,0.037060962899,961
113,nonpun,0.0476836017666,1.16551733542e-18,1094393.49336,0.0206003928726,225
114,nonpun,0.00537943642259,-1.02186054757e-17,111332.432993,0.0925551243381,225
115,nonpun,0.0841282104942,3.53636255479e-20,7666145.72424,0.0376435651013,961
116,nonpun,0.298973268063,-1.64256629132e-17,89293.5808186,0.197068129263,225
117,nonpun,2.96448195807e-05,4.15046144155e-20,590180.869085,0.000821179034538,49
118,nonpun,5.96915476558e-07,3.38813178902e-21,1674569.20792,9.70075664737e-05,49
119,nonpun,1.84399682809e-05,9.58206021581e-21,5277320.18302,0.000727625553903,225
120,nonpun,0.00272093402635,2.10064170919e-19,916000.054128,0.00109811763587,49
121,nonpun,0.00302750746214,2.71050543121e-19,23532.9473092,0.00208504733005,9
122,nonpun,3.85525509569e-06,2.71050543121e-20,33347.5040318,0.0176905793055,49
123,nonpun,0.00200035159073,2.71050543121e-20,745260.539861,0.00110594614887,49
124,nonpun,0.00106959189196,0.0,38948.5890855,0.00101662116281,9
125,nonpun,0.0330595738426,5.14996031931e-19,1569585.42967,0.0149638443206,225
126,nonpun,0.0043379668478,-1.53312963453e-19,18149459.0548,0.00346519037011,961
127,nonpun,0.0620633036358,7.99599102208e-18,245283.537824,0.0570730018617,225
128,nonpun,0.00187375816156,-8.80914265144e-20,696916.982408,0.00117571724546,49
129,nonpun,0.00336290968715,-2.49361536588e-18,59810039.8425,0.013876484408,3969
130,nonpun,0.00165198790079,-4.45539330256e-19,1933170.59929,0.00792895234186,225
131,nonpun,0.00603643970102,3.86247023948e-19,3620099.53954,0.00263527287591,225
132,nonpun,0.0341838345895,7.82658443263e-19,781945.695621,0.0216209695639,225
133,nonpun,0.00058597407697,-5.20395866969e-20,2915737.16639,0.0024769860729,225
134,nonpun,0.00158633880815,-2.37169225231e-20,24911175.7223,0.0010242920894,961
135,nonpun,0.0265749636321,1.74488787134e-19,11957951.3105,0.0111096479918,961
136,nonpun,0.0247098400328,-3.52736282972e-18,4566243.81293,0.0279663374999,961
137,nonpun,0.00583665280615,4.36486665632e-19,3987223.24087,0.00246471423508,225
138,nonpun,0.0067711837454,1.80428182161e-16,3174864.85507,0.648763941858,3969
139,nonpun,0.0176155156629,-8.06375365786e-19,9033445.48118,0.0121949765234,961
140,nonpun,6.36290500297e-07,0.0,361451.652148,1.98181477316e-05,9
141,nonpun,0.0079567781776,2.03287907341e-19,3771341.23282,0.00312193007769,225
142,nonpun,0.0,0.0,1373.33583075,0.000291851884811,1
143,nonpun,0.00209833452433,3.73223892384e-21,19627405.6612,0.00257996665105,961
144,nonpun,2.1702224454,-3.14960731107e-17,8882433.09308,0.527639885748,3969
145,nonpun,0.00352788074203,1.21972744405e-19,548007.204858,0.00172421266635,49
146,nonpun,0.000871111537124,-5.42101086243e-19,15468.1656839,0.0454827474026,49
147,nonpun,0.00328222925645,6.77626357803e-20,41167.0666047,0.00136881401447,9
148,nonpun,0.000269532438921,1.01643953671e-20,1446383.98365,0.000191338331125,49
149,nonpun,0.0,0.0,313.619059428,0.00129964307259,1
150,nonpun,0.021219149237,-2.71050543121e-20,297864.212104,0.010914887315,49
151,nonpun,0.0,0.0,26488.1899943,9.06349524406e-06,1
152,nonpun,0.00537794588645,0.0,5218.72250065,0.00726374942312,9
153,nonpun,0.0,0.0,10183.9469879,3.38201622305e-05,1
154,nonpun,0.112934013653,-8.4501700884e-17,307224.256332,0.509588517269,961
155,nonpun,0.00050797120716,1.35525271561e-20,118021.49511,0.000304371916825,9
156,nonpun,3.12323859549e-05,9.52912065661e-20,1652681.42972,0.00457571692345,225
157,nonpun,0.0,0.0,10932.6485708,3.10657611418e-05,1
158,nonpun,0.000158531141715,3.1763735522e-21,173529.144804,0.000142434724613,9
159,nonpun,0.000195731292217,-2.37169225231e-20,17760.5502889,0.00161676934923,9
160,nonpun,1.56009793307e-05,0.0,111613.133031,0.000362067648395,9
161,nonpun,0.0,0.0,33.9973297672,0.0120416050288,1
162,nonpun,0.00713430802237,1.08420217249e-19,348462.703464,0.00333067681692,49
163,nonpun,0.000136994380314,-2.71050543121e-20,15213.4080785,0.00163304493788,9
164,nonpun,0.000110754046819,-3.21872519957e-20,372799.586901,0.00141401203458,49
165,nonpun,6.10324093051e-05,-6.77626357803e-21,138056.433663,0.000166790422731,9
166,nonpun,6.06490984865e-05,-1.18584612616e-20,73589.0760312,0.000381081222153,9
167,nonpun,0.000220317179664,0.0,17193.7794346,0.00146879419561,9
168,nonpun,0.000141914798623,1.35525271561e-20,266859.625135,0.000100282934042,9
169,nonpun,0.00170791699166,-5.3363075677e-20,646786.437527,0.00121100849316,49
170,nonpun,0.00123464125733,0.0,59291.8049333,0.00108327382131,9
171,nonpun,3.69734217453,3.51281503885e-17,591968.900817,0.982462322539,961
172,nonpun,0.00847380572258,-2.16840434497e-19,419739.202911,0.00387372909308,49
173,nonpun,0.000516397889698,-6.43745039913e-20,54033.1412679,0.0101015744586,49
174,nonpun,0.068378034671,6.61363325216e-18,98333.1162673,0.115387683839,225
175,nonpun,0.0958634205627,1.51788304148e-18,5177542.59234,0.0438470474283,961
176,nonpun,0.00127286204143,2.03287907341e-20,710792.754713,0.000816447276876,49
177,nonpun,0.109451752461,-1.73472347598e-18,12984.3313961,0.0768204576533,49
178,nonpun,0.0,0.0,27407.6590205,8.54472766512e-06,1
179,nonpun,0.110808267657,3.63207727783e-18,132878.336751,0.104739008399,225
180,nonpun,7.19467436184e-05,-3.38813178902e-21,192418.316078,0.000111939795829,9
181,nonpun,7.3628353534e-05,7.39332708011e-18,3689865.33456,0.034376450221,961
182,nonpun,0.0324160175947,4.33680868994e-19,71487.6430055,0.0189312943991,49
183,nonpun,4.88900558354e-06,4.23516473627e-22,181463.152433,9.01002770998e-05,9
184,nonpun,0.00818526220604,-2.43945488809e-19,166168.00129,0.00566898582578,49
185,nonpun,0.0101653604752,-7.18283939272e-19,1203537.02292,0.00956418227428,225
186,nonpun,0.00546091837967,-5.14996031931e-19,25917.9804826,0.023547045717,49
187,nonpun,0.0206391191118,0.0,2136.78811097,0.0200185545489,9
188,nonpun,0.00321007659578,-5.3363075677e-20,3814829.8526,0.00217772577034,225
189,nonpun,0.000339847563281,3.04931861012e-20,859730.465202,0.000581167589304,49
190,nonpun,5.20992141958e-05,-7.64976630489e-21,1568466.55464,0.000134733849449,49
191,nonpun,3.79193206245e-05,0.0,241270.38409,6.50282259301e-05,9
192,nonpun,0.000650941378969,6.39509875177e-20,2282655.4914,0.00387433115152,225
193,nonpun,0.000195463689688,-3.38813178902e-21,171674.976873,0.000180584824889,9
194,nonpun,0.00109675324327,-5.08219768353e-20,159368.183288,0.00369977306651,49
195,nonpun,0.0271341997691,-4.33680868994e-19,627367.312849,0.0222686617342,225
196,nonpun,0.000249027128241,0.0,68735.249314,0.000424004067022,9
197,nonpun,7.5542518599e-05,-1.88888347238e-19,1878142.51489,0.00403728167506,225
198,nonpun,0.00144409215864,2.36322192284e-19,1594821.05384,0.004783774187,225
199,nonpun,6.19650032815e-05,0.0,148248.930845,0.000141894251324,9
200,nonpun,1.30622126807e-05,4.23516473627e-22,116887.382587,0.000171995111761,9
201,nonpun,0.00295447440038,-4.12505045313e-19,22137239.2817,0.00177675356169,961
202,nonpun,0.000361951689044,1.05879118407e-21,417749.817559,0.00123073455498,49
203,nonpun,0.010961787393,0.0,1088.49432474,0.0273957879566,9
204,nonpun,0.0137586369192,-5.89534931289e-19,2389661.46952,0.0456835895621,961
205,nonpun,0.0260815574608,2.37169225231e-20,9021301.62764,0.015348750955,961
206,nonpun,9.02131152439e-05,-8.73502726856e-22,7462051.81524,0.000200124996615,225
207,nonpun,1.00469319385,6.41847686111e-17,65748.1953385,0.392675221915,225
208,nonpun,0.0049091233349,-2.03287907341e-19,349383.105805,0.00269754897503,49
209,nonpun,0.00278926040576,-1.76182853029e-19,33062.3367697,0.0176504680665,49
210,nonpun,0.000293645999378,1.01974825916e-20,28789827.0318,0.000389015022088,961
211,nonpun,0.0,0.0,202.22600953,0.00201905657185,1
212,nonpun,0.0890388609187,-2.59530895039e-18,585583.929831,0.213380315728,961
213,nonpun,0.000231322908748,-1.52465930506e-20,1875130.55804,8.75205281417e-05,49
214,nonpun,0.00227461810294,-1.08420217249e-19,1155.72466592,0.0228145157605,9
215,nonpun,0.0408851173116,1.08420217249e-18,37383.9603144,0.0314178724489,49
216,nonpun,0.0166105413157,-9.83828768236e-19,7336140.96917,0.0163006437048,961
217,nonpun,8.81509822454e-06,-2.03287907341e-20,25402.7093765,0.0010155313657,9
218,nonpun,0.0,0.0,5949.8847726,6.24416693188e-05,1
219,nonpun,0.00106906519169,1.62630325873e-19,2558.26686146,0.0103734793865,9
220,nonpun,0.000497311540303,1.35525271561e-20,33164.7915249,0.000996847115595,9
221,nonpun,1.86491836389,1.22298005056e-16,826126.048731,0.582300619357,961
222,nonpun,0.00514950414537,-1.89735380185e-19,99187.7117427,0.00734806327315,49
223,nonpun,0.00272945416329,-3.76929661528e-20,5121386.13733,0.00128893370851,225
