uniqueID,sentenceType,sumKL,sumSupport,sumBalance,numContextCombos
51,pun,0.0025112673967,5.52523826659e-17,3710444.71238,3969
52,pun,0.00434728837615,-2.67662411332e-19,1052383.56706,225
53,pun,0.00124840074712,-1.86347248396e-20,692198.398984,49
54,pun,0.00648964015088,8.41950749571e-19,130102.493141,225
55,pun,4.33834340309e-06,-1.69406589451e-21,51063.3693146,9
56,pun,0.845646536452,-2.71538434099e-16,14611.189124,961
57,pun,0.0253152393734,-7.06203131861e-18,50891141.8779,3969
58,pun,0.000379357043303,-1.62630325873e-19,34181.212074,49
59,pun,0.00066248589811,-2.58345048913e-19,1222472.26173,225
60,pun,0.000167089240282,3.7947076037e-19,52546.3721666,49
61,pun,0.00317262912713,8.80914265144e-20,360339.456036,49
62,pun,0.00227297200198,1.83636742965e-18,116295.898848,225
63,pun,0.0278659994907,2.47333620598e-19,10784020.4971,961
64,pun,0.000896578621421,0.0,690744.29266,49
65,pun,1.45178412453,-1.4649255093e-15,166706405.022,65025
66,depunned,3.63721100651e-05,3.53636255479e-19,68456.8564207,49
67,depunned,6.42189459301e-05,4.319868031e-20,813097.010929,49
68,depunned,0.000403500936928,-4.84909421644e-17,828526.200533,3969
69,depunned,9.96747603614e-05,-2.6575963652e-15,8747.04261941,961
70,depunned,2.99765791699e-05,-1.32475952951e-18,953836.405894,225
71,depunned,0.0378413930744,6.64073830647e-19,1686128.25909,961
72,depunned,2.3005448374e-05,6.50521303491e-19,8016.61559987,49
73,depunned,0.000381768905401,-1.8211208366e-20,405734.526761,49
74,depunned,0.000171951757923,4.22510622002e-19,473475.679326,961
75,depunned,0.00425588789186,1.95241094342e-19,13243401.1382,961
76,depunned,0.0213912269296,3.42201310691e-19,243240.672442,225
77,depunned,0.000236160358272,3.60963090472e-18,2373520.35865,961
78,depunned,2.19728611861e-05,7.4962415832e-20,9988412.50814,961
79,depunned,1.79836365843e-06,2.71050543121e-20,133538.166776,49
80,depunned,0.000834923175827,1.18499909321e-18,3964295.62475,961
81,depunned,0.00654180127828,1.8982008348e-17,548925.719431,961
82,depunned,0.00106061383571,-3.62595682951e-15,1595827.91194,16129
83,depunned,1.51971768122e-05,-3.15519772852e-20,451741.410172,49
84,depunned,0.00670309210728,6.36005276358e-18,48640534.1418,3969
85,depunned,0.0381517382613,-1.89657356374e-17,848619002.957,65025
86,depunned,1.5074226909e-06,-1.06499503866e-23,405211.561615,9
87,depunned,0.0267671292243,-1.40946282423e-18,29853.6587851,49
88,depunned,0.0740211528758,3.04021300593e-18,26302592.6425,3969
89,depunned,3.3144194873e-06,-1.69406589451e-21,28623.3423321,9
90,depunned,0.000139002508267,5.48453833347e-20,1058200.72761,225
91,depunned,2.5969262869e-05,-9.14795583035e-20,113273.981986,49
92,depunned,0.258979101013,-2.57629306072e-17,22132935.9433,16129
93,depunned,0.000976107959663,6.39509875177e-20,752950.408683,225
94,depunned,0.00019904497748,-2.59549423884e-19,21627948.0004,961
95,depunned,0.0352026553285,1.82874413312e-18,6763895.96514,961
96,depunned,0.0591869244846,3.65269723614e-18,170062296.84,16129
97,depunned,0.00342042028224,-2.97749021619e-17,1467295.25632,961
98,depunned,0.00125276976448,6.29243835856e-17,110720.326836,961
99,depunned,0.000140490290145,1.51534194264e-18,2037156.01599,961
100,depunned,0.000100121971967,1.11437772123e-20,20202942.5005,961
101,depunned,0.0,0.0,10368.6005545,1
102,depunned,0.00206496554791,3.11178728998e-19,2026608.34129,225
103,depunned,0.0794322035445,-3.65660748433e-17,759301899.622,65025
104,depunned,0.0107833504121,-2.72216060457e-16,162080.036035,961
105,depunned,0.00133570992438,3.55831592824e-19,98145204.6005,3969
106,nonpun,0.0521089339234,9.06664066741e-18,5807219.00448,961
107,nonpun,0.726421035061,-3.46504238063e-17,9567274.72611,3969
108,nonpun,0.735173256522,-4.87281113896e-17,7680287.20399,16129
109,nonpun,0.000476553729096,1.00288700955e-18,9149.40813215,49
110,nonpun,6.54918174248e-05,3.81164826264e-21,1597433.10945,49
111,nonpun,2.83391994436,9.97465998687e-18,230872.417684,961
112,nonpun,0.00171273674301,1.59242194084e-18,1556863.91769,961
113,nonpun,0.0476836017666,1.16551733542e-18,391425.140881,225
114,nonpun,0.00537943642259,-1.02186054757e-17,49156.8581048,225
115,nonpun,0.0841282104942,3.53636255479e-20,3217959.44314,961
116,nonpun,0.298973268063,-1.64256629132e-17,32919.8178294,225
117,nonpun,2.96448195807e-05,4.15046144155e-20,325952.600959,49
118,nonpun,5.96915476558e-07,3.38813178902e-21,1297699.98622,49
119,nonpun,1.84399682809e-05,9.58206021581e-21,3648727.32074,225
120,nonpun,0.00272093402635,2.10064170919e-19,598816.386456,49
121,nonpun,0.00302750746214,2.71050543121e-19,48794.9368898,9
122,nonpun,3.85525509569e-06,2.71050543121e-20,16030.6743406,49
123,nonpun,0.00200035159073,2.71050543121e-20,394638.682758,49
124,nonpun,0.00106959189196,0.0,17087.0360365,9
125,nonpun,0.0330595738426,5.14996031931e-19,541877.347992,225
126,nonpun,0.0043379668478,-1.53312963453e-19,12332609.3735,961
127,nonpun,0.0620633036358,7.99599102208e-18,97444.3363715,225
128,nonpun,0.00187375816156,-8.80914265144e-20,330044.775673,49
129,nonpun,0.00336290968715,-2.49361536588e-18,42447553.7221,3969
130,nonpun,0.00165198790079,-4.45539330256e-19,937326.184533,225
131,nonpun,0.00603643970102,3.86247023948e-19,2546100.71593,225
132,nonpun,0.0341838345895,7.82658443263e-19,300650.37113,225
133,nonpun,0.00058597407697,-5.20395866969e-20,1691022.0279,225
134,nonpun,0.00158633880815,-2.37169225231e-20,22139014.24,961
135,nonpun,0.0265749636321,1.74488787134e-19,8758747.71351,961
136,nonpun,0.0247098400328,-3.52736282972e-18,2146701.3441,961
137,nonpun,0.00583665280615,4.36486665632e-19,2790448.88013,225
138,nonpun,0.0067711837454,1.80428182161e-16,1248192.15279,3969
139,nonpun,0.0176155156629,-8.06375365786e-19,5888537.46897,961
140,nonpun,6.36290500297e-07,0.0,280869.008708,9
141,nonpun,0.0079567781776,2.03287907341e-19,2162727.12228,225
142,nonpun,0.0,0.0,694.115206656,1
143,nonpun,0.00209833452433,3.73223892384e-21,16687557.9787,961
144,nonpun,2.1702224454,-3.14960731107e-17,4669824.32559,3969
145,nonpun,0.00352788074203,1.21972744405e-19,249173.915006,49
146,nonpun,0.000871111537124,-5.42101086243e-19,6895.31123611,49
147,nonpun,0.00328222925645,6.77626357803e-20,10962.6722848,9
148,nonpun,0.000269532438921,1.01643953671e-20,1012844.12324,49
149,nonpun,0.0,0.0,157.194680087,1
150,nonpun,0.021219149237,-2.71050543121e-20,68959.810188,49
151,nonpun,0.0,0.0,16699.9697822,1
152,nonpun,0.00537794588645,0.0,2139.86312784,9
153,nonpun,0.0,0.0,5532.12054353,1
154,nonpun,0.112934013653,-8.4501700884e-17,122615.487006,961
155,nonpun,0.00050797120716,1.35525271561e-20,86553.2880819,9
156,nonpun,3.12323859549e-05,9.52912065661e-20,864874.256045,225
157,nonpun,0.0,0.0,5976.81163867,1
158,nonpun,0.000158531141715,3.1763735522e-21,99237.6783284,9
159,nonpun,0.000195731292217,-2.37169225231e-20,8356.53000405,9
160,nonpun,1.56009793307e-05,0.0,44577.0410908,9
161,nonpun,0.0,0.0,17.0031809988,1
162,nonpun,0.00713430802237,1.08420217249e-19,148711.670096,49
163,nonpun,0.000136994380314,-2.71050543121e-20,7721.06902663,9
164,nonpun,0.000110754046819,-3.21872519957e-20,191703.246635,49
165,nonpun,6.10324093051e-05,-6.77626357803e-21,85233.1533666,9
166,nonpun,6.06490984865e-05,-1.18584612616e-20,39170.9298262,9
167,nonpun,0.000220317179664,0.0,8598.10319646,9
168,nonpun,0.000141914798623,1.35525271561e-20,160584.095235,9
169,nonpun,0.00170791699166,-5.3363075677e-20,304192.609235,49
170,nonpun,0.00123464125733,0.0,19957.2679448,9
171,nonpun,3.69734217453,3.51281503885e-17,172220.938552,961
172,nonpun,0.00847380572258,-2.16840434497e-19,156872.765693,49
173,nonpun,0.000516397889698,-6.43745039913e-20,27012.2528995,49
174,nonpun,0.068378034671,6.61363325216e-18,41343.9091506,225
175,nonpun,0.0958634205627,1.51788304148e-18,2080894.12511,961
176,nonpun,0.00127286204143,2.03287907341e-20,747428.597485,49
177,nonpun,0.109451752461,-1.73472347598e-18,5283.47924801,49
178,nonpun,0.0,0.0,17437.6116535,1
179,nonpun,0.110808267657,3.63207727783e-18,52044.1492522,225
180,nonpun,7.19467436184e-05,-3.38813178902e-21,202644.673406,9
181,nonpun,7.3628353534e-05,7.39332708011e-18,1699693.20699,961
182,nonpun,0.0324160175947,4.33680868994e-19,24618.4438637,49
183,nonpun,4.88900558354e-06,4.23516473627e-22,110241.423803,9
184,nonpun,0.00818526220604,-2.43945488809e-19,69765.8841201,49
185,nonpun,0.0101653604752,-7.18283939272e-19,534136.899561,225
186,nonpun,0.00546091837967,-5.14996031931e-19,12335.0678246,49
187,nonpun,0.0206391191118,0.0,851.042836644,9
188,nonpun,0.00321007659578,-5.3363075677e-20,2159105.5947,225
189,nonpun,0.000339847563281,3.04931861012e-20,440064.054905,49
190,nonpun,5.20992141958e-05,-7.64976630489e-21,1202486.75699,49
191,nonpun,3.79193206245e-05,0.0,152403.156556,9
192,nonpun,0.000650941378969,6.39509875177e-20,1086186.60711,225
193,nonpun,0.000195463689688,-3.38813178902e-21,86957.8111571,9
194,nonpun,0.00109675324327,-5.08219768353e-20,77370.3431956,49
195,nonpun,0.0271341997691,-4.33680868994e-19,251962.003116,225
196,nonpun,0.000249027128241,0.0,32602.8378393,9
197,nonpun,7.5542518599e-05,-1.88888347238e-19,971477.067251,225
198,nonpun,0.00144409215864,2.36322192284e-19,830341.297428,225
199,nonpun,6.19650032815e-05,0.0,81779.3168998,9
200,nonpun,1.30622126807e-05,4.23516473627e-22,64773.5366374,9
201,nonpun,0.00295447440038,-4.12505045313e-19,17575441.0008,961
202,nonpun,0.000361951689044,1.05879118407e-21,215775.587332,49
203,nonpun,0.010961787393,0.0,509.932036009,9
204,nonpun,0.0137586369192,-5.89534931289e-19,1167519.86603,961
205,nonpun,0.0260815574608,2.37169225231e-20,4464843.35054,961
206,nonpun,9.02131152439e-05,-8.73502726856e-22,6304750.19864,225
207,nonpun,1.00469319385,6.41847686111e-17,22711.6181055,225
208,nonpun,0.0049091233349,-2.03287907341e-19,154660.198122,49
209,nonpun,0.00278926040576,-1.76182853029e-19,15960.3139366,49
210,nonpun,0.000293645999378,1.01974825916e-20,27147892.4575,961
211,nonpun,0.0,0.0,101.273005044,1
212,nonpun,0.0890388609187,-2.59530895039e-18,265849.006774,961
213,nonpun,0.000231322908748,-1.52465930506e-20,1592409.40338,49
214,nonpun,0.00227461810294,-1.08420217249e-19,565.308494299,9
215,nonpun,0.0408851173116,1.08420217249e-18,13669.5060747,49
216,nonpun,0.0166105413157,-9.83828768236e-19,3604973.3255,961
217,nonpun,8.81509822454e-06,-2.03287907341e-20,12588.6499349,9
218,nonpun,0.0,0.0,3119.96940549,1
219,nonpun,0.00106906519169,1.62630325873e-19,1242.52983598,9
220,nonpun,0.000497311540303,1.35525271561e-20,14810.3266076,9
221,nonpun,1.86491836389,1.22298005056e-16,233597.262335,961
222,nonpun,0.00514950414537,-1.89735380185e-19,44102.2744282,49
223,nonpun,0.00272945416329,-3.76929661528e-20,3408977.12348,225
224,nonpun,0.034664795646,-2.70542323353e-18,1028161.66103,961
225,nonpun,0.00031880731519,-3.38813178902e-21,188668.797362,49
226,nonpun,2.6851461179,-2.42861286637e-17,1177.27427876,225
227,nonpun,0.000315376436005,-2.63639004833e-20,606172.202565,49
228,nonpun,0.0,0.0,292.72615083,1
229,nonpun,5.32866717219e-05,0.0,24315.1939015,9
230,nonpun,0.52392629586,-4.11996825544e-17,47244.9491956,225
231,nonpun,0.00737141316067,-1.86347248396e-20,261692.386357,225
232,nonpun,1.13981585172,-4.18230988036e-17,507481.952834,3969
233,nonpun,0.00414921597994,0.0,6564.65502093,9
234,nonpun,0.000606132698332,-3.38813178902e-20,809827.626017,49
235,nonpun,0.0331694149259,-1.00288700955e-18,309584.598509,225
