pairID,sentenceID,sentenceType,homophoneID,version,m1,word,condition,dummy
1507,230,nonpun,70,a,attitude,airplane,18,1
1508,232,nonpun,72,a,next,neck,18,1
1509,234,nonpun,74,a,cream,week,18,1
1510,236,nonpun,76,a,offer,spanish,18,1
1511,238,nonpun,78,a,pays,put,18,1
1512,241,nonpun,1,b,lion,notebook,18,1
1513,243,nonpun,3,b,cilia,wine,18,1
1514,245,nonpun,5,b,clothing,remarks,18,1
1515,247,nonpun,7,b,perches,new,18,1
1516,249,nonpun,9,b,math,square,18,1
1517,252,nonpun,12,b,spatial,birthday,18,1
1518,254,nonpun,14,b,caesars,cut,18,1
1519,257,nonpun,17,b,flea,years,18,1
1520,259,nonpun,19,b,salivation,prayed,18,1
1521,261,nonpun,21,b,braille,jail ,18,1
1522,263,nonpun,23,b,grime,murder,18,1
1523,265,nonpun,25,b,bonus,shape,18,1
1524,268,nonpun,28,b,ohms,reading,18,1
1525,270,nonpun,30,b,tamper,angered,18,1
1526,272,nonpun,32,b,libel,property,18,1
1527,275,nonpun,35,b,leafing,work,18,1
1528,277,nonpun,37,b,tolkien,whole,18,1
1529,279,nonpun,39,b,raven,frightened,18,1
1530,281,nonpun,41,b,shave,holiday,18,1
1531,283,nonpun,43,b,irrigation,face,18,1
1532,285,nonpun,45,b,fuchsia,happen,18,1
1533,288,nonpun,48,b,eire,keep,18,1
1534,290,nonpun,50,b,garden,mean,18,1
1535,293,nonpun,53,b,watt,decided,18,1
1536,296,nonpun,56,b,leg,communications,18,1
1537,297,nonpun,57,b,decade,result,18,1
1538,299,nonpun,59,b,grammatic,incident,18,1
1539,301,nonpun,61,b,dublin,year,18,1
1540,304,nonpun,64,b,thief,native,18,1
1541,306,nonpun,66,b,plants,legs,18,1
1542,308,nonpun,68,b,mimes,great,18,1
1543,311,nonpun,71,b,presence,wait,18,1
1544,313,nonpun,73,b,digestion,causes,18,1
1545,315,nonpun,75,b,seize,getting,18,1
1546,317,nonpun,77,b,source,chocolate,18,1
1547,319,nonpun,79,b,espresso,feelings,18,1
38,7,pun,7,a,perches,pet,19,1
86,16,pun,16,a,bloom,show,19,1
134,24,pun,24,a,epoch,grandparents,19,1
182,32,pun,32,a,libel,sue,19,1
230,40,pun,40,a,alkaline,went,19,1
278,49,pun,49,a,alp,lot,19,1
326,59,pun,59,a,grammatic,being,19,1
374,66,pun,66,a,plants,sisterhood,19,1
422,76,pun,76,a,author,mario,19,1
470,84,pun,4,b,hair,inherited,19,1
518,91,pun,11,b,wicked,humor,19,1
566,101,pun,21,b,bail,out,19,1
614,109,pun,29,b,can't,philosophy,19,1
662,117,pun,37,b,talking,written,19,1
710,126,pun,46,b,tell,organic,19,1
758,136,pun,56,b,lag,jet,19,1
806,144,pun,64,b,chief,robber,19,1
854,152,pun,72,b,next,looking,19,1
902,161,nonpun,1,a,lion,takes,19,1
950,174,nonpun,14,a,caesars,like,19,1
998,188,nonpun,28,a,ohms,measure,19,1
1046,200,nonpun,40,a,alkaline,ideal,19,1
1094,212,nonpun,52,a,odor,air,19,1
1142,226,nonpun,66,a,plants,not,19,1
1190,239,nonpun,79,a,espresso,like,19,1
1238,253,nonpun,13,b,world,possible,19,1
1286,267,nonpun,27,b,screening,went,19,1
1334,280,nonpun,40,b,alcohol,easily,19,1
1382,293,nonpun,53,b,lot,parking,19,1
1430,306,nonpun,66,b,pants,pair,19,1
1478,320,nonpun,80,b,sense,business,19,1
1479,162,nonpun,2,a,truth,examines,19,1
1480,164,nonpun,4,a,hair,british,19,1
1481,167,nonpun,7,a,purchase,pigeons,19,1
1482,168,nonpun,8,a,reward,advisors,19,1
1483,172,nonpun,12,a,special,skills,19,1
1484,174,nonpun,14,a,scissors,owner,19,1
1485,175,nonpun,15,a,lunch,morning,19,1
1486,178,nonpun,18,a,feelings,lost ,19,1
1487,183,nonpun,23,a,crime,city's,19,1
1488,184,nonpun,24,a,pock,new,19,1
1489,186,nonpun,26,a,habit,creatures,19,1
1490,187,nonpun,27,a,screening,knife,19,1
1491,190,nonpun,30,a,temper,used,19,1
1492,192,nonpun,32,a,liable,newspaper,19,1
1493,193,nonpun,33,a,twist,weekend,19,1
1494,195,nonpun,35,a,leaving,book,19,1
1495,198,nonpun,38,a,magnet,iron,19,1
1496,200,nonpun,40,a,alcohol,maintain,19,1
1497,201,nonpun,41,a,slave,need,19,1
1498,203,nonpun,43,a,irritation,artificial,19,1
1499,205,nonpun,45,a,future,favorite,19,1
1500,208,nonpun,48,a,fire,name,19,1
1501,210,nonpun,50,a,guarding,house ,19,1
1502,212,nonpun,52,a,order,fish,19,1
1503,213,nonpun,53,a,lot,bulb,19,1
1504,216,nonpun,56,a,lag,need,19,1
1505,218,nonpun,58,a,traumatic,stage ,19,1
1506,222,nonpun,62,a,prison,prisms,19,1
1507,224,nonpun,64,a,chief,stole,19,1
1508,226,nonpun,66,a,pants,humans,19,1
1509,227,nonpun,67,a,insider,incisors,19,1
1510,230,nonpun,70,a,attitude,flying,19,1
1511,233,nonpun,73,a,destruction,good,19,1
1512,235,nonpun,75,a,see,seized,19,1
1513,236,nonpun,76,a,offer,language,19,1
1514,238,nonpun,78,a,pays,pictures,19,1
1515,241,nonpun,1,b,lion,thin,19,1
1516,243,nonpun,3,b,cilia,starts,19,1
1517,245,nonpun,5,b,clothing,end,19,1
1518,247,nonpun,7,b,perches,car,19,1
1519,249,nonpun,9,b,math,concert,19,1
1520,252,nonpun,12,b,spatial,party,19,1
1521,254,nonpun,14,b,caesars,people's,19,1
1522,257,nonpun,17,b,flea,prison,19,1
1523,259,nonpun,19,b,salivation,evil,19,1
1524,262,nonpun,22,b,sperm,boss,19,1
1525,263,nonpun,23,b,grime,theft,19,1
1526,266,nonpun,26,b,hobbit,smoking,19,1
1527,268,nonpun,28,b,ohms,sherlock,19,1
1528,271,nonpun,31,b,latte,meeting,19,1
1529,273,nonpun,33,b,tryst,twisted,19,1
1530,275,nonpun,35,b,leafing,right,19,1
1531,277,nonpun,37,b,tolkien,time,19,1
1532,279,nonpun,39,b,raven,those,19,1
1533,281,nonpun,41,b,shave,driver,19,1
1534,284,nonpun,44,b,auntie,made,19,1
1535,286,nonpun,46,b,till,tells,19,1
1536,288,nonpun,48,b,eire,warm,19,1
1537,290,nonpun,50,b,garden,scare,19,1
1538,293,nonpun,53,b,watt,leave,19,1
1539,296,nonpun,56,b,leg,not,19,1
1540,297,nonpun,57,b,decade,poor,19,1
1541,299,nonpun,59,b,grammatic,left,19,1
1542,302,nonpun,62,b,prism,sent,19,1
1543,304,nonpun,64,b,thief,american,19,1
1544,306,nonpun,66,b,plants,cold,19,1
1545,308,nonpun,68,b,mimes,think,19,1
1546,311,nonpun,71,b,presence,open,19,1
1547,313,nonpun,73,b,digestion,great,19,1
1548,315,nonpun,75,b,seize,glasses,19,1
1549,317,nonpun,77,b,source,vanilla,19,1
1550,319,nonpun,79,b,espresso,better,19,1
47,9,pun,9,a,math,confiscated,20,1
95,18,pun,18,a,fillings,dentist,20,1
143,26,pun,26,a,hobbit,reading,20,1
191,34,pun,34,a,propane,seen,20,1
239,41,pun,41,a,shave,driver,20,1
287,52,pun,52,a,odor,broken,20,1
335,60,pun,60,a,hosta,found,20,1
383,68,pun,68,a,mimes,york,20,1
431,77,pun,77,a,source,destroyed,20,1
479,85,pun,5,b,closing,store,20,1
527,94,pun,14,b,scissors,boy,20,1
575,102,pun,22,b,spur,sex,20,1
623,111,pun,31,b,late,spend,20,1
671,118,pun,38,b,magnet,attracted,20,1
719,128,pun,48,b,fire,happy,20,1
767,138,pun,58,b,traumatic,right,20,1
815,145,pun,65,b,resolution,new,20,1
863,154,pun,74,b,cream,highest,20,1
911,163,nonpun,3,a,cilia,projections,20,1
959,176,nonpun,16,a,bloom,week ,20,1
1007,191,nonpun,31,a,latte,like,20,1
1055,202,nonpun,42,a,aiken,fame,20,1
1103,214,nonpun,54,a,pest,flies,20,1
1151,228,nonpun,68,a,mimes,imitating,20,1
1199,241,nonpun,1,b,line,printed,20,1
1247,256,nonpun,16,b,blue,yellow,20,1
1295,269,nonpun,29,b,can't,time,20,1
1343,283,nonpun,43,b,irritation,tried,20,1
1391,296,nonpun,56,b,lag,until,20,1
1439,309,nonpun,69,b,littering,pay,20,1
1479,161,nonpun,1,a,line,owner,20,1
1480,162,nonpun,2,a,truth,time,20,1
1481,164,nonpun,4,a,hair,throne,20,1
1482,167,nonpun,7,a,purchase,use,20,1
1483,168,nonpun,8,a,reward,told,20,1
1484,172,nonpun,12,a,special,knows,20,1
1485,174,nonpun,14,a,scissors,behaves,20,1
1486,176,nonpun,16,a,blue,apple,20,1
1487,179,nonpun,19,a,salvation,dog's,20,1
1488,183,nonpun,23,a,crime,buildings,20,1
1489,184,nonpun,24,a,pock,peace,20,1
1490,186,nonpun,26,a,habit,lord,20,1
1491,188,nonpun,28,a,holmes,used,20,1
1492,190,nonpun,30,a,temper,press,20,1
1493,192,nonpun,32,a,liable,libeled,20,1
1494,193,nonpun,33,a,twist,trysts,20,1
1495,196,nonpun,36,a,lambs,people,20,1
1496,198,nonpun,38,a,magnet,australia,20,1
1497,200,nonpun,40,a,alcohol,body's,20,1
1498,202,nonpun,42,a,aching,clay,20,1
1499,203,nonpun,43,a,irritation,application,20,1
1500,205,nonpun,45,a,future,flower,20,1
1501,208,nonpun,48,a,fire,republic,20,1
1502,211,nonpun,51,a,been,like,20,1
1503,212,nonpun,52,a,order,filled,20,1
1504,214,nonpun,54,a,best,rats,20,1
1505,216,nonpun,56,a,lag,strong,20,1
1506,219,nonpun,59,a,traumatic,sentence,20,1
1507,222,nonpun,62,a,prison,used,20,1
1508,224,nonpun,64,a,chief,luggage,20,1
1509,226,nonpun,66,a,pants,animals,20,1
1510,228,nonpun,68,a,minds,very,20,1
1511,230,nonpun,70,a,attitude,35000,20,1
1512,233,nonpun,73,a,destruction,eat,20,1
1513,235,nonpun,75,a,see,arm,20,1
1514,237,nonpun,77,a,sauce,difficulties,20,1
1515,238,nonpun,78,a,pays,notebook,20,1
1516,241,nonpun,1,b,lion,blue,20,1
1517,243,nonpun,3,b,cilia,acting,20,1
1518,245,nonpun,5,b,clothing,meeting,20,1
1519,248,nonpun,8,b,reword,gave,20,1
1520,250,nonpun,10,b,stealer,covered,20,1
1521,252,nonpun,12,b,spatial,occasion,20,1
1522,254,nonpun,14,b,caesars,hair,20,1
1523,257,nonpun,17,b,flea,man,20,1
1524,259,nonpun,19,b,salivation,woman's,20,1
1525,262,nonpun,22,b,sperm,called,20,1
1526,263,nonpun,23,b,grime,drug,20,1
1527,266,nonpun,26,b,hobbit,bad,20,1
1528,268,nonpun,28,b,ohms,books,20,1
1529,272,nonpun,32,b,libel,rental,20,1
1530,273,nonpun,33,b,tryst,pieces,20,1
1531,276,nonpun,36,b,yams,family,20,1
1532,278,nonpun,38,b,magnate,desk,20,1
1533,280,nonpun,40,b,alkaline,burns,20,1
1534,282,nonpun,42,b,aiken,back,20,1
1535,284,nonpun,44,b,auntie,offer,20,1
1536,286,nonpun,46,b,till,story,20,1
1537,289,nonpun,49,b,alp,gave,20,1
1538,291,nonpun,51,b,bean,long,20,1
1539,293,nonpun,53,b,watt,car,20,1
1540,296,nonpun,56,b,leg,hear,20,1
1541,297,nonpun,57,b,decade,dental,20,1
1542,299,nonpun,59,b,grammatic,scarred,20,1
1543,302,nonpun,62,b,prism,robbing,20,1
1544,304,nonpun,64,b,thief,tribe,20,1
1545,306,nonpun,66,b,plants,put,20,1
1546,308,nonpun,68,b,mimes,alike,20,1
1547,311,nonpun,71,b,presence,christmas,20,1
1548,313,nonpun,73,b,digestion,buildings,20,1
1549,316,nonpun,76,b,author,very,20,1
1550,317,nonpun,77,b,source,ice,20,1
1551,320,nonpun,80,b,scents,good,20,1
