sentenecID,sentenceType,c1,c2,maxKL
106,nonpun, known , prophet ;daniel;dreams;interpreting ,0.000104000692332
107,nonpun, pi ;number , up ,0.000550188868318
108,nonpun, milk , knead ;bread;dough;flour;make;together ,0.000278469953414
109,nonpun, oar  , oar ;fisherman;river ,5.69713295032e-05
110,nonpun, tiers ;stacked , warehouse ,1.20064839672e-05
111,nonpun, poll  , poll ;conducted;political;pollsters;popularity ,0.0157992631925
112,nonpun, old , bored ;time ,9.70062453426e-06
113,nonpun, greece ;europe , portion ,0.000467463444703
114,nonpun, sine  , sine ;function;function;mathematics ,0.000121465825295
115,nonpun, principal ;school , wu ,0.00114213491853
116,nonpun, cd ;classical;music , new ,0.00856428441602
117,nonpun, rapidly , hare ;ran;rapidly ,5.47633659936e-06
118,nonpun, knotty  , made ,5.27668926454e-07
119,nonpun, taut ;clothesline;hangs , poles ,1.60781896072e-06
120,nonpun, marx ;karl;philosopher , marx  ,0.0001877279622
121,nonpun, hi  , hi ;waved ,0.000840114584168
122,nonpun, learning;news , daze  ,2.28159138928e-06
123,nonpun, prose  , prose ;novels;written ,0.000134823396862
124,nonpun, plane  , plane ;landed ,5.38836141574e-05
125,nonpun, sticks , dam ;building;logs;sticks ,0.000152216667386
126,nonpun, hertz ;mega;processing , thirty-three ,2.08426237914e-05
127,nonpun, show , role ;plays;show;television ,0.00181637993343
128,nonpun, puts , collar ;walking ,5.14012444064e-05
129,nonpun, friend's , steal ;wanted ,2.84351128533e-05
130,nonpun, dye  , like;not ,1.66522381261e-05
131,nonpun, waist ;small;tiny , look ,5.94555716928e-05
132,nonpun, feet ;shoes , new ,0.00150629502911
133,nonpun, aloud ;poem;read , student ,3.59388676577e-05
134,nonpun, pail ;filled;water , worker ,1.59323462293e-05
135,nonpun, those , manor ;live;wealthy ,0.000261321312329
136,nonpun, pages , cache ;database;stored;web ,0.000345358973912
137,nonpun, took , reign ;heir;king's ,0.000268761238151
138,nonpun, favorite , thyme ;flavored;meals;sauce ,2.29204550999e-05
139,nonpun, pore ;skin;small;surface , very ,8.6955773134e-05
140,nonpun, gilt ;frame , frame ,1.41579606476e-06
