uniqueID,sentenceType,sumKL,numContextCombos,aveKL
106,nonpun,0.0222629837053,961,2.31664762802e-05
107,nonpun,0.24461186222,3969,6.16306027261e-05
108,nonpun,0.391454615511,16129,2.42702347022e-05
109,nonpun,0.000901761564809,49,1.8403297241e-05
110,nonpun,0.000158354582321,49,3.23172616982e-06
111,nonpun,2.38480274691,961,0.00248158454413
112,nonpun,0.00271518563342,961,2.82537526891e-06
113,nonpun,0.0219791532515,225,9.76851255623e-05
114,nonpun,0.00675065805433,225,3.00029246859e-05
115,nonpun,0.174484698921,961,0.000181565763705
116,nonpun,0.546164521363,225,0.00242739787272
117,nonpun,0.000110220770181,49,2.24940347307e-06
118,nonpun,7.71902939002e-06,49,1.57531212041e-07
119,nonpun,8.82613933172e-05,225,3.92272859188e-07
120,nonpun,0.0029799249622,49,6.08147951469e-05
121,nonpun,0.00392858753529,9,0.000436509726144
122,nonpun,3.23058101976e-05,49,6.59302248931e-07
123,nonpun,0.00218448261944,49,4.45812779477e-05
124,nonpun,0.00031002344223,9,3.44470491366e-05
125,nonpun,0.011666223352,225,5.18498815645e-05
126,nonpun,0.00360240135437,961,3.74859662266e-06
127,nonpun,0.110058819027,225,0.000489150306786
128,nonpun,0.000593486409486,49,1.21119675405e-05
129,nonpun,0.0137946908681,3969,3.47560868433e-06
130,nonpun,0.000726840461703,225,3.23040205201e-06
131,nonpun,0.00244715386823,225,1.08762394144e-05
132,nonpun,0.0610123731612,225,0.000271166102939
133,nonpun,0.00183354998626,225,8.14911105004e-06
134,nonpun,0.00285146799159,961,2.96718833673e-06
135,nonpun,0.0342552946617,961,3.56454679102e-05
136,nonpun,0.0654411801861,961,6.80969616921e-05
137,nonpun,0.0125075133511,225,5.55889482273e-05
138,nonpun,0.00972371446352,3969,2.4499154607e-06
139,nonpun,0.0127263403395,961,1.32428099266e-05
140,nonpun,7.32521988939e-06,9,8.13913321044e-07
141,nonpun,0.00816492542306,225,3.62885574358e-05
142,nonpun,0.0,1,0.0
143,nonpun,0.00952323153955,961,9.90971023887e-06
144,nonpun,0.806935219564,3969,0.000203309453153
145,nonpun,0.00146436841223,49,2.98850696373e-05
146,nonpun,0.00114586364276,49,2.33849723013e-05
147,nonpun,0.00602865689129,9,0.000669850765699
148,nonpun,0.000601339497511,49,1.22722346431e-05
149,nonpun,0.0,1,0.0
150,nonpun,0.00406542304241,49,8.2967817192e-05
151,nonpun,0.0,1,0.0
152,nonpun,0.0013920112609,9,0.000154667917877
153,nonpun,0.0,1,0.0
154,nonpun,0.202916475054,961,0.000211151378829
155,nonpun,0.000109412538299,9,1.21569486999e-05
156,nonpun,2.08669418288e-05,225,9.27419636835e-08
157,nonpun,0.0,1,0.0
158,nonpun,0.000287514268222,9,3.19460298025e-05
159,nonpun,7.44604110254e-05,9,8.27337900282e-06
160,nonpun,4.91435752631e-05,9,5.46039725146e-06
161,nonpun,0.0,1,0.0
162,nonpun,0.00355879476679,49,7.26284646284e-05
163,nonpun,6.10452024348e-05,9,6.78280027053e-06
164,nonpun,0.000168773206416,49,3.44435115136e-06
165,nonpun,1.69968261069e-05,9,1.8885362341e-06
166,nonpun,0.000148457738436,9,1.64953042706e-05
167,nonpun,7.80974505666e-05,9,8.6774945074e-06
168,nonpun,8.93186044135e-05,9,9.92428937928e-06
169,nonpun,0.00325989442072,49,6.65284575658e-05
170,nonpun,0.00030557292829,9,3.39525475877e-05
171,nonpun,1.50747099809,961,0.00156864828105
172,nonpun,0.00306008438692,49,6.24507017739e-05
173,nonpun,0.0109710147271,49,0.000223898259738
174,nonpun,0.404798886821,225,0.00179910616365
175,nonpun,0.0499505599536,961,5.19776898581e-05
176,nonpun,0.000350269949711,49,7.14836632063e-06
177,nonpun,0.107134897858,49,0.00218642648691
178,nonpun,0.0,1,0.0
179,nonpun,0.222723898996,225,0.000989883995539
180,nonpun,0.000174706514817,9,1.94118349797e-05
181,nonpun,0.000198875434229,961,2.0694634155e-07
182,nonpun,0.00635033690233,49,0.000129598712292
183,nonpun,4.57064698976e-05,9,5.07849665529e-06
184,nonpun,0.0105889449939,49,0.000216100918242
185,nonpun,0.0261240117004,225,0.000116106718668
186,nonpun,0.0229970566339,49,0.000469327686407
187,nonpun,0.0230867511961,9,0.00256519457735
188,nonpun,0.00114939258302,225,5.1084114801e-06
189,nonpun,0.000921663371466,49,1.88094565605e-05
190,nonpun,0.000456378517096,49,9.31384728768e-06
191,nonpun,1.87148315289e-05,9,2.07942572543e-06
192,nonpun,0.00438364858077,225,1.94828825812e-05
193,nonpun,0.000345014683549,9,3.83349648387e-05
194,nonpun,0.00383699747473,49,7.8306070913e-05
195,nonpun,0.0208891533141,225,9.28406813961e-05
196,nonpun,0.000426459169141,9,4.73843521267e-05
197,nonpun,0.000680844624242,225,3.02597610774e-06
198,nonpun,0.00741133764595,225,3.29392784264e-05
199,nonpun,0.000125459861125,9,1.39399845694e-05
200,nonpun,0.00021404798534,9,2.37831094822e-05
201,nonpun,0.00265653929938,961,2.76434890675e-06
202,nonpun,0.00157355687915,49,3.2113405697e-05
203,nonpun,0.0125331505604,9,0.00139257228449
204,nonpun,0.0357351589138,961,3.71853890883e-05
205,nonpun,0.018714604361,961,1.94740940281e-05
206,nonpun,0.000564222250476,225,2.50765444656e-06
207,nonpun,1.15209288741,225,0.00512041283294
208,nonpun,0.00409356304812,49,8.35421030229e-05
209,nonpun,0.0301198302148,49,0.000614690412548
210,nonpun,0.000914770356548,961,9.51894231579e-07
211,nonpun,0.0,1,0.0
212,nonpun,0.358057739739,961,0.000372588699
213,nonpun,9.89606659028e-05,49,2.01960542659e-06
214,nonpun,0.0195203583075,9,0.00216892870083
215,nonpun,0.0493529679359,49,0.00100720342726
216,nonpun,0.0239952028814,961,2.49689936331e-05
217,nonpun,1.83725232353e-05,9,2.04139147059e-06
218,nonpun,0.0,1,0.0
219,nonpun,0.0238576200897,9,0.00265084667664
220,nonpun,0.00032476804151,9,3.60853379455e-05
221,nonpun,4.46733943381,961,0.00464863624746
222,nonpun,0.0047747578253,49,9.74440372511e-05
223,nonpun,0.00658510731046,225,2.9267143602e-05
224,nonpun,0.13508043038,961,0.000140562362518
225,nonpun,0.00150732115459,49,3.0761656216e-05
226,nonpun,5.4884682231,225,0.0243931921026
227,nonpun,0.000852874115177,49,1.74055941873e-05
228,nonpun,0.0,1,0.0
229,nonpun,0.000580018449017,9,6.44464943352e-05
230,nonpun,0.598234307036,225,0.00265881914238
231,nonpun,0.0240727731989,225,0.000106990103106
232,nonpun,1.2291704074,3969,0.000309692720433
233,nonpun,0.00109920294875,9,0.000122133660973
234,nonpun,0.000546874743092,49,1.11607090427e-05
235,nonpun,0.0536720055679,225,0.000238542246968
236,pun,0.0110219361132,49,0.000224937471697
237,pun,0.000357807145568,49,7.30218664424e-06
238,pun,0.928444619659,3969,0.000233924066429
239,pun,26.5027637888,961,0.0275783181985
240,pun,0.0260877620999,225,0.000115945609333
241,pun,0.028051208744,961,2.91896032716e-05
242,pun,0.108221637886,49,0.00220860485482
243,pun,0.000138641393542,49,2.82941619474e-06
244,pun,0.247909029346,961,0.000257969853638
245,pun,0.063387405586,961,6.59598393194e-05
246,pun,3.62836928262e-05,225,1.61260857005e-07
247,pun,0.05798554517,961,6.03387566805e-05
248,pun,0.0116685773823,3969,2.93992879374e-06
249,pun,0.000675839274685,49,1.37926382589e-05
250,pun,0.00922491021017,961,9.59928221662e-06
251,pun,0.352907375568,961,0.000367229319009
252,pun,22.8798617193,16129,0.0014185542637
253,pun,0.00220401513198,49,4.49799006527e-05
254,pun,0.0544269707961,3969,1.37130185931e-05
255,pun,0.135988260573,65025,2.09132273084e-06
256,pun,2.71573735772e-05,9,3.01748595302e-06
257,pun,0.00192799525104,49,3.93468418579e-05
258,pun,0.0156459323819,3969,3.94203385788e-06
259,pun,0.000395872791204,9,4.39858656893e-05
260,pun,0.0716817052829,3969,1.80603943772e-05
261,pun,0.00480823586242,49,9.81272624984e-05
262,pun,0.0229733228591,16129,1.42434886596e-06
263,pun,0.00721410784271,225,3.20627015232e-05
264,pun,0.00285882749298,961,2.97484650674e-06
265,pun,0.00664245274301,225,2.95220121911e-05
266,pun,0.0131180649027,16129,8.13321650611e-07
267,pun,0.170819554738,961,0.00017775187798
268,pun,0.977306924103,961,0.00101696870354
269,pun,0.036080577316,961,3.75448255109e-05
270,pun,0.00226895965363,961,2.3610402223e-06
271,pun,0.0,1,0.0
272,pun,0.0178543945424,225,7.9352864633e-05
273,pun,1.36129448729,65025,2.09349402121e-05
274,pun,3.67550008081,961,0.0038246618947
275,pun,0.00276617096655,3969,6.96944058088e-07
276,pun,0.396556223367,225,0.00176247210385
277,pun,0.0275181869812,49,0.000561595652677
278,pun,0.07708528093,65025,1.18547144837e-06
279,pun,0.0269208163985,9,0.00299120182205
280,pun,0.087393205038,961,9.09398595609e-05
281,pun,0.00485544787291,225,2.15797683241e-05
282,pun,0.0331751273329,3969,8.35856067848e-06
283,pun,0.000153226867606,9,1.70252075117e-05
284,pun,0.0855727326556,49,0.00174638229909
285,pun,0.0466925638928,961,4.85874754347e-05
286,pun,0.696709859443,3969,0.000175537883458
287,pun,0.00815216099595,225,3.62318266487e-05
288,pun,0.000874952948374,49,1.78561826199e-05
289,pun,0.0700589897392,225,0.00031137328773
290,pun,0.000157239560441,9,1.74710622713e-05
291,pun,4.43868739456,961,0.00461882143034
292,pun,0.0174432344862,3969,4.39486885517e-06
293,pun,0.0105739125654,49,0.000215794133988
294,pun,0.0129567216662,225,5.75854296274e-05
295,pun,0.0291858548173,49,0.000595629690149
296,pun,0.00440366225547,49,8.9870658275e-05
297,pun,0.0410546611062,225,0.000182465160472
298,pun,0.0119557467714,961,1.24409435706e-05
299,pun,0.000348491912854,49,7.11207985416e-06
300,pun,4.20616486624,65025,6.46853497307e-05
301,depunned,0.0110219361132,49,0.000224937471697
302,depunned,0.000509973563693,49,1.04076237488e-05
303,depunned,1.02015433967,3969,0.000257030571849
304,depunned,26.5799984861,961,0.0276586872904
305,depunned,0.00520450362842,225,2.31311272374e-05
306,depunned,0.00468016932264,961,4.87010335342e-06
307,depunned,0.0509193289009,49,0.00103916997757
308,depunned,0.000138641393542,49,2.82941619474e-06
309,depunned,0.133483997658,961,0.000138901142204
310,depunned,0.0254752100202,961,2.65090634965e-05
311,depunned,3.62836928262e-05,225,1.61260857005e-07
312,depunned,0.0578283924369,961,6.0175226261e-05
313,depunned,0.00443281514607,961,4.61271087e-06
314,depunned,0.000676002654242,49,1.37959725355e-05
315,depunned,0.0120092167333,961,1.24965834894e-05
316,depunned,0.236010470908,961,0.000245588419259
317,depunned,22.8798617193,16129,0.0014185542637
318,depunned,0.00220401513198,49,4.49799006527e-05
319,depunned,0.0537296376746,3969,1.35373236771e-05
320,depunned,0.185216836503,65025,2.8483942561e-06
321,depunned,2.71573735772e-05,9,3.01748595302e-06
322,depunned,0.00192799525104,49,3.93468418579e-05
323,depunned,0.0158185342568,3969,3.9855213547e-06
324,depunned,0.000352437363968,9,3.91597071076e-05
325,depunned,0.00651953285965,225,2.89757015985e-05
326,depunned,0.00330287410686,49,6.74055940176e-05
327,depunned,0.0230354699737,16129,1.42820199477e-06
328,depunned,0.00721410784271,225,3.20627015232e-05
329,depunned,0.00285882749298,961,2.97484650674e-06
330,depunned,0.0269300352806,961,2.80229295323e-05
331,depunned,0.0130376243559,16129,8.08334326736e-07
332,depunned,0.202459577797,961,0.000210675939435
333,depunned,0.983166158488,961,0.00102306572163
334,depunned,0.0383748670608,961,3.99322237886e-05
335,depunned,0.00240213007611,961,2.49961506359e-06
336,depunned,0.0,1,0.0
337,depunned,0.0173091761888,225,7.69296719502e-05
338,depunned,0.260260820136,65025,4.0024732047e-06
339,depunned,3.68121633811,961,0.00383061013331
340,depunned,0.00265614404684,3969,6.69222485975e-07
